mat,map
18.69944268,1356.953985
18.69944268,1356.953985
18.69944268,1356.953985
18.69944268,1356.953985
18.69944268,1356.953985
18.69944268,1356.953985
18.69944268,1356.953985
15.02889144,1561.058008
15.02889144,1561.058008
15.02889144,1561.058008
17.34985502,1389.35134
17.34985502,1389.35134
17.34985502,1389.35134
16.94163571,1412.488946
16.94163571,1412.488946
16.94163571,1412.488946
19.70059227,1500.36715
19.70059227,1500.36715
19.70059227,1500.36715
18.17217289,1397.133641
18.17217289,1397.133641
18.17217289,1397.133641
18.17217289,1397.133641
18.17217289,1397.133641
19.09775758,1459.345295
14.45724249,1480.302365
14.72398998,1097.426695
14.72398998,1097.426695
14.72398998,1097.426695
14.72398998,1097.426695
14.35386665,1117.501717
15.75719893,1072.765632
15.75719893,1072.765632
15.75719893,1072.765632
15.75719893,1072.765632
15.75719893,1072.765632
19.9739268,1602.105766
16.34656268,1201.858514
16.30519277,1218.068141
16.30519277,1218.068141
16.30519277,1218.068141
16.30519277,1218.068141
16.30519277,1218.068141
16.30519277,1218.068141
16.30519277,1218.068141
16.30519277,1218.068141
17.58822032,1461.942942
17.58822032,1461.942942
17.93584456,1411.710768
15.84296709,1254.673079
15.84296709,1254.673079
16.85958855,1762.767513
16.85958855,1762.767513
16.85958855,1762.767513
16.85958855,1762.767513
15.5605152,1325.691629
15.5605152,1325.691629
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
17.47631262,1442.508573
15.46213398,991.9016241
15.46213398,991.9016241
15.46213398,991.9016241
15.46213398,991.9016241
15.46213398,991.9016241
15.46213398,991.9016241
15.46213398,991.9016241
15.46213398,991.9016241
15.46213398,991.9016241
15.46213398,991.9016241
15.46213398,991.9016241
15.46213398,991.9016241
15.46213398,991.9016241
15.46213398,991.9016241
16.66391721,1134.464992
16.66391721,1134.464992
16.66391721,1134.464992
13.12749106,2005.771151
13.12749106,2005.771151
13.12749106,2005.771151
13.12749106,2005.771151
13.12749106,2005.771151
13.12749106,2005.771151
13.12749106,2005.771151
13.12749106,2005.771151
13.12749106,2005.771151
13.12749106,2005.771151
13.12749106,2005.771151
13.12749106,2005.771151
13.12749106,2005.771151
13.12749106,2005.771151
13.12749106,2005.771151
13.12749106,2005.771151
17.41856673,1410.271739
17.76952562,1405.724498
0.891388392,370.9664793
14.25839972,1037.968066
14.25839972,1037.968066
14.25839972,1037.968066
17.98828523,1531.233305
17.98828523,1531.233305
17.98828523,1531.233305
17.98828523,1531.233305
17.98828523,1531.233305
17.98828523,1531.233305
17.98828523,1531.233305
17.98828523,1531.233305
17.98828523,1531.233305
17.54462484,1037.187826
17.33540327,1257.981459
16.93229979,1300.999839
17.89498612,1484.843038
17.89498612,1484.843038
17.89498612,1484.843038
17.89498612,1484.843038
17.89498612,1484.843038
17.89498612,1484.843038
17.89498612,1484.843038
17.89498612,1484.843038
17.89498612,1484.843038
17.89498612,1484.843038
17.89498612,1484.843038
17.89498612,1484.843038
17.89498612,1484.843038
17.89498612,1484.843038
13.59301389,1595.975332
13.59301389,1595.975332
13.59301389,1595.975332
13.59301389,1595.975332
13.59301389,1595.975332
17.76194851,1401.502792
17.76194851,1401.502792
17.62030465,1420.14089
1.45486373,269.0431928
5.70882372,357.7797553
17.05656073,1539.047724
17.05656073,1539.047724
15.49509923,1465.162825
5.05322656,937.3229335
5.05322656,937.3229335
5.05322656,937.3229335
5.05322656,937.3229335
5.05322656,937.3229335
15.19663048,1485.741454
15.19663048,1485.741454
15.19663048,1485.741454
15.19663048,1485.741454
15.19663048,1485.741454
15.19663048,1485.741454
15.19663048,1485.741454
15.19663048,1485.741454
15.19663048,1485.741454
15.19663048,1485.741454
15.19663048,1485.741454
15.19663048,1485.741454
15.19663048,1485.741454
15.19663048,1485.741454
15.19663048,1485.741454
15.19663048,1485.741454
15.19663048,1485.741454
15.19663048,1485.741454
2.321008046,326.064743
2.321008046,326.064743
-1.615388452,787.8878831
-1.615388452,787.8878831
-1.615388452,787.8878831
-1.615388452,787.8878831
16.33162503,1554.798907
16.33162503,1554.798907
3.466285536,375.1709781
3.366374909,341.6023793
3.366374909,341.6023793
18.06568811,1192.596756
18.06568811,1192.596756
18.06568811,1192.596756
18.06568811,1192.596756
18.06568811,1192.596756
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
15.66918925,1285.627824
14.10026497,1554.429917
14.10026497,1554.429917
17.68415582,1260.958657
15.77753219,1346.769431
11.8101962,1821.446687
15.25707534,1381.43934
15.25707534,1381.43934
15.25707534,1381.43934
15.25707534,1381.43934
15.91944994,1336.571584
16.63484571,1323.551804
16.63484571,1323.551804
16.63484571,1323.551804
16.63484571,1323.551804
16.63484571,1323.551804
16.04547752,1320.522473
16.04547752,1320.522473
16.04547752,1320.522473
17.24926597,1209.672989
17.24926597,1209.672989
17.24926597,1209.672989
17.24926597,1209.672989
17.24926597,1209.672989
1.683858014,382.9243648
1.683858014,382.9243648
1.683858014,382.9243648
15.9091446,1358.08679
15.9091446,1358.08679
17.14618748,1293.118692
16.1841529,994.5083196
14.4711191,1228.705068
14.4711191,1228.705068
14.4711191,1228.705068
-2.385639989,830.1138779
-2.385639989,830.1138779
7.127726575,815.1808734
7.127726575,815.1808734
7.127726575,815.1808734
13.44746173,1163.859919
13.44746173,1163.859919
15.05907877,927.6907775
0.159778102,82.54501381
14.81743521,941.9762321
14.97120104,866.7873207
14.90489945,865.4137497
14.90489945,865.4137497
14.84599552,866.4407795
14.84599552,866.4407795
15.52661619,992.1805886
2.210662609,498.995622
2.210662609,498.995622
2.210662609,498.995622
2.210662609,498.995622
2.210662609,498.995622
2.210662609,498.995622
2.210662609,498.995622
2.210662609,498.995622
2.210662609,498.995622
2.210662609,498.995622
2.210662609,498.995622
2.210662609,498.995622
2.210662609,498.995622
2.210662609,498.995622
2.210662609,498.995622
2.210662609,498.995622
2.210662609,498.995622
2.210662609,498.995622
2.210662609,498.995622
2.210662609,498.995622
2.210662609,498.995622
2.210662609,498.995622
2.210662609,498.995622
2.210662609,498.995622
2.210662609,498.995622
2.210662609,498.995622
2.210662609,498.995622
14.5341235,841.2521165
14.5341235,841.2521165
14.5341235,841.2521165
14.5341235,841.2521165
14.5341235,841.2521165
14.5341235,841.2521165
14.5341235,841.2521165
14.5341235,841.2521165
4.833675825,967.477535
4.833675825,967.477535
8.505881314,885.7814284
8.505881314,885.7814284
8.505881314,885.7814284
8.505881314,885.7814284
7.52341549,907.2399839
7.52341549,907.2399839
7.52341549,907.2399839
7.52341549,907.2399839
15.08147228,764.7904322
3.216428706,860.3216189
5.498894379,820.413048
5.498894379,820.413048
5.498894379,820.413048
5.498894379,820.413048
5.498894379,820.413048
5.498894379,820.413048
5.498894379,820.413048
5.498894379,820.413048
5.498894379,820.413048
5.498894379,820.413048
5.498894379,820.413048
5.498894379,820.413048
5.498894379,820.413048
5.498894379,820.413048
5.498894379,820.413048
5.498894379,820.413048
5.498894379,820.413048
13.80947992,747.9278838
14.67970739,706.4997695
13.28820716,650.2526661
12.47708469,686.67798
12.47708469,686.67798
12.31078359,684.1884508
12.31078359,684.1884508
12.31078359,684.1884508
12.31078359,684.1884508
12.31078359,684.1884508
12.31078359,684.1884508
12.31078359,684.1884508
12.31078359,684.1884508
12.31078359,684.1884508
12.77681087,659.9073546
13.53078784,742.1657566
13.53078784,742.1657566
13.96643036,656.279312
14.53633639,711.446611
8.120985142,719.4575608
8.120985142,719.4575608
8.120985142,719.4575608
13.43955486,800.0947898
13.43955486,800.0947898
13.43955486,800.0947898
13.43955486,800.0947898
13.43955486,800.0947898
13.43955486,800.0947898
13.43955486,800.0947898
13.43955486,800.0947898
13.43955486,800.0947898
13.76207903,858.4912641
13.76207903,858.4912641
13.76207903,858.4912641
13.76207903,858.4912641
13.76207903,858.4912641
13.76207903,858.4912641
13.76207903,858.4912641
13.76207903,858.4912641
13.76207903,858.4912641
13.76207903,858.4912641
12.60005882,646.9924528
12.60005882,646.9924528
14.43940107,642.4310777
14.43940107,642.4310777
14.43940107,642.4310777
14.43940107,642.4310777
14.43940107,642.4310777
14.43940107,642.4310777
14.43940107,642.4310777
14.43940107,642.4310777
14.43940107,642.4310777
14.43940107,642.4310777
14.43940107,642.4310777
14.43940107,642.4310777
14.43940107,642.4310777
14.43940107,642.4310777
14.43940107,642.4310777
14.43940107,642.4310777
13.89934314,578.687204
13.89934314,578.687204
13.89934314,578.687204
13.89934314,578.687204
13.89934314,578.687204
13.89934314,578.687204
13.89934314,578.687204
13.89934314,578.687204
13.89934314,578.687204
13.89934314,578.687204
13.89934314,578.687204
13.89934314,578.687204
13.89934314,578.687204
13.89934314,578.687204
13.89934314,578.687204
13.89934314,578.687204
13.89934314,578.687204
13.89934314,578.687204
13.89934314,578.687204
13.89934314,578.687204
-6.331350281,103.1198143
-6.331350281,103.1198143
-6.331350281,103.1198143
-6.331350281,103.1198143
14.01672074,582.456078
14.01672074,582.456078
14.01672074,582.456078
5.04973048,503.0182055
8.627234045,603.9545517
8.627234045,603.9545517
8.627234045,603.9545517
8.115491195,591.2135634
8.115491195,591.2135634
8.115491195,591.2135634
8.115491195,591.2135634
8.407543253,559.4064107
8.803938431,553.712956
9.14973512,526.8883389
6.163168648,366.7570037
6.789412862,434.7220539
8.032758228,346.6442258
9.08207367,307.8055564
8.949645739,510.0225894
8.949645739,510.0225894
10.34717225,719.05168
8.357141958,275.4167254
8.284617407,494.2396058
8.284617407,494.2396058
8.284617407,494.2396058
11.77614093,442.0311667
11.77614093,442.0311667
11.77614093,442.0311667
11.77614093,442.0311667
9.633989528,546.4321155
7.522999771,211.7694927
9.401072483,476.471735
9.401072483,476.471735
9.401072483,476.471735
9.401072483,476.471735
9.401072483,476.471735
9.401072483,476.471735
9.401072483,476.471735
9.401072483,476.471735
9.401072483,476.471735
9.401072483,476.471735
9.401072483,476.471735
9.401072483,476.471735
9.401072483,476.471735
9.401072483,476.471735
9.401072483,476.471735
9.401072483,476.471735
9.401072483,476.471735
9.401072483,476.471735
9.401072483,476.471735
12.94550855,464.8717445
13.04358992,608.432126
13.04358992,608.432126
10.3543566,452.5213055
10.3543566,452.5213055
10.3543566,452.5213055
10.3543566,452.5213055
11.05125872,688.7530423
11.05125872,688.7530423
11.05125872,688.7530423
6.939045623,436.1355549
6.939045623,436.1355549
6.939045623,436.1355549
6.939045623,436.1355549
6.939045623,436.1355549
7.796497763,181.9796712
11.12780062,659.9507319
9.164029428,171.3373054
7.747563467,185.1495199
4.057991929,33.30800199
4.057991929,33.30800199
4.057991929,33.30800199
4.057991929,33.30800199
4.057991929,33.30800199
4.057991929,33.30800199
4.057991929,33.30800199
4.057991929,33.30800199
4.057991929,33.30800199
4.057991929,33.30800199
4.057991929,33.30800199
9.46912322,483.4950822
9.949708045,443.7150597
9.949708045,443.7150597
7.885140519,159.1196037
12.80761189,385.2959083
12.80761189,385.2959083
12.80761189,385.2959083
12.80761189,385.2959083
12.70761189,390.5787077
12.70761189,390.5787077
12.70761189,390.5787077
12.70761189,390.5787077
12.70761189,390.5787077
12.70761189,390.5787077
12.70761189,390.5787077
12.70761189,390.5787077
12.70761189,390.5787077
12.70761189,390.5787077
12.70761189,390.5787077
12.70761189,390.5787077
12.70761189,390.5787077
12.70761189,390.5787077
12.70761189,390.5787077
12.70761189,390.5787077
12.70761189,390.5787077
12.70761189,390.5787077
12.70761189,390.5787077
12.70761189,390.5787077
12.70761189,390.5787077
8.499506397,187.2435555
0.481797289,318.4760134
12.79291518,507.7852927
12.79291518,507.7852927
12.79291518,507.7852927
12.79291518,507.7852927
12.79291518,507.7852927
12.79291518,507.7852927
12.79291518,507.7852927
12.79291518,507.7852927
12.79291518,507.7852927
12.79291518,507.7852927
12.79291518,507.7852927
12.79291518,507.7852927
2.853706969,340.3589688
8.058401287,169.2290241
12.45704975,451.9801643
12.45704975,451.9801643
8.506117697,406.0609243
8.506117697,406.0609243
8.506117697,406.0609243
6.749857822,215.0965127
6.749857822,215.0965127
6.73341959,213.5732855
8.39939059,146.7155367
-2.093892952,661.8837707
-2.093892952,661.8837707
-2.093892952,661.8837707
-2.093892952,661.8837707
11.28136459,633.9295159
5.849557187,190.3774059
9.196897362,106.3669578
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
7.120963184,102.6703386
10.43221708,609.3379711
10.43221708,609.3379711
10.43221708,609.3379711
10.43221708,609.3379711
10.43221708,609.3379711
10.43221708,609.3379711
10.43221708,609.3379711
10.43221708,609.3379711
10.43221708,609.3379711
10.43221708,609.3379711
10.43221708,609.3379711
10.43221708,609.3379711
10.43221708,609.3379711
10.43221708,609.3379711
10.43221708,609.3379711
10.43221708,609.3379711
5.836408631,322.1510329
5.836408631,322.1510329
5.836408631,322.1510329
5.836408631,322.1510329
5.836408631,322.1510329
5.836408631,322.1510329
5.836408631,322.1510329
5.836408631,322.1510329
11.83520403,565.4405339
11.83520403,565.4405339
11.83520403,565.4405339
11.83520403,565.4405339
11.83520403,565.4405339
11.83520403,565.4405339
11.83520403,565.4405339
11.83520403,565.4405339
11.83520403,565.4405339
11.83520403,565.4405339
11.83520403,565.4405339
11.83520403,565.4405339
11.83520403,565.4405339
11.83520403,565.4405339
11.83520403,565.4405339
10.25851874,599.7438806
10.25851874,599.7438806
10.25851874,599.7438806
10.25851874,599.7438806
10.25851874,599.7438806
10.25851874,599.7438806
10.25851874,599.7438806
10.25851874,599.7438806
10.25851874,599.7438806
10.25851874,599.7438806
10.25851874,599.7438806
10.25851874,599.7438806
10.25851874,599.7438806
10.25851874,599.7438806
10.25851874,599.7438806
10.25851874,599.7438806
10.25851874,599.7438806
10.25851874,599.7438806
10.25851874,599.7438806
10.25851874,599.7438806
10.25851874,599.7438806
10.25851874,599.7438806
10.25851874,599.7438806
10.25851874,599.7438806
10.25851874,599.7438806
10.25851874,599.7438806
10.76862855,549.9360062
10.76862855,549.9360062
10.76862855,549.9360062
10.76862855,549.9360062
10.76862855,549.9360062
10.76862855,549.9360062
10.76862855,549.9360062
10.76862855,549.9360062
10.76862855,549.9360062
10.76862855,549.9360062
10.76862855,549.9360062
10.76862855,549.9360062
8.936025801,528.5473663
8.936025801,528.5473663
8.936025801,528.5473663
8.936025801,528.5473663
11.92725878,546.1409985
11.92725878,546.1409985
11.92725878,546.1409985
11.92725878,546.1409985
11.92725878,546.1409985
11.92725878,546.1409985
11.92725878,546.1409985
11.92725878,546.1409985
11.92725878,546.1409985
11.92725878,546.1409985
11.92725878,546.1409985
11.92725878,546.1409985
11.92725878,546.1409985
11.92725878,546.1409985
11.92725878,546.1409985
11.92725878,546.1409985
11.92725878,546.1409985
11.92725878,546.1409985
11.92725878,546.1409985
11.92725878,546.1409985
11.92725878,546.1409985
11.92725878,546.1409985
11.92725878,546.1409985
11.92725878,546.1409985
11.92725878,546.1409985
11.92725878,546.1409985
11.92725878,546.1409985
11.92725878,546.1409985
11.92725878,546.1409985
11.92725878,546.1409985
11.92725878,546.1409985
11.92725878,546.1409985
11.92725878,546.1409985
11.92725878,546.1409985
9.731814847,504.4298046
9.731814847,504.4298046
9.731814847,504.4298046
9.731814847,504.4298046
8.207157572,507.138441
8.207157572,507.138441
8.207157572,507.138441
8.207157572,507.138441
8.207157572,507.138441
8.207157572,507.138441
8.207157572,507.138441
8.207157572,507.138441
8.207157572,507.138441
8.207157572,507.138441
9.6773958,535.6591464
9.6773958,535.6591464
11.51054663,534.7321237
11.51054663,534.7321237
11.51054663,534.7321237
11.51054663,534.7321237
11.51054663,534.7321237
5.05594381,475.6730516
11.66677875,535.2038276
8.974562884,591.6322652
11.63390201,534.3546165
11.40096868,527.1031506
11.55910771,533.1100292
11.55910771,533.1100292
11.55910771,533.1100292
