mat,map
9.473793014,1262.621592
9.473793014,1262.621592
9.473793014,1262.621592
9.473793014,1262.621592
9.473793014,1262.621592
9.473793014,1262.621592
9.473793014,1262.621592
9.473793014,1262.621592
9.473793014,1262.621592
9.473793014,1262.621592
9.473793014,1262.621592
9.473793014,1262.621592
9.473793014,1262.621592
9.473793014,1262.621592
9.473793014,1262.621592
9.473793014,1262.621592
9.473793014,1262.621592
9.473793014,1262.621592
9.473793014,1262.621592
9.473793014,1262.621592
9.473793014,1262.621592
9.473793014,1262.621592
9.473793014,1262.621592
9.473793014,1262.621592
9.473793014,1262.621592
9.473793014,1262.621592
9.473793014,1262.621592
9.473793014,1262.621592
9.473793014,1262.621592
23.96815801,1680.185214
19.62219981,1780.166619
25.00466536,1490.830774
25.00466536,1490.830774
25.00466536,1490.830774
20.75562442,1627.946501
20.11389686,1571.25295
22.92630795,1339.725284
23.7864489,1670.786748
23.71610644,1715.361069
23.71610644,1715.361069
23.71610644,1715.361069
23.71610644,1715.361069
23.71610644,1715.361069
23.71610644,1715.361069
23.01970936,1605.445183
23.14068414,1833.107877
21.1714277,1523.87757
21.1714277,1523.87757
21.1714277,1523.87757
21.1714277,1523.87757
21.1714277,1523.87757
21.1714277,1523.87757
21.1714277,1523.87757
21.1714277,1523.87757
21.1714277,1523.87757
21.1714277,1523.87757
21.1714277,1523.87757
21.1714277,1523.87757
21.1714277,1523.87757
21.1714277,1523.87757
21.1714277,1523.87757
21.1714277,1523.87757
21.1714277,1523.87757
21.1714277,1523.87757
21.1714277,1523.87757
21.1714277,1523.87757
21.1714277,1523.87757
21.1714277,1523.87757
21.1714277,1523.87757
21.1714277,1523.87757
21.1714277,1523.87757
21.1714277,1523.87757
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.9636899,1862.62213
22.9636899,1862.62213
22.9636899,1862.62213
22.9636899,1862.62213
22.9636899,1862.62213
22.9636899,1862.62213
22.9636899,1862.62213
22.9636899,1862.62213
22.9636899,1862.62213
22.9636899,1862.62213
22.9636899,1862.62213
22.9636899,1862.62213
22.9636899,1862.62213
22.9636899,1862.62213
22.9636899,1862.62213
22.9636899,1862.62213
22.9636899,1862.62213
22.9636899,1862.62213
22.9636899,1862.62213
22.9636899,1862.62213
22.9636899,1862.62213
22.9636899,1862.62213
22.9636899,1862.62213
22.9636899,1862.62213
22.9636899,1862.62213
22.9636899,1862.62213
22.9636899,1862.62213
22.9636899,1862.62213
22.9636899,1862.62213
22.9636899,1862.62213
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.36348124,1747.885717
22.565057,2242.327561
22.26518112,2037.298486
22.6031699,1333.360865
22.6031699,1333.360865
22.6031699,1333.360865
22.6031699,1333.360865
22.6031699,1333.360865
22.6031699,1333.360865
22.6370904,1840.088696
22.6370904,1840.088696
22.6370904,1840.088696
19.77802317,1406.997275
19.77802317,1406.997275
19.77802317,1406.997275
21.74999948,1858.592869
21.74999948,1858.592869
21.74999948,1858.592869
21.74999948,1858.592869
21.74999948,1858.592869
21.98654233,1435.030524
21.98654233,1435.030524
21.97804915,1461.931506
21.33885812,1550.785642
21.33885812,1550.785642
21.33885812,1550.785642
21.33885812,1550.785642
21.33885812,1550.785642
21.33885812,1550.785642
21.33885812,1550.785642
21.33885812,1550.785642
22.28298205,1784.148417
22.28298205,1784.148417
22.28298205,1784.148417
22.28298205,1784.148417
22.28298205,1784.148417
22.28298205,1784.148417
21.29667224,1734.766202
21.29667224,1734.766202
21.29667224,1734.766202
21.29667224,1734.766202
21.29667224,1734.766202
21.29667224,1734.766202
21.29667224,1734.766202
21.29667224,1734.766202
21.29667224,1734.766202
21.29667224,1734.766202
21.29667224,1734.766202
21.29667224,1734.766202
21.29667224,1734.766202
21.29667224,1734.766202
21.29667224,1734.766202
21.29667224,1734.766202
21.29667224,1734.766202
21.29667224,1734.766202
21.29667224,1734.766202
21.29667224,1734.766202
21.29667224,1734.766202
21.29667224,1734.766202
21.29667224,1734.766202
21.29667224,1734.766202
21.29667224,1734.766202
21.29667224,1734.766202
21.29667224,1734.766202
21.29667224,1734.766202
21.29667224,1734.766202
21.29667224,1734.766202
21.29667224,1734.766202
21.29667224,1734.766202
21.29667224,1734.766202
21.29667224,1734.766202
21.29667224,1734.766202
21.29667224,1734.766202
21.29667224,1734.766202
21.29667224,1734.766202
21.70245143,1612.109253
21.70245143,1612.109253
21.70245143,1612.109253
21.70245143,1612.109253
21.70245143,1612.109253
21.4744969,1679.762899
21.4744969,1679.762899
21.4744969,1679.762899
15.74037049,1208.007167
15.74037049,1208.007167
15.74037049,1208.007167
15.74037049,1208.007167
15.74037049,1208.007167
15.74037049,1208.007167
15.74037049,1208.007167
20.65269489,1346.586648
20.96893692,1244.107117
21.11214702,1484.233323
17.04819907,1091.666874
21.98254134,1285.877194
21.98254134,1285.877194
21.98254134,1285.877194
20.3951606,1607.396874
20.3951606,1607.396874
20.3951606,1607.396874
18.36122308,1674.708385
20.80607433,1210.444058
20.80607433,1210.444058
20.80607433,1210.444058
20.80607433,1210.444058
20.80607433,1210.444058
20.338142,1562.814642
21.15742046,1127.034975
21.15742046,1127.034975
21.2127798,1680.606301
12.97166602,959.3610739
13.37252649,2863.176604
13.37252649,2863.176604
13.37252649,2863.176604
13.37252649,2863.176604
13.37252649,2863.176604
14.18755606,901.0360927
14.18755606,901.0360927
14.18755606,901.0360927
14.18755606,901.0360927
14.18755606,901.0360927
14.18755606,901.0360927
14.18755606,901.0360927
14.18755606,901.0360927
14.18755606,901.0360927
14.18755606,901.0360927
14.18755606,901.0360927
14.18755606,901.0360927
14.18755606,901.0360927
19.63305703,1725.858074
19.63305703,1725.858074
18.84338792,1620.449024
18.84338792,1620.449024
18.84338792,1620.449024
18.84338792,1620.449024
18.84338792,1620.449024
20.4293509,1116.615736
20.4293509,1116.615736
20.4293509,1116.615736
20.4293509,1116.615736
20.4293509,1116.615736
20.4293509,1116.615736
15.26403772,909.8000892
15.26403772,909.8000892
15.26403772,909.8000892
15.26403772,909.8000892
15.26403772,909.8000892
15.26403772,909.8000892
15.26403772,909.8000892
15.26403772,909.8000892
15.26403772,909.8000892
15.26403772,909.8000892
15.26403772,909.8000892
15.26403772,909.8000892
15.26403772,909.8000892
15.26403772,909.8000892
15.26403772,909.8000892
15.26403772,909.8000892
15.26403772,909.8000892
15.26403772,909.8000892
15.26403772,909.8000892
15.26403772,909.8000892
15.26403772,909.8000892
15.26403772,909.8000892
20.72965577,2990.52458
20.72965577,2990.52458
19.13103463,1758.240465
19.13103463,1758.240465
19.13103463,1758.240465
19.13103463,1758.240465
19.13103463,1758.240465
19.13103463,1758.240465
19.13103463,1758.240465
19.13103463,1758.240465
19.13103463,1758.240465
19.13103463,1758.240465
19.13103463,1758.240465
19.13103463,1758.240465
19.13103463,1758.240465
19.13103463,1758.240465
19.34920564,1406.622091
19.34920564,1406.622091
19.34920564,1406.622091
19.34920564,1406.622091
19.34920564,1406.622091
19.34920564,1406.622091
18.97171418,1390.86876
18.97171418,1390.86876
18.97171418,1390.86876
18.97171418,1390.86876
18.20904904,1581.804127
18.20904904,1581.804127
18.20904904,1581.804127
18.20904904,1581.804127
18.20904904,1581.804127
18.20904904,1581.804127
18.20904904,1581.804127
18.20904904,1581.804127
18.20904904,1581.804127
18.20904904,1581.804127
18.20904904,1581.804127
18.20904904,1581.804127
18.20904904,1581.804127
18.20904904,1581.804127
18.20904904,1581.804127
18.20904904,1581.804127
18.69944268,1356.953985
18.69944268,1356.953985
