log_leafP_sitemean,Species,log_leafP
0.142174214,Malus baccata,0.278753601
0.142174214,Medicago ruthenica,0.274157849
0.142174214,Ostryopsis davidiana,0.193124598
0.142174214,Populus davidiana,0.250420002
0.142174214,Potentilla bifurca,0.445604203
0.142174214,Prunus padus,0.181843588
0.142174214,Rhamnus ussuriensis,0.181843588
0.142174214,Rosa davurica,0.06069784
0.142174214,Salsola collina,0.480006943
0.142174214,Spiraea pubescens,0.303196057
0.142174214,Stellera chamaejasme,0.303196057
0.142174214,Stipa baicalensis,-0.327902142
0.142174214,Stipa grandis,-0.229147988
0.142174214,Stipa krylovii,-0.036212173
0.142174214,Suaeda glauca,0.451786436
0.142174214,Ulmus macrocarpa,0.079181246
0.142174214,Ulmus pumila,0.136720567
0.138525745,Quercus aliena,0.139879086
0.138525745,Vitex negundo,0.195622944
0.138525745,Lindera glauca,0.109915863
0.138525745,Mallotus japonicus,0.21005085
0.138525745,Rhus chinensis,0.16879202
0.08853632,Glochidion puberum,-0.051587034
0.08853632,Vitex negundo,0.153509989
0.08853632,Rhamnus globosa,-0.021819483
0.08853632,Serissa japonica,0.039017322
0.08853632,Indigofera pseudotinctoria Matsum.,0.322839273
0.389538343,Betula platyphylla,0.401400541
0.389538343,Pinus sylvestris var. mongolica,0.130333768
0.389538343,Potentilla fruticosa,0.432969291
0.389538343,Rhamnus ussuriensis,0.28780173
0.389538343,Salix siuzevii,0.257678575
0.389538343,Serratula centauroides,0.451786436
0.165712212,Loropetalum chinense,-0.019542108
0.328535889,Betula platyphylla,0.401400541
0.328535889,Pinus sylvestris,0.130333768
0.328535889,Potentilla fruticosa,0.432969291
0.328535889,Rhamnus ussuriensis,0.28780173
0.328535889,Salix siuzevii,0.257678575
0.328535889,Spiraea salicifolia,0.155336037
-0.087184442,Caragana rosea,-0.308034897
-0.087184442,Caragana rosea,-0.28567024
-0.087184442,Caragana rosea,-0.328827157
-0.087184442,Caragana rosea,-0.145693958
-0.087184442,Caragana rosea,-0.210419288
-0.087184442,Caragana rosea,-0.189767482
-0.087184442,Caragana rosea,-0.17327748
-0.087184442,Caragana rosea,-0.13430394
-0.087184442,Caragana rosea,-0.131943638
-0.087184442,Caragana rosea,-0.283162277
-0.087184442,Caragana rosea,-0.286509457
-0.087184442,Caragana rosea,-0.179142011
-0.087184442,Caragana rosea,-0.348721986
-0.087184442,Caragana rosea,-0.122628654
-0.087184442,Caragana rosea,-0.254144805
-0.087184442,Vitex negundo var.heterophylla,0.048053173
-0.087184442,Vitex negundo var.heterophylla,0.143639235
-0.087184442,Vitex negundo var.heterophylla,0.010299957
-0.087184442,Vitex negundo var.heterophylla,0.261500773
-0.087184442,Vitex negundo var.heterophylla,0.074816441
-0.087184442,Leptopus chinensis,0.131939295
-0.087184442,Leptopus chinensis,0.050766311
-0.087184442,Leptopus chinensis,0.156549151
-0.087184442,Leptopus chinensis,0.129689892
-0.087184442,Leptopus chinensis,0.087071206
-0.087184442,Leptopus chinensis,0.08849047
-0.087184442,Leptopus chinensis,0.163459552
-0.087184442,Leptopus chinensis,0.083144143
-0.087184442,Leptopus chinensis,0.089551883
-0.087184442,Leptopus chinensis,0.074084689
-0.087184442,Leptopus chinensis,0.083860801
-0.087184442,Leptopus chinensis,0.218272854
-0.087184442,Leptopus chinensis,0.129689892
-0.087184442,Leptopus chinensis,0.115610512
-0.087184442,Leptopus chinensis,0.028571253
-0.087184442,Rubus crataegifolius,-0.321481621
-0.087184442,Rubus crataegifolius,-0.432973634
-0.087184442,Rubus crataegifolius,-0.248720896
-0.087184442,Rubus crataegifolius,-0.170053304
-0.087184442,Rubus crataegifolius,-0.351639989
-0.087184442,Rubus crataegifolius,-0.196542884
-0.087184442,Rubus crataegifolius,-0.019542108
-0.087184442,Rubus crataegifolius,-0.113509275
-0.087184442,Rubus crataegifolius,-0.090979146
-0.087184442,Rubus crataegifolius,-0.087246696
-0.087184442,Rubus crataegifolius,-0.325138859
-0.087184442,Rubus crataegifolius,-0.197910742
-0.087184442,Rubus crataegifolius,-0.160521953
-0.087184442,Rubus crataegifolius,-0.124938737
-0.087184442,Rubus crataegifolius,-0.137868621
0.140486107,Kandelia candel,0.176091259
0.151933385,Stipa grandis,0.053078443
0.151933385,Leymus chinensis,0.021189299
0.151933385,Lespedeza davurica,0.152288344
0.017279675,Castanopsis carlesii,0.04453976
0.017279675,Castanopsis carlesii,0.062957834
0.017279675,Castanopsis fargesii,0.176380692
0.017279675,Castanopsis fargesii,0.216429831
0.017279675,Castanopsis sclerophylla,0.018284308
0.017279675,Castanopsis sclerophylla,0.075181855
0.017279675,Cunninghamia lanceolata,-0.167491087
0.017279675,Cunninghamia lanceolata,-0.159266765
0.017279675,Schima superba,0.048053173
0.017279675,Schima superba,0.057666104
0.038973021,Quercus serrata,0.07773118
0.038973021,Dalbergia hupeana,0.026533265
0.038973021,Rhus chinensis,0.062205809
0.038973021,Lindera aggregata,0.059563418
0.038973021,Loropetalum chinense,-0.278189385
-0.174292409,Loropetalum chinense,-0.057000407
-0.174292409,Camellia sinensis,-0.133122186
-0.174292409,Rhaphiolepis indica,-0.204119983
-0.174292409,Ilex chinensis,-0.227678293
-0.174292409,Vaccinium bracteatum,-0.22475374
-0.174292409,Cleyera japonica,-0.13076828
-0.174292409,Rhus chinensis,-0.242603971
-0.158741452,Rhaphiolepis indica,-0.104025268
-0.158741452,Loropetalum chinense,-0.040005162
-0.158741452,Cleyera japonica,-0.106793247
-0.158741452,Vaccinium bracteatum,-0.375717904
-0.158741452,Rhododendron simsii,-0.230622674
0.262890144,Achnatherum splendens,0.029383778
0.262890144,Stipa krylovii,0.206825876
0.262890144,Caragana stenophylla,0.247973266
-0.10532802,Cleyera japonica,-0.027334408
-0.10532802,Eurya japonica,-0.097997109
-0.10532802,Camellia sinensis,-0.229884705
-0.10532802,Loropetalum chinense,-0.069050969
-0.041882742,Dimocarpus longan,-0.040958608
-0.041882742,Dimocarpus longan,0.113943352
-0.041882742,Dimocarpus longan,0
-0.006745421,Serissa japonica,-0.129011186
-0.006745421,Dalbergia hupeana,0.041787319
-0.006745421,Rhus chinensis,-0.030118356
-0.006745421,Lindera glauca,0.064083436
-0.202673992,Cleyera japonica,-0.240332155
-0.202673992,Vaccinium bracteatum,-0.294992041
-0.202673992,Loropetalum chinense,-0.13667714
-0.202673992,Rhododendron simsii,-0.187086643
-0.202673992,Camellia sinensis,-0.154281982
0.080855292,Vitex negundo,0.227115083
0.080855292,Loropetalum chinense,0.0923697
0.080855292,Camellia sinensis,0.195068996
0.080855292,Quercus fabri,0.001733713
0.080855292,Dalbergia hupeana,0.021189299
0.193275336,Aralia chinensis,0.219584526
0.193275336,Toxicodendron succedaneum,0.242044239
0.193275336,Dalbergia hupeana,0.17868924
0.193275336,Quercus aliena,0.196176185
0.193275336,Loropetalum chinense,0.160468531
0.193275336,Rhododendron simsii,0.070407322
0.049178559,Quercus fabri,0.078456818
0.049178559,Quercus serrata,0.096910013
0.049178559,Castanea sequinii,0.015359755
0.049178559,Rhododendron mariesii,-0.094743951
0.049178559,Dalbergia hupeana,0.137986733
0.209831165,Serratula centauroides,0.298853076
0.209831165,Agropyron cristatum,-0.013228266
0.285690991,Achnatherum sibiricum,0.351143123
0.285690991,Artemisia frigida,0.33833586
0.285690991,Cleistogenes squarrosa,0.195535381
0.285690991,Medicago ruthenica,0.285489669
-0.051235667,Lindera aggregata,-0.080398976
-0.051235667,Vaccinium bracteatum,-0.129011186
-0.051235667,Albizia julibrissin,-0.144480844
-0.051235667,Dalbergia hupeana,-0.010995384
-0.051235667,Quercus fabri,0.077004327
-0.051235667,Loropetalum chinense,0.098643726
0.066821546,Carpinus turczaninowii,-0.161150909
0.066821546,Carpinus turczaninowii,-0.036212173
0.066821546,Carpinus turczaninowii,-0.075720714
0.066821546,Carpinus turczaninowii,-0.080921908
0.066821546,Carpinus turczaninowii,-0.004364805
0.066821546,Celastrus orbiculatus,0.164352856
0.066821546,Celastrus orbiculatus,0.178976947
0.066821546,Celastrus orbiculatus,0.235528447
0.066821546,Celastrus orbiculatus,0.176091259
0.066821546,Celastrus orbiculatus,0.195899652
0.066821546,Deutzia grandiflora,-0.244125144
0.066821546,Deutzia grandiflora,-0.080921908
0.066821546,Deutzia grandiflora,-0.055517328
0.066821546,Euonymus alatus,0.056904851
0.066821546,Euonymus alatus,0.025305865
0.066821546,Lespedeza bicolor,-0.040958608
0.066821546,Lespedeza bicolor,0.071882007
0.066821546,Lespedeza bicolor,-0.004364805
0.066821546,Lespedeza bicolor,0.103803721
0.066821546,Lonicera maackii,0.113943352
0.066821546,Pinus tabulaeformis,-0.086186148
0.066821546,Pinus tabulaeformis,-0.15490196
0.066821546,Pinus tabulaeformis,-0.086186148
0.066821546,Pinus tabulaeformis,-0.161150909
0.066821546,Prunus padus,0.096910013
0.066821546,Rhamnus globosa,-0.070581074
0.066821546,Robinia pseudoacacia,0.11058971
0.066821546,Robinia pseudoacacia,0.178976947
0.066821546,Robinia pseudoacacia,0.136720567
0.066821546,Robinia pseudoacacia,0.181843588
0.066821546,Robinia pseudoacacia,0.190331698
0.066821546,Rubus crataegifolius,0.10720997
0.066821546,Rubus crataegifolius,0.167317335
0.066821546,Rubus crataegifolius,0.178976947
0.066821546,Rubus crataegifolius,0.209515015
0.066821546,Rubus crataegifolius,0.096910013
0.066821546,Spiraea trilobata,0.012837225
0.066821546,Spiraea trilobata,0.247973266
0.066821546,Spiraea trilobata,0.008600172
0.066821546,Spiraea trilobata,0.278753601
0.066821546,Spiraea trilobata,0.071882007
-0.036539301,Symplocos paniculata,0.035829825
-0.036539301,Quercus fabri,0.008174184
-0.036539301,Rhus chinensis,-0.036684489
-0.036539301,Dalbergia hupeana,-0.027797162
-0.036539301,Rhododendron simsii,-0.192464972
-0.036539301,Loropetalum chinense,0.003891166
0.298954218,Artemisia frigida,0.28780173
0.298954218,Serratula centauroides,0.389166084
0.298954218,Leymus chinensis,0.204119983
0.298954218,Glycyrrhiza uralensis,0.396199347
0.003618802,Rhododendron mariesii,-0.033389013
0.003618802,Quercus serrata,-0.026872146
0.003618802,Rhus chinensis,0.056142262
0.003618802,Dalbergia hupeana,0.001733713
0.003618802,Loropetalum chinense,-0.014124643
-0.421232583,Cyclobalanopsis glauca,-0.37675071
-0.421232583,Dicranopteris dichotoma,-0.37675071
-0.421232583,Dicranopteris dichotoma,-0.431798276
-0.421232583,Schima superba,-0.795880017
0.030638722,Glochidion puberum,-0.028724151
0.030638722,Loropetalum chinense,0.01745073
0.030638722,Quercus fabri,0.087426457
0.030638722,Dalbergia hupeana,0.136403448
0.030638722,Rhaphiolepis indica,0.051152522
0.030638722,Rhododendron simsii,-0.079876674
0.076139173,Malus pumila,0.214843848
0.076139173,Albizia julibrissin,-0.075720714
0.076139173,Lespedeza bicolor,0.1430148
0.076139173,Limonium bicolor,0.423245874
0.076139173,Limonium bicolor,0.491361694
0.076139173,Phragmites communis,0.045322979
0.076139173,Pinus tabulaeformis,-0.161150909
0.076139173,Polygonum sibiricum,0.434568904
0.076139173,Quercus acutissima,-0.366531544
0.076139173,Rhododendron micranthum,-0.119186408
0.076139173,Rhododendron micranthum,-0.096910013
0.076139173,Ziziphus jujuba var. spinosa,0.238046103
0.110527822,Quercus serrata,-0.013676223
0.110527822,Mallotus japonicus,0.086003706
0.110527822,Quercus fabri,0.09725731
0.110527822,Glochidion puberum,0.019531685
0.110527822,Lindera glauca,-0.019542108
0.110527822,Loropetalum chinense,0.603252662
-0.09117238,Maackia amurensis,0.009450896
-0.09117238,Quercus serrata,-0.09420412
-0.09117238,Glochidion puberum,-0.153044675
-0.09117238,Clerodendrum cyrtophyllum,-0.047207557
-0.09117238,Quercus aliena,-0.210419288
-0.09117238,Castanea sequinii,-0.2069084
-0.09117238,Dalbergia hupeana,0.070407322
-0.09117238,Loropetalum chinense,-0.097453221
0.120809102,Artemisia scoparia,0.506505032
0.120809102,Lespedeza bicolor,-0.167491087
0.120809102,Lespedeza bicolor,0.260071388
0.055534764,Leymus chinensis,-0.05488264
0.055534764,Stellera chamaejasme,0.299229376
0.055534764,Stipa baicalensis,-0.144898677
0.313920561,Limonium bicolor,0.146128036
0.313920561,Scorzonera mongolica var. putjatae,0.743509765
0.313920561,Suaeda salsa,0.212187604
0.313920561,Suaeda salsa,0.501059262
0.313920561,Suaeda salsa,0.146128036
0.117384638,Ulmus pumila,0.083860801
0.117384638,Lespedeza bicolor,0.01494035
0.117384638,Vitex negundo,0.170261715
0.117384638,Vitis amurensis,0.297322714
0.117384638,Ziziphus jujuba var. spinosa,0.090258053
-0.04151005,Quercus serrata,-0.080921908
-0.04151005,Clerodendrum cyrtophyllum,0.024074987
-0.04151005,Mallotus japonicus,-0.105683937
-0.04151005,Loropetalum chinense,-0.083546051
-0.04151005,Litsea cubeba,0.0523091
-0.04151005,Rhus chinensis,-0.068542129
0.059104144,Serissa japonica,0.042181595
0.059104144,Indigofera pseudotinctoria Matsum.,0.240549248
0.059104144,Quercus serrata,0.036628895
0.059104144,Vitex negundo,0.198657087
0.059104144,Quercus aliena,-0.008773924
0.059104144,Quercus fabri,-0.025028006
0.059104144,Loropetalum chinense,-0.003050752
0.251515706,Artemisia scoparia,0.389166084
0.251515706,Limonium bicolor,0.378397901
0.251515706,Phragmites communis,0.217483944
0.251515706,Pinus tabulaeformis,-0.013228266
0.251515706,Polygonum sibiricum,0.281033367
0.251515706,Quercus acutissima,-0.091514981
0.251515706,Scorzonera mongolica var. putjatae,0.328379603
0.251515706,Suaeda salsa,0.305351369
0.251515706,Ulmus pumila,0.190331698
0.251515706,Vitex negundo,0.305351369
0.251515706,Vitex negundo var.heterophylla,0.305351369
-0.13989386,Ilex chinensis,-0.173925197
-0.13989386,Lindera aggregata,-0.318758763
-0.13989386,Lithocarpus glaber,-0.096910013
-0.13989386,Loropetalum chinense,-0.065501549
-0.13989386,Rhododendron simsii,-0.070581074
-0.13989386,Ternstroemia gymnanthera,-0.214670165
-0.13989386,Woodwardia japonica,-0.22184875
0.053579164,Gardenia jasminoides,0.179264464
0.053579164,Rhododendron simsii,-0.11577123
0.053579164,Dalbergia hupeana,0.149527014
0.053579164,Vaccinium bracteatum,0.071513805
0.053579164,Loropetalum chinense,0.014100322
0.053579164,Quercus serrata,0.022840611
0.032479569,Bennettiodendron leprosipes,-0.178486472
0.032479569,Clerodendrum cyrtophyllum,0.155639634
0.032479569,Rhaphiolepis indica,-0.19314197
0.032479569,Symplocos paniculata,0.165244326
0.032479569,Litsea pungens,0.179838928
0.032479569,Mallotus japonicus,0.08278537
0.312397457,Leymus chinensis,0.238046103
-0.260849756,Rhaphiolepis indica,-0.213248578
-0.260849756,Quercus serrata,-0.197910742
-0.260849756,Albizia julibrissin,-0.316952962
-0.260849756,Cleyera japonica,-0.317854924
-0.260849756,Cleyera japonica,-0.346787486
-0.260849756,Bennettiodendron leprosipes,-0.302770657
-0.260849756,Eurya japonica,-0.211831629
-0.260849756,Syzygium buxifolium,-0.305394801
0.005879933,Mallotus japonicus,0.133538908
0.005879933,Aralia chinensis,-0.075720714
0.005879933,Clerodendrum cyrtophyllum,-0.001304842
0.005879933,Litsea pungens,-0.045757491
-0.111775692,Loropetalum chinense,-0.059483515
-0.111775692,Vaccinium bracteatum,-0.11407366
-0.111775692,Litsea cubeba,-0.009661145
-0.111775692,Rhododendron simsii,-0.136082623
-0.142303616,Loropetalum chinense,-0.142667504
-0.142303616,Quercus serrata,-0.074687909
-0.142303616,Lyonia ovalifolia,-0.100179498
-0.142303616,Rhododendron simsii,-0.179142011
-0.142303616,Vaccinium bracteatum,-0.145086978
-0.142303616,Rhaphiolepis indica,-0.123205024
-0.142303616,Gardenia jasminoides,-0.038578906
-0.142303616,Rhododendron mariesii,-0.274088368
-0.142303616,Ilex chinensis,-0.119186408
-0.087731003,Rhododendron mariesii,-0.15739076
-0.087731003,Vaccinium bracteatum,-0.026410377
-0.087731003,Eurya japonica,-0.174573882
-0.087731003,Lespedeza bicolor,-0.197910742
-0.087731003,Quercus fabri,0.045322979
-0.087731003,Loropetalum chinense,0.004751156
-0.087731003,Rhododendron simsii,-0.107905397
-0.158682772,Achillea millefolium,0.40654018
-0.158682772,Achillea millefolium,0.338456494
-0.158682772,Achillea millefolium,0.459392488
-0.158682772,Agrostis capillaris,0.301029996
-0.158682772,Agrostis capillaris,0.334453751
-0.158682772,Agrostis capillaris,0.274157849
-0.158682772,Agrostis capillaris,0.301029996
-0.158682772,Anthoxanthum odoratum,-0.337242168
-0.158682772,Carex hirta,-0.37675071
-0.158682772,Festuca ovina,-0.420216403
-0.158682772,Festuca ovina,-0.080921908
-0.158682772,Festuca ovina,-0.443697499
-0.158682772,Holcus lanatus,-0.568636236
-0.158682772,Holcus lanatus,-0.283996656
-0.158682772,Holcus lanatus,-0.468521083
-0.158682772,Holcus lanatus,-0.420216403
-0.158682772,Hydrocotyle vulgaris,-0.397940009
-0.158682772,Lolium perenne,-0.387216143
-0.158682772,Rumex acetosella,0.089905111
-0.158682772,Rumex acetosella,-0.22184875
-0.158682772,Rumex acetosella,0.686636269
-0.158682772,Rumex acetosella,0.127104798
-0.158682772,Trifolium pratense,-0.251811973
-0.158682772,Trifolium pratense,-0.346787486
-0.158682772,Trifolium pratense,-0.346787486
-0.129300708,Eurya japonica,-0.158015195
-0.129300708,Gardenia jasminoides,-0.062983893
-0.129300708,Glochidion puberum,-0.167491087
-0.129300708,Vaccinium bracteatum,-0.242603971
-0.129300708,Serissa japonica,-0.039053804
-0.129300708,Lyonia ovalifolia,-0.195179321
-0.129300708,Quercus serrata,-0.172630727
-0.129300708,Litsea cubeba,-0.024568191
-0.119824342,Loropetalum chinense,-0.152427341
-0.119824342,Bennettiodendron leprosipes,-0.15864053
-0.119824342,Lindera aggregata,-0.116906641
-0.119824342,Quercus fabri,-0.063486258
-0.119824342,Schima superba,-0.128427064
-0.119824342,Eurya japonica,-0.218963061
-0.119824342,Ilex chinensis,-0.148130399
-0.129337463,Vaccinium bracteatum,-0.246416941
-0.129337463,Ilex chinensis,-0.179142011
-0.129337463,Loropetalum chinense,-0.065501549
-0.129337463,Bennettiodendron leprosipes,-0.187086643
-0.129337463,Platycarya strobilacea,-0.128427064
-0.129337463,Quercus fabri,-0.063486258
-0.129337463,Castanopsis sclerophylla,-0.161150909
-0.129337463,Dalbergia hupeana,-0.003488328
-0.032887101,Vitex negundo,0.009025742
-0.032887101,Lespedeza bicolor,0.053462605
-0.032887101,Myripnois dioica,-0.081445469
-0.032887101,Spiraea blumei,-0.062983893
-0.07902368,Rhododendron simsii,-0.254925208
-0.07902368,Ilex chinensis,-0.199970641
-0.07902368,Quercus serrata,-0.085656843
-0.07902368,Castanea sequinii,-0.236572006
-0.07902368,Vaccinium bracteatum,-0.068542129
-0.07902368,Rhus chinensis,0.046495164
-0.07902368,Loropetalum chinense,0.246005904
0.003336723,Deutzia grandiflora,-0.159266765
0.003336723,Deutzia grandiflora,-0.102922997
0.003336723,Deutzia grandiflora,-0.2069084
0.003336723,Deutzia grandiflora,-0.076238039
0.003336723,Deutzia grandiflora,-0.092051478
0.003336723,Lespedeza bicolor,-0.161150909
0.003336723,Lespedeza bicolor,-0.084072788
0.003336723,Lespedeza bicolor,0.041392685
0.003336723,Lespedeza bicolor,0.095866453
0.003336723,Lespedeza bicolor,-0.066512712
0.003336723,Lespedeza bicolor,-0.081445469
0.003336723,Lespedeza bicolor,0.03702788
0.003336723,Lespedeza bicolor,-0.183096161
0.003336723,Lespedeza bicolor,-0.033858267
0.003336723,Lespedeza bicolor,-0.066512712
0.003336723,Lespedeza bicolor,-0.087246696
0.003336723,Lespedeza bicolor,-0.072629637
0.003336723,Lespedeza bicolor,0.105169428
0.003336723,Lespedeza bicolor,-0.109020403
0.003336723,Lespedeza bicolor,0.15136985
0.003336723,Rubus crataegifolius,0.094471129
0.003336723,Rubus crataegifolius,0.240299582
0.003336723,Rubus crataegifolius,0.222716471
0.003336723,Rubus crataegifolius,-0.020451625
0.003336723,Rubus crataegifolius,0.089905111
0.003336723,Amorpha fruticosa,0.127752516
0.003336723,Amorpha fruticosa,0.089551883
0.003336723,Amorpha fruticosa,0.103119254
0.003336723,Amorpha fruticosa,0.126456113
0.003336723,Amorpha fruticosa,0.046104787
0.003336723,Amorpha fruticosa,0.068556895
0.003336723,Amorpha fruticosa,0.001733713
0.003336723,Amorpha fruticosa,0.087781418
0.003336723,Amorpha fruticosa,0.079543007
0.003336723,Amorpha fruticosa,0.123198075
0.003336723,Amorpha fruticosa,0.012415375
0.003336723,Amorpha fruticosa,0.059941888
0.003336723,Amorpha fruticosa,0.128399269
0.003336723,Amorpha fruticosa,0.162564407
0.003336723,Amorpha fruticosa,0.065579715
-0.074478554,Rhus chinensis,-0.04431225
-0.074478554,Lespedeza bicolor,-0.151810883
-0.074478554,Syzygium buxifolium,-0.140861703
-0.074478554,Loropetalum chinense,0.035029282
-0.074478554,Liquidambar formosana,-0.085656843
-0.074478554,Symplocos paniculata,-0.03574037
0.068353012,Albizia julibrissin,0.214843848
0.068353012,Albizia julibrissin,0.086359831
0.068353012,Albizia julibrissin,0.127104798
0.068353012,Albizia julibrissin,0.204119983
0.068353012,Euonymus alatus,0.123851641
0.068353012,Euonymus alatus,0.025305865
0.068353012,Euonymus alatus,0.071882007
0.068353012,Grewia biloba,0.243038049
0.068353012,Grewia biloba,0.278753601
0.068353012,Grewia biloba,0.075546961
0.068353012,Quercus acutissima,0.053078443
0.068353012,Quercus acutissima,0.075546961
0.068353012,Quercus acutissima,0.1430148
0.068353012,Quercus acutissima,0.103803721
0.068353012,Quercus acutissima,0.152288344
0.068353012,Quercus wutaishanica,-0.026872146
0.068353012,Quercus wutaishanica,0.053078443
0.068353012,Quercus wutaishanica,0.079181246
0.068353012,Quercus wutaishanica,0.133538908
0.068353012,Rhus chinensis,0.238046103
0.068353012,Rhus chinensis,0.100370545
0.068353012,Rhus chinensis,0.161368002
0.068353012,Rhus chinensis,0.152288344
0.068353012,Rhus chinensis,0.198657087
0.068353012,Robinia pseudoacacia,0.161368002
0.068353012,Robinia pseudoacacia,0.243038049
0.068353012,Robinia pseudoacacia,0.23299611
0.068353012,Robinia pseudoacacia,0.220108088
0.068353012,Robinia pseudoacacia,0.127104798
0.068353012,Rubus crataegifolius,0.08278537
0.068353012,Rubus crataegifolius,0.161368002
0.068353012,Rubus crataegifolius,0.252853031
0.068353012,Rubus crataegifolius,0.071882007
0.068353012,Rubus crataegifolius,0.178976947
0.068353012,Rubus crataegifolius,0.08278537
0.068353012,Spiraea trilobata,-0.075720714
0.068353012,Spiraea trilobata,-0.013228266
0.068353012,Spiraea trilobata,0.056904851
0.068353012,Ulmus macrocarpa,0
0.068353012,Ulmus macrocarpa,-0.036212173
0.068353012,Ulmus macrocarpa,0.103803721
0.068353012,Ulmus macrocarpa,-0.075720714
0.068353012,Ulmus macrocarpa,0.113943352
0.068353012,Ulmus macrocarpa,0.093421685
0.068353012,Vitis amurensis,0.045322979
0.068353012,Vitis amurensis,0.056904851
0.068353012,Vitis amurensis,0.113943352
0.068353012,Vitis amurensis,0.056904851
0.024642749,Rhus chinensis,-0.029653124
0.024642749,Vitex negundo,0.161368002
0.024642749,Loropetalum chinense,0.01745073
0.024642749,Dalbergia hupeana,0.026124517
0.069530551,Stellera chamaejasme,0.123851641
0.111144627,Glochidion puberum,0.013679697
0.111144627,Dalbergia hupeana,0.194236749
0.111144627,Lespedeza bicolor,0.02201574
0.111144627,Vitex negundo,0.172894698
0.111144627,Rhus chinensis,0.148910993
0.111144627,Serissa japonica,0.174350597
0.111144627,Quercus fabri,0.051923916
-0.059707721,Quercus fabri,0.011147361
-0.059707721,Eurya japonica,-0.214670165
-0.059707721,Loropetalum chinense,-0.01278077
-0.059707721,Symplocos paniculata,-0.033389013
-0.059707721,Rhododendron simsii,-0.099632871
-0.059707721,Vaccinium bracteatum,-0.048176965
0.492673224,Betula fruticosa,0.625312451
0.492673224,Betula fruticosa,0.613841822
0.492673224,Betula fruticosa,0.630427875
0.492673224,Betula fruticosa,0.613841822
0.492673224,Betula fruticosa,0.622214023
0.492673224,Betula platyphylla,0.328379603
0.492673224,Betula platyphylla,0.397940009
0.492673224,Betula platyphylla,0.421603927
0.492673224,Betula platyphylla,0.580924976
0.492673224,Betula platyphylla,0.56937391
0.492673224,Larix gmelini,0.235528447
0.492673224,Larix gmelini,0.413299764
0.492673224,Larix gmelini,0.558708571
0.492673224,Larix gmelini,0.562292864
0.492673224,Larix gmelini,0.350248018
0.492673224,Larix gmelini,0.517195898
0.492673224,Lonicera maackii,0.558708571
0.492673224,Lonicera maackii,0.527629901
0.492673224,Lonicera maackii,0.557507202
0.492673224,Lonicera maackii,0.526339277
0.492673224,Potentilla fruticosa,0.575187845
0.492673224,Potentilla fruticosa,0.669316881
0.492673224,Potentilla fruticosa,0.785329835
0.492673224,Potentilla fruticosa,0.645422269
0.492673224,Potentilla fruticosa,0.667452953
0.492673224,Rosa davurica,0.715167358
0.492673224,Rosa davurica,0.626340367
0.492673224,Rosa davurica,0.799340549
0.492673224,Rosa davurica,0.739572344
0.492673224,Rosa davurica,0.285557309
0.492673224,Salix siuzevii,0.705007959
0.492673224,Salix siuzevii,0.795880017
0.492673224,Salix siuzevii,0.764176132
0.492673224,Salix siuzevii,0.716837723
0.492673224,Sorbaria sorbifolia,0.445604203
0.492673224,Sorbaria sorbifolia,0.545307116
0.492673224,Sorbaria sorbifolia,0.588831726
0.492673224,Sorbaria sorbifolia,0.421603927
0.492673224,Sorbaria sorbifolia,0.447158031
0.492673224,Spiraea salicifolia,0.607455023
0.492673224,Spiraea salicifolia,0.719331287
0.492673224,Spiraea salicifolia,0.814247596
0.492673224,Spiraea salicifolia,0.748188027
0.492673224,Spiraea salicifolia,0.679427897
0.492673224,Vaccinium vitis-idaea,0.120573931
0.492673224,Vaccinium vitis-idaea,0.173186268
0.492673224,Vaccinium vitis-idaea,0.06069784
0.492673224,Vaccinium vitis-idaea,0.08278537
0.492673224,Vaccinium vitis-idaea,0.096910013
-0.085719463,Castanopsis carlesii,0.053078443
-0.085719463,Castanopsis carlesii,-0.13667714
-0.085719463,Castanopsis carlesii,-0.086186148
-0.085719463,Castanopsis fargesii,-0.161150909
-0.085719463,Castanopsis fargesii,-0.148741651
-0.085719463,Castanopsis fargesii,-0.15490196
-0.085719463,Castanopsis sclerophylla,-0.017728767
-0.085719463,Eurya japonica,-0.055517328
-0.085719463,Lithocarpus glaber,-0.13667714
-0.085719463,Loropetalum chinense,0.017033339
-0.085719463,Schima superba,-0.173925197
-0.085719463,Schima superba,-0.161150909
-0.085719463,Schima superba,-0.180456064
-0.085719463,Schima superba,-0.119186408
-0.085719463,Schima superba,-0.259637311
-0.198331556,Castanopsis carlesii,-0.113509275
-0.198331556,Castanopsis carlesii,-0.13076828
-0.198331556,Castanopsis carlesii,-0.113509275
-0.198331556,Castanopsis carlesii,-0.070581074
-0.198331556,Castanopsis fargesii,0.133538908
-0.198331556,Castanopsis fargesii,-0.259637311
-0.198331556,Castanopsis fargesii,-0.124938737
-0.198331556,Castanopsis fargesii,-0.200659451
-0.198331556,Castanopsis fargesii,-0.161150909
-0.198331556,Castanopsis fargesii,-0.236572006
-0.198331556,Castanopsis fargesii,-0.026872146
-0.198331556,Castanopsis fargesii,-0.200659451
-0.198331556,Castanopsis fargesii,-0.013228266
-0.198331556,Castanopsis fargesii,-0.13076828
-0.198331556,Castanopsis sclerophylla,-0.187086643
-0.198331556,Castanopsis sclerophylla,-0.148741651
-0.198331556,Castanopsis sclerophylla,-0.236572006
-0.198331556,Castanopsis sclerophylla,-0.13076828
-0.198331556,Castanopsis sclerophylla,-0.292429824
