log_leafP_sitemean,Species,log_leafP
-0.240739264,Eucalyptus socialis,-0.214670165
-0.097120563,Eucalyptus socialis,-0.148741651
0.00300725,Dodonaea viscosa,0.021189299
0.00300725,Dodonaea viscosa,0.06069784
0.00300725,Dodonaea viscosa,0.10720997
0.313638606,Abies alba,0.152288344
0.313638606,Acer platanoides,0.309630167
0.313638606,Acer pseudoplatanus,0.447158031
0.313638606,Betula pendula,0.396199347
0.313638606,Carpinus betulus,0.42975228
0.313638606,Fagus sylvatica,0.290034611
0.313638606,Larix decidua,0.481442629
0.313638606,Picea abies,0.238046103
0.313638606,Pinus nigra,0.089905111
0.313638606,Pinus sylvestris,0.127104798
0.313638606,Pseudotsuga menziesii,0.217483944
0.313638606,Quercus robur,0.437750563
0.313638606,Quercus robur,0.344392274
0.313638606,Tilia cordata,0.42975228
0.130945054,Festuca ovina,0.155336037
0.130945054,Festuca ovina,-0.13076828
0.130945054,Festuca ovina,-0.173925197
0.130945054,Festuca ovina,-0.050609993
0.130945054,Festuca ovina,0.198657087
0.130945054,Festuca ovina,0.08278537
0.130945054,Festuca ovina,0.012837225
0.130945054,Polygonum viviparum,0.521138084
0.130945054,Polygonum viviparum,0.338456494
0.130945054,Polygonum viviparum,0.487138375
0.130945054,Polygonum viviparum,0.432969291
0.130945054,Polygonum viviparum,0.418301291
0.130945054,Polygonum viviparum,0.372912003
-0.489220071,Leucadendron salignum,-0.657577319
-0.462630131,Protea laurifolia,-0.602059991
-0.655028218,Leucadendron salignum,-0.585026652
-0.655028218,Protea repens,-0.619788758
-0.557621818,Leucadendron salignum,-0.508638306
-0.43179805,Leucadendron salignum,-0.318758763
-0.551247977,Leucadendron salignum,-0.522878745
-0.551247977,Protea laurifolia,-0.795880017
-0.551247977,Protea repens,-0.431798276
0.490827973,Agrostis stolonifera,0.492760389
0.490827973,Potentilla anserina,0.620136055
0.438427539,Carex hirta,0.303196057
0.364195417,Galium verum,0.416640507
0.364195417,Populus tremula,0.328379603
0.364195417,Quercus robur,0.361727836
0.2652724,Quercus robur,0.120573931
0.2652724,Rubus caesius,0.376576957
0.2652724,Swida sanguinea,0.401400541
0.399718304,Alnus glutinosa,0.274157849
0.399718304,Sorbus aucuparia,0.227886705
0.399718304,Urtica dioica,0.754348336
0.447336353,Carex hirta,0.167317335
0.447336353,Fraxinus angustifolia Vahl,0.521138084
0.447336353,Galium verum,0.409933123
0.447336353,Prunus spinosa,0.555094449
0.31369843,Fraxinus angustifolia Vahl,0.173186268
0.31369843,Phalaris arundinacea,0.394451681
0.31369843,Urtica dioica,0.424881637
0.389578761,Alnus glutinosa,0.184691431
0.389578761,Crataegus monogyna,0.240549248
0.389578761,Rubus caesius,0.424881637
0.186264863,Anthoxanthum odoratum,0.227886705
0.186264863,Dactylis glomerata,0.139879086
0.186264863,Dactylis glomerata,0.411619706
0.186264863,Dactylis glomerata,0.146128036
0.186264863,Plantago lanceolata,0.10720997
0.186264863,Plantago lanceolata,0.399673721
0.186264863,Rumex acetosella,0.195899652
0.304579282,Agrostis stolonifera,0.340444115
0.304579282,Phalaris arundinacea,0.193124598
0.518217009,Rubus caesius,0.418301291
0.518217009,Sambucus nigra,0.744292983
0.518217009,Swida sanguinea,0.487138375
0.38431821,Phalaris arundinacea,0.127104798
0.38431821,Rubus caesius,0.416640507
0.200845731,Quercus robur,0.233757363
0.200845731,Salix caprea,0.092018471
0.200845731,Tilia cordata,0.264817823
0.143650772,Corylus avellana,0.238882088
0.143650772,Crataegus monogyna,0.029383778
-0.070248008,Alnus glutinosa,-0.096910013
-0.070248008,Betula pendula,-0.318758763
-0.070248008,Betula pendula,-0.107905397
-0.070248008,Corylus avellana,-0.119186408
-0.070248008,Fraxinus excelsior,0.255272505
-0.070248008,Fraxinus excelsior,0.008600172
-0.070248008,Populus tremula,-0.096910013
-0.070248008,Populus tremula,-0.086186148
0.379630033,Dactylis glomerata,0.523746467
0.379630033,Prunus spinosa,0.403120521
-0.075758303,Agrostis stolonifera,0.089905111
-0.075758303,Calamagrostis epigejos,-0.13076828
-0.075758303,Calamagrostis epigejos,-0.148741651
-0.075758303,Carex arenaria,-0.346787486
-0.075758303,Eleocharis palustris,0.494154594
-0.075758303,hippophae rhamnoides,-0.431798276
-0.075758303,hippophae rhamnoides,-0.124938737
-0.075758303,Hydrocotyle vulgaris,0.130333768
-0.075758303,Mentha aquatica,0.120573931
-0.075758303,Rubus caesius,-0.292429824
-0.075758303,Rubus caesius,-0.200659451
-0.080200502,Calamagrostis epigejos,-0.27572413
-0.080200502,Carex arenaria,-0.229147988
-0.080200502,Carex arenaria,-0.193820026
-0.080200502,Carex arenaria,-0.200659451
-0.080200502,Carex flacca,-0.180456064
-0.080200502,Carex flacca,-0.193820026
-0.080200502,Eleocharis palustris,0.029383778
-0.080200502,Festuca rubra,-0.200659451
-0.080200502,Festuca rubra,-0.075720714
-0.080200502,hippophae rhamnoides,-0.207608311
-0.080200502,hippophae rhamnoides,-0.148741651
-0.080200502,Holcus lanatus,-0.070581074
-0.080200502,Holcus lanatus,-0.13667714
-0.080200502,Holcus lanatus,-0.187086643
-0.080200502,Hydrocotyle vulgaris,-0.124938737
-0.080200502,Hydrocotyle vulgaris,0.103803721
-0.080200502,Lotus corniculatus,0.004321374
-0.080200502,Lotus corniculatus,0.133538908
-0.080200502,Mentha aquatica,-0.086186148
-0.080200502,Mentha aquatica,0.017033339
-0.080200502,Mentha aquatica,0.064457989
-0.080200502,Rubus caesius,-0.15490196
-0.060081541,Agrostis stolonifera,-0.48148606
-0.060081541,Calamagrostis epigejos,-0.004364805
-0.060081541,Carex arenaria,-0.013228266
-0.060081541,Carex flacca,-0.008773924
-0.060081541,Eleocharis palustris,-0.180456064
-0.060081541,Holcus lanatus,-0.244125144
-0.060081541,Holcus lanatus,-0.080921908
-0.060081541,Hydrocotyle vulgaris,-0.065501549
-0.060081541,Hydrocotyle vulgaris,0.176091259
-0.060081541,Lotus corniculatus,-0.070581074
-0.060081541,Lotus corniculatus,-0.065501549
-0.060081541,Mentha aquatica,-0.207608311
-0.060081541,Mentha aquatica,-0.229147988
-0.060081541,Mentha aquatica,0.23299611
-0.060081541,Salix repens,-0.259637311
-0.060081541,Salix repens,-0.187086643
-0.060081541,Salix repens,-0.193820026
-0.060081541,Salix repens,0.049218023
-0.029649748,Calamagrostis epigejos,-0.031517051
-0.029649748,Carex flacca,0.33243846
-0.029649748,Eleocharis palustris,-0.096910013
-0.029649748,Holcus lanatus,-0.102372909
-0.029649748,Hydrocotyle vulgaris,-0.200659451
-0.029649748,Lotus corniculatus,-0.022276395
-0.029649748,Salix repens,-0.420216403
-0.143213234,Calamagrostis epigejos,0.004321374
-0.143213234,Festuca rubra,-0.086186148
-0.143213234,Galium verum,0.06069784
-0.143213234,hippophae rhamnoides,-0.30980392
-0.143213234,hippophae rhamnoides,-0.207608311
-0.143213234,Salix repens,-0.337242168
-0.143213234,Salix repens,-0.22184875
-0.182569148,Carex arenaria,-0.124938737
-0.182569148,Carex arenaria,-0.124938737
-0.182569148,hippophae rhamnoides,-0.397940009
-0.182569148,Rubus caesius,-0.366531544
-0.182569148,Rubus caesius,-0.214670165
-0.182569148,Salix repens,-0.013228266
-0.060368345,Agrostis stolonifera,0.021189299
-0.060368345,Agrostis stolonifera,0.120573931
-0.060368345,Holcus lanatus,-0.119186408
-0.060368345,Holcus lanatus,0.029383778
-0.060368345,Lotus corniculatus,0.008600172
-0.060368345,Mentha aquatica,-0.142667504
-0.060368345,Salix repens,-0.259637311
0.038917403,Calamagrostis epigejos,0.117271296
0.038917403,Carex arenaria,-0.004364805
0.038917403,Crataegus monogyna,-0.187086643
0.038917403,Crataegus monogyna,-0.036212173
0.038917403,Quercus robur,-0.148741651
0.038917403,Rubus caesius,0.071882007
0.038917403,Sambucus nigra,0.10720997
0.038917403,Urtica dioica,0.459392488
0.100834734,Abies alba,0.176091259
0.100834734,Acer pseudoplatanus,0.178976947
0.100834734,Calluna vulgaris,-0.30980392
0.100834734,Carex hirta,-0.508638306
0.100834734,Deschampsia flexuosa,0.376576957
0.100834734,Fraxinus excelsior,-0.050609993
0.100834734,Mentha aquatica,0.575187845
0.100834734,Molinia caerulea,-0.161150909
0.100834734,Pinus sylvestris,-0.113509275
0.100834734,Plantago lanceolata,0.307496038
0.100834734,Potentilla anserina,0.572871602
0.100834734,Quercus robur,-0.045757491
0.100834734,Quercus robur,0.309630167
0.100834734,Rubus caesius,-0.180456064
0.100834734,Rubus caesius,0.045322979
0.100834734,Rubus caesius,0.155336037
0.100834734,Urtica dioica,0.100370545
0.100834734,Urtica dioica,0.477121255
0.100834734,Urtica dioica,0.591064607
0.449228489,Agrostis capillaris,0.326335861
0.449228489,Anthoxanthum odoratum,0.264817823
0.449228489,Festuca ovina,0.424881637
0.449228489,Rumex acetosella,0.844477176
0.110296103,Deschampsia flexuosa,0.225309282
0.110296103,Ilex aquifolium,-0.075720714
0.110296103,Quercus robur,0.089905111
0.110296103,Vaccinium myrtillus,0.11058971
0.317270834,Achillea millefolium,0.238046103
0.317270834,Dactylis glomerata,-0.091514981
0.317270834,Holcus lanatus,0.484299839
0.317270834,Lotus corniculatus,0.252853031
0.317270834,Plantago lanceolata,0.315970345
0.317270834,Trifolium pratense,0.320146286
-0.085539263,Betula pendula,-0.346787486
-0.085539263,Fagus sylvatica,-0.301029996
-0.085539263,Pinus sylvestris,0.63748973
-0.085539263,Quercus robur,-0.346787486
-0.085539263,Vaccinium myrtillus,-0.070581074
-0.211932625,Anthoxanthum odoratum,0.012837225
-0.211932625,Festuca ovina,-0.167491087
-0.211932625,Molinia caerulea,-0.327902142
0.218831213,Agrostis capillaris,0.462397998
0.218831213,Calluna vulgaris,0.056904851
0.218831213,Deschampsia flexuosa,0.348304863
0.218831213,Pinus sylvestris,-0.107905397
0.635552582,Agrostis stolonifera,0.607455023
0.635552582,Eleocharis palustris,0.475671188
0.635552582,Phalaris arundinacea,0.599883072
0.635552582,Poa annua,0.867467488
0.497059409,Agrostis stolonifera,0.5289167
0.497059409,Eleocharis palustris,0.50242712
0.497059409,Mentha aquatica,0.736396502
0.497059409,Phalaris arundinacea,0.627365857
0.604103446,Dactylis glomerata,0.439332694
0.604103446,Festuca rubra,0.635483747
0.604103446,Lolium perenne,0.752048448
0.604103446,Plantago lanceolata,0.59439255
0.604103446,Trifolium pratense,0.378397901
0.24772205,Phalaris arundinacea,0.064457989
0.423958988,Agrostis capillaris,0.469822016
0.423958988,Holcus lanatus,0.008600172
0.423958988,Rumex acetosa,0.716837723
0.214474981,Calluna vulgaris,-0.050609993
0.214474981,Carex arenaria,0.139879086
0.214474981,Deschampsia flexuosa,0.155336037
0.214474981,Festuca ovina,0.227886705
0.214474981,Rumex acetosella,0.599883072
-0.185226171,Deschampsia flexuosa,-0.142667504
-0.185226171,Fagus sylvatica,-0.27572413
-0.185226171,Pinus sylvestris,-0.229147988
-0.185226171,Quercus robur,-0.148741651
-0.185226171,Rubus fruticosus,-0.244125144
-0.185226171,Vaccinium myrtillus,-0.004364805
-0.157995573,Calluna vulgaris,-0.346787486
-0.157995573,Deschampsia flexuosa,0.045322979
-0.157995573,Pinus sylvestris,-0.107905397
-0.157995573,Vaccinium myrtillus,-0.026872146
-0.157995573,Vaccinium vitis-idaea,-0.244125144
0.131212955,Achillea millefolium,0.161368002
0.131212955,Dactylis glomerata,-0.055517328
0.131212955,Dactylis glomerata,-0.013228266
0.131212955,Dactylis glomerata,0.33243846
0.131212955,Trifolium pratense,-0.060480747
0.131212955,Trifolium pratense,0.326335861
0.03955963,Picea abies,-0.080921908
0.03955963,Picea abies,0.004321374
0.03955963,Picea abies,0.049218023
0.03955963,Picea abies,-0.026872146
0.03955963,Picea abies,0.093421685
0.03955963,Picea sitchensis,-0.086186148
0.03955963,Picea sitchensis,-0.075720714
0.03955963,Picea sitchensis,0.053078443
0.03955963,Picea sitchensis,0.008600172
0.03955963,Picea sitchensis,0.017033339
0.03955963,Pseudotsuga menziesii,-0.15490196
0.03955963,Pseudotsuga menziesii,-0.055517328
0.03955963,Pseudotsuga menziesii,-0.040958608
0.03955963,Pseudotsuga menziesii,0.021189299
0.03955963,Quercus robur,0.10720997
0.03955963,Quercus robur,0.260071388
0.03955963,Quercus robur,0.255272505
0.03955963,Quercus robur,0.217483944
0.03955963,Fagus sylvatica,0.096910013
0.03955963,Fagus sylvatica,0.079181246
0.03955963,Fagus sylvatica,0.049218023
0.03955963,Fagus sylvatica,0.079181246
0.390733083,Potentilla bifurca,0.167947421
0.390733083,Stipa glareosa,0.494672611
0.473828092,Stipa glareosa,0.339762684
0.301874732,Gardenia jasminoides,0.230448921
0.301874732,Mangifera indica,0.176091259
0.301874732,Psidium guajava,0.322219295
0.301874732,Ziziphus jujuba,0.278753601
0.43218002,Orinus thoroldii,0.400880395
0.43218002,Stipa gobica,0.252975365
0.102454484,Kobresia macrantha,-0.097404692
0.102454484,Orinus thoroldii,0.153854033
0.102454484,Potentilla bifurca,0.093124618
0.102454484,Stipa gobica,-0.118919834
0.071112066,Ceratoides latens,-0.148741651
0.071112066,Ceratoides latens,0.089905111
0.071112066,Chloris virgata,0.136720567
0.071112066,Nitraria sibirica,0.318063335
0.071112066,Nitraria sibirica,0.318063335
0.071112066,Reaumuria songarica,-0.148741651
0.071112066,Reaumuria songarica,-0.193820026
0.370180698,Kobresia capillifolia,0.068185862
0.122135508,Halostachys caspica,0.056904851
0.122135508,Kalidium foliatum,0.068185862
0.049935946,Festuca ovina,-0.031517051
0.049935946,Kobresia robusta,-0.113509275
0.046912586,Leymus secalinus,0.198657087
0.046912586,Leymus secalinus,-0.080921908
0.046912586,Phragmites communis,0.170261715
0.046912586,Phragmites communis,0.06069784
0.046912586,Phragmites communis,0.06069784
0.046912586,Phragmites communis,0.037426498
0.046912586,Salicornia europaea,-0.040958608
0.274833545,Potentilla parvifolia,0.117812521
0.274833545,Rumex acetosa,0.490212331
0.398383983,Kobresia humilis,0.51851394
0.398383983,Kobresia parva,0.339579473
0.398383983,Koeleria cristata,0.232625229
0.398383983,Oxytropis ochrocephala,0.494188605
0.073456206,Potentilla glabra,-0.016308852
0.073456206,Rhododendron thymifolium,0.058267136
0.073456206,Salix oritrepha,0.198820285
0.073456206,Spiraea alpina,0.029337404
0.215160207,Rhododendron thymifolium,0.096130669
0.215160207,Salix oritrepha,0.195899652
0.173079934,Ligularia virgaurea,0.141025034
0.173079934,Stellera chamaejasme,0.266034083
0.286463495,Elymus nutans,0.245512668
0.286463495,Elymus nutans,0.369215857
0.286463495,Elymus nutans,0.720159303
0.286463495,Festuca ovina,0.004321374
0.286463495,Kobresia capillifolia,0.089905111
0.286463495,Kobresia capillifolia,0.167317335
0.286463495,Kobresia pygmaea,0.139879086
0.286463495,Poa annua,0.428134794
0.286463495,Polygonum viviparum,0.271841607
0.286463495,Polygonum viviparum,0.274157849
0.286463495,Potentilla anserina,0.421603927
0.286463495,Potentilla anserina,0.498310554
0.286463495,Rhododendron fastigiatum,0.176091259
0.102971457,Reaumuria soongorica,-0.094743951
0.102971457,Salsola collina,0.080265627
0.102971457,Ceratoides latens,0.13893394
0.102971457,Nitraria tangutorum,0.239299479
0.198611624,Stipa purpurea,0.012837225
0.198611624,Potentilla bifurca,0.238046103
0.198611624,Kobresia robusta,0.053078443
0.198611624,Artemisia frigida,0.378397901
0.061591555,Elymus nutans,0.1430148
0.061591555,Polygonum viviparum,0.209515015
0.29598539,Festuca ovina,0.23299611
0.29598539,Poa annua,0.23299611
0.29598539,Koeleria cristata,0.23299611
0.29291794,Gentiana straminea,0.385392567
0.29291794,Oxytropis ochrocephala,0.408461634
0.29291794,Polygonum viviparum,0.396183479
0.29291794,Potentilla parvifolia,0.249915073
0.29291794,Salix oritrepha,0.397670778
0.29291794,Spiraea alpina,0.259507716
