log_leafNP_sitemean,Species,log_leafNP
1.243623172,Melastoma candidum,1.231724383
1.243623172,Melastoma candidum,1.228913406
1.243623172,Pinus massoniana,1.298197867
1.243623172,Rhaphiolepis indica,1.135132651
1.243623172,Rhaphiolepis indica,1.135132651
1.243623172,Rhodomyrtus tomentosa,1.260548373
1.243623172,Rhodomyrtus tomentosa,1.356025857
1.243623172,Rhodomyrtus tomentosa,1.286905353
1.243623172,Rhodomyrtus tomentosa,1.296445794
1.243623172,Rhodomyrtus tomentosa,1.204662512
1.284849473,Quercus fabri,1.13289977
1.284849473,Quercus variabilis,1.376029182
1.284849473,Cotinus coggygria,1.310480891
1.284849473,Loropetalum chinense,1.28510703
1.284849473,Quercus serrata,1.319730494
1.268318495,Achnatherum splendens,1.192288613
1.268318495,Achnatherum splendens,1.878061981
1.268318495,Nitraria sibirica,1.115943177
1.268318495,Nitraria sibirica,1.366796383
1.268318495,Nitraria sibirica,1.283301229
1.268318495,Nitraria sibirica,1.423900919
1.268318495,Nitraria sibirica,1.569256833
1.268318495,Nitraria sibirica,1.160768562
1.268318495,Polygonum sibiricum,1.523616419
1.268318495,Potentilla anserina,1.33304403
1.268318495,Salicornia europaea,1.103803721
1.268318495,Salicornia europaea,1.016197354
1.268318495,Salicornia europaea,1.232487866
1.268318495,Salicornia europaea,1.346352974
1.268318495,Scorzonera mongolica var. putjatae,0.974511693
1.268318495,Scorzonera mongolica var. putjatae,0.825426118
1.268318495,Scorzonera mongolica var. putjatae,1.297541668
1.268318495,Scorzonera mongolica var. putjatae,1.237794993
1.268318495,Scorzonera mongolica var. putjatae,0.998259338
1.268318495,Scorzonera mongolica var. putjatae,1.293583513
1.268318495,Scorzonera mongolica var. putjatae,1.093771781
1.268318495,Scorzonera mongolica var. putjatae,1.390405156
1.268318495,Suaeda corniculata,1.277838333
1.268318495,Suaeda corniculata,1.996642991
1.268318495,Suaeda corniculata,0.942999593
1.268318495,Suaeda corniculata,0.914871818
1.268318495,Suaeda corniculata,1.090610708
1.268318495,Suaeda corniculata,1.739493231
1.268318495,Suaeda corniculata,1.927934682
1.268318495,Suaeda glauca,1.230448921
1.268318495,Suaeda glauca,1.164055292
1.268318495,Suaeda glauca,1.327358934
1.268318495,Suaeda glauca,1.503382063
1.144395395,Ostryopsis davidiana,1.223755454
1.144395395,Periploca sepium,1.115943177
1.144395395,Platycladus orientalis,1.214578954
1.144395395,Quercus wutaishanica,1.541329578
1.144395395,Rhododendron micranthum,1.199480915
1.144395395,Ulmus pumila,1.097604329
1.144395395,Ziziphus jujuba var. spinosa,1.303843775
1.144395395,Ziziphus jujuba var. spinosa,1.125481266
1.027348804,Artemisia annua,0.696356389
1.027348804,Artemisia annua,0.795880017
1.027348804,Artemisia annua,0.780317312
1.027348804,Artemisia lavandulifolia,1.066325925
1.027348804,Artemisia lavandulifolia,1.01494035
1.027348804,Artemisia sacrorum,1.30920418
1.027348804,Artemisia sacrorum,1.321391278
1.027348804,Artemisia sacrorum,1.399846713
1.027348804,Artemisia scoparia,0.906873535
1.027348804,Artemisia scoparia,0.803457116
1.027348804,Artemisia scoparia,0.84135947
1.102280599,Artemisia annua,1.135450699
1.102280599,Artemisia annua,1.214048679
1.102280599,Artemisia argyi,1.091666958
1.102280599,Artemisia argyi,1.220108088
1.102280599,Artemisia capillaris,0.94792362
1.102280599,Artemisia scoparia,1.039017322
1.102280599,Artemisia scoparia,0.73479983
1.102280599,Artemisia scoparia,1.069298012
1.480498589,Dicranopteris dichotoma,1.660770644
1.480498589,Lycopodium cernuum,1.574031268
1.367174102,Cryptocarya chinensis,1.480006943
1.367174102,Cryptocarya chinensis,1.387389826
1.367174102,Cryptocarya chinensis,1.531861949
1.367174102,Dimocarpus longan,1.267406419
1.367174102,Dimocarpus longan,1.126780577
1.367174102,Psychotria rubra,1.332034277
1.367174102,Psychotria rubra,1.491361694
1.367174102,Schima superba,1.424881637
1.367174102,Schima superba,1.595936906
1.367174102,Schima superba,1.557507202
1.468598646,Cryptocarya chinensis,1.316808752
1.468598646,Cryptocarya chinensis,1.697839368
1.468598646,Pinus massoniana,1.279666944
1.468598646,Psychotria rubra,1.56205483
1.468598646,Schima superba,1.414973348
1.468598646,Schima superba,1.414137362
1.215009016,Cyclobalanopsis glauca,1.214313897
1.215009016,Dicranopteris dichotoma,1.283527365
1.215009016,Woodwardia japonica,1.015359755
1.404599653,Schima superba,1.311117843
1.086753367,Dicranopteris dichotoma,1.286680969
1.086753367,Dicranopteris dichotoma,1.329397879
1.086753367,Loropetalum chinense,0.663700925
1.086753367,Loropetalum chinense,0.900367129
1.086753367,Lycopodium cernuum,1.05422991
1.039513762,Nitraria sibirica,1.256236533
1.039513762,Phragmites communis,1.181271772
1.039513762,Phragmites communis,1.211387553
1.039513762,Phragmites communis,1.377852419
1.039513762,Polygonum sibiricum,1.018284308
1.039513762,Polygonum sibiricum,1.104487111
1.039513762,Suaeda corniculata,0.744292983
1.039513762,Suaeda corniculata,0.782472624
1.039513762,Suaeda salsa,0.744292983
1.039513762,Suaeda salsa,0.782472624
1.264884946,Cunninghamia lanceolata,1.169086357
1.264884946,Schima superba,1.394101302
1.219024734,Stipa krylovii,1.158663981
1.377558784,Ulmus macrocarpa,1.38774566
1.377558784,Ulmus macrocarpa,1.302330929
1.377558784,Ulmus macrocarpa,1.206286044
1.377558784,Ulmus macrocarpa,1.366796383
1.377558784,Ulmus macrocarpa,1.34084055
1.377558784,Caragana rosea,1.648360011
1.377558784,Caragana rosea,1.459844642
1.377558784,Caragana rosea,1.525821952
1.377558784,Caragana rosea,1.535800291
1.377558784,Caragana rosea,1.490941205
1.377558784,Caragana rosea,1.600646236
1.377558784,Caragana rosea,1.538070787
1.377558784,Caragana rosea,1.491641793
1.377558784,Caragana rosea,1.577376892
1.377558784,Caragana rosea,1.533899101
1.377558784,Caragana rosea,1.567379308
1.377558784,Caragana rosea,1.569256833
1.377558784,Caragana rosea,1.534153074
1.377558784,Caragana rosea,1.584557361
1.377558784,Caragana rosea,1.576916956
1.377558784,Leptopus chinensis,1.364550995
1.377558784,Leptopus chinensis,1.386498966
1.377558784,Leptopus chinensis,1.32674538
1.377558784,Leptopus chinensis,1.36361198
1.377558784,Leptopus chinensis,1.41313205
1.188938569,Dicranopteris dichotoma,1.255272505
1.188938569,Dicranopteris dichotoma,1.223755454
1.188938569,Dicranopteris dichotoma,1.211387553
1.188938569,Dicranopteris dichotoma,1.2219356
1.188938569,Dicranopteris dichotoma,1.367914739
1.188938569,Dicranopteris dichotoma,1.305781151
1.188938569,Dicranopteris dichotoma,1.214313897
1.188938569,Dicranopteris dichotoma,1.29666519
1.188938569,Eurya japonica,1.273695588
1.188938569,Eurya japonica,1.049992857
1.188938569,Eurya japonica,1.049992857
1.188938569,Eurya japonica,1.280350693
1.188938569,Eurya japonica,1.2219356
1.188938569,Eurya japonica,1.230704314
1.188938569,Eurya japonica,1.172894698
1.188938569,Gardenia jasminoides,1.209246849
1.188938569,Gardenia jasminoides,1.240049772
1.188938569,Gardenia jasminoides,1.128722284
1.188938569,Loropetalum chinense,1.191451014
1.188938569,Loropetalum chinense,1.140193679
1.188938569,Loropetalum chinense,1.204933522
1.188938569,Loropetalum chinense,1.177824972
1.188938569,Loropetalum chinense,1.027757205
1.188938569,Lycopodium cernuum,0.719331287
1.188938569,Pinus massoniana,1.147057671
1.188938569,Quercus fabri,1.181843588
1.188938569,Quercus fabri,1.186391216
1.188938569,Quercus fabri,1.391816924
1.188938569,Rhododendron simsii,1.118595365
1.188938569,Rhododendron simsii,1.138618434
1.188938569,Rhododendron simsii,1.263162465
1.188938569,Rhododendron simsii,1.219584526
1.188938569,Vaccinium bracteatum,1.182984967
1.188938569,Vaccinium bracteatum,1.182984967
1.188938569,Woodwardia japonica,1.120573931
1.188938569,Woodwardia japonica,1.209246849
1.188938569,Woodwardia japonica,1.194514342
1.188938569,Woodwardia japonica,1.097951071
1.188938569,Woodwardia japonica,1.297541668
1.188938569,Woodwardia japonica,1.209783015
1.039167246,Artemisia frigida,0.862727528
1.039167246,Artemisia frigida,1.018284308
1.039167246,Caragana microphylla,1.172018809
1.039167246,Koeleria cristata,1.098297536
1.039167246,Medicago ruthenica,1.048053173
1.039167246,Reaumuria songarica,1.16879202
1.039167246,Stipa grandis,1.150449409
1.1502669,Chloris virgata,0.45484486
1.1502669,Limonium bicolor,0.912222057
1.1502669,Phragmites communis,1.082426301
1.1502669,Polygonum sibiricum,1.332034277
1.1502669,Suaeda salsa,1.256477206
1.1502669,Suaeda salsa,0.975431809
1.142590968,Phragmites communis,1.326335861
1.142590968,Pinus tabulaeformis,1.228400359
1.142590968,Robinia pseudoacacia,1.243781916
1.142590968,Suaeda salsa,0.983175072
1.142590968,Tamarix chinensis,1.614897216
1.251782054,Artemisia frigida,1.058263804
1.251782054,Caragana microphylla,1.331344853
1.251782054,Caragana stenophylla,1.33093045
1.232552469,Acanthopanax senticosus,0.958085849
1.232552469,Carpinus turczaninowii,1.3287872
1.232552469,Celastrus orbiculatus,1.067442843
1.232552469,Corylus heterophylla,1.243534102
1.232552469,hippophae rhamnoides,0.973127854
1.232552469,Juglans mandshurica,1.331427297
1.232552469,Leptopus chinensis,1.38219721
1.232552469,Lespedeza bicolor,1.72582999
1.232552469,Lespedeza davurica,1.350248018
1.232552469,Lonicera chrysantha,1.181843588
1.232552469,Malus baccata,0.769377326
1.232552469,Myripnois dioica,1.390051496
1.232552469,Phellodendron amurense,1.151982395
1.232552469,Populus davidiana,1.122543524
1.232552469,Prunus armeniaca,1.371067862
1.232552469,Quercus mongolica,1.428620673
1.232552469,Rhamnus parvifolia,1.219584526
1.232552469,Rhododendron micranthum,1.301029996
1.232552469,Ribes mandshuricum,1.208978517
1.232552469,Rubus crataegifolius,1.286231854
1.232552469,Salix caprea,1.204119983
1.232552469,Sambucus williamsii,1.041787319
1.232552469,Schisandra chinensis,1.094121596
1.232552469,Spiraea pubescens,1.402948829
1.232552469,Spiraea trilobata,1.332034277
1.232552469,Tilia amurensis,0.991226076
1.232552469,Tilia mandshurica,1.290034611
1.232552469,Viburnum mongolicum,1.152594078
1.232552469,Vitis amurensis,1.384890797
1.185764859,Acanthopanax senticosus,0.958085849
1.185764859,Artemisia sacrorum,1.288472801
1.185764859,Carpinus turczaninowii,1.3287872
1.185764859,Celastrus orbiculatus,1.067442843
1.185764859,Corylus heterophylla,1.243534102
1.185764859,hippophae rhamnoides,0.973127854
1.185764859,Juglans mandshurica,1.331427297
1.185764859,Leptopus chinensis,1.38219721
1.185764859,Lespedeza bicolor,1.72582999
1.185764859,Lespedeza davurica,1.350248018
1.185764859,Lonicera chrysantha,1.181843588
1.185764859,Malus baccata,0.769377326
1.185764859,Myripnois dioica,1.390051496
1.185764859,Phellodendron amurense,1.151982395
1.185764859,Populus davidiana,1.122543524
1.185764859,Prunus armeniaca,1.371067862
1.185764859,Quercus mongolica,1.428620673
1.185764859,Rhamnus parvifolia,1.219584526
1.185764859,Rhododendron micranthum,1.301029996
1.185764859,Ribes mandshuricum,1.208978517
1.185764859,Rubus crataegifolius,1.286231854
1.185764859,Salix caprea,1.204119983
1.185764859,Sambucus williamsii,1.041787319
1.185764859,Schisandra chinensis,1.094121596
1.185764859,Spiraea pubescens,1.402948829
1.185764859,Spiraea trilobata,1.332034277
1.185764859,Tilia amurensis,0.991226076
1.185764859,Tilia mandshurica,1.290034611
1.185764859,Ulmus pumila,0.710963119
1.185764859,Viburnum mongolicum,1.152594078
1.185764859,Vitis amurensis,1.384890797
1.185764859,Quercus wutaishanica,1.291146762
1.254179423,Rhus chinensis,1.178976947
1.254179423,Dalbergia hupeana,1.414639147
1.254179423,Quercus serrata,1.31344537
1.254179423,Quercus aliena,1.136720567
1.226516508,Castanea sequinii,1.020775488
1.226516508,Castanopsis sclerophylla,1.087071206
1.226516508,Castanopsis sclerophylla,1.390228362
1.226516508,Cyclobalanopsis glauca,1.134495856
1.226516508,Dicranopteris dichotoma,1.301029996
1.226516508,Dicranopteris dichotoma,1.31993844
1.226516508,Pinus massoniana,1.098989639
1.226516508,Pinus massoniana,1.146128036
1.226516508,Quercus acutissima,1.354108439
1.226516508,Quercus fabri,1.393048466
1.226516508,Rhododendron simsii,1.103461622
1.226516508,Schima superba,1.265760917
1.226516508,Vaccinium bracteatum,1.40790054
1.226516508,Vaccinium bracteatum,1.148294097
1.157263588,Betula fruticosa,1.14768276
1.157263588,Leymus secalinus,1.220956329
1.141703606,Prunus padus,1.194791758
1.141703606,Quercus aliena,1.14176323
1.141703606,Quercus acutissima,1.135768515
1.141703606,Rhus chinensis,0.989449818
1.272348268,Platycarya strobilacea,1.155943018
1.272348268,Rhododendron simsii,1.248708736
1.272348268,Dalbergia hupeana,1.407390904
1.272348268,Quercus serrata,1.27392678
1.256657532,Acer truncatum,1.19368103
1.256657532,Pinus tabulaeformis,1.220369632
1.256657532,Pinus tabulaeformis,1.285782274
1.256657532,Quercus acutissima,1.105850674
1.256657532,Quercus aliena,1.2219356
1.256657532,Quercus variabilis,1.227886705
1.256657532,Quercus variabilis,1.492900011
1.256657532,Quercus wutaishanica,1.380211242
1.256657532,Robinia pseudoacacia,1.171726454
1.397391073,Grewia biloba,1.46834733
1.397391073,Grewia biloba,1.524525937
1.397391073,Grewia biloba,1.505828034
1.397391073,Caragana rosea,1.617105231
1.397391073,Caragana rosea,1.400365273
1.397391073,Caragana rosea,1.549738731
1.397391073,Caragana rosea,1.604873771
1.397391073,Caragana rosea,1.411788005
1.397391073,Caragana rosea,1.332842267
1.397391073,Caragana rosea,1.570075705
1.397391073,Caragana rosea,1.432327792
1.397391073,Caragana rosea,1.582631439
1.397391073,Caragana rosea,1.597146488
1.397391073,Caragana rosea,1.565020928
1.397391073,Caragana rosea,1.521530341
1.397391073,Caragana rosea,1.530839779
1.397391073,Caragana rosea,1.397766256
1.397391073,Caragana rosea,1.541079768
1.397391073,Vitex negundo var.heterophylla,1.30427505
1.397391073,Vitex negundo var.heterophylla,1.314288661
1.397391073,Vitex negundo var.heterophylla,1.2999429
1.397391073,Vitex negundo var.heterophylla,1.320354033
1.397391073,Vitex negundo var.heterophylla,1.332034277
1.397391073,Myripnois dioica,1.274388796
1.397391073,Myripnois dioica,1.218797998
1.397391073,Myripnois dioica,1.190611798
1.397391073,Myripnois dioica,1.229169703
1.397391073,Myripnois dioica,1.181843588
1.397391073,Leptopus chinensis,1.351796307
1.397391073,Leptopus chinensis,1.41447195
1.397391073,Leptopus chinensis,1.318897715
1.397391073,Leptopus chinensis,1.409087369
1.397391073,Leptopus chinensis,1.3872118
1.397391073,Leptopus chinensis,1.315760491
1.397391073,Leptopus chinensis,1.240549248
1.397391073,Leptopus chinensis,1.311329952
1.397391073,Leptopus chinensis,1.264109156
1.397391073,Leptopus chinensis,1.403463701
1.397391073,Leptopus chinensis,1.334453751
1.397391073,Leptopus chinensis,1.340642378
1.397391073,Leptopus chinensis,1.314709693
1.397391073,Leptopus chinensis,1.383635868
1.397391073,Leptopus chinensis,1.333447274
1.397391073,Spiraea trilobata,1.347330015
1.397391073,Spiraea trilobata,1.400537989
1.397391073,Spiraea trilobata,1.255513713
1.397391073,Spiraea trilobata,1.439806211
1.397391073,Spiraea trilobata,1.512150537
1.200730911,Acer mono,1.173186268
1.200730911,Artemisia annua,1.014520539
1.200730911,Caragana rosea,1.352953912
1.200730911,Cotinus coggygria,1.158060794
1.200730911,Euonymus alatus,1.425371166
1.200730911,Forsythia suspensa,1.243781916
1.200730911,Lonicera maackii,1.146438135
1.200730911,Pinus armandii,1.42078062
1.200730911,Pinus tabulaeformis,1.248953615
1.200730911,Platycladus orientalis,0.851258349
1.200730911,Quercus variabilis,1.244029589
1.200730911,Rhamnus globosa,1.366982976
1.200730911,Robinia pseudoacacia,1.225825991
1.200730911,Rosa xanthina,1.290479813
1.200730911,Vitex negundo,1.266466895
1.200730911,Ziziphus jujuba,1.253822439
1.200730911,Ziziphus jujuba var. spinosa,1.344392274
1.106672133,Grewia biloba,1.30427505
1.106672133,Platycladus orientalis,0.764176132
1.106672133,Rhamnus parvifolia,1.054613055
1.106672133,Vitex negundo var.heterophylla,1.255272505
1.106672133,Ziziphus jujuba var. spinosa,1.32674538
1.418029396,Cleyera japonica,1.333850145
1.418029396,Syzygium buxifolium,1.495683068
1.418029396,Rhaphiolepis indica,1.34869419
1.418029396,Litsea cubeba,1.388456453
1.191540806,Artemisia frigida,1.036628895
1.191540806,Artemisia frigida,1.09482038
1.191540806,Caragana microphylla,1.389343311
1.191540806,Caragana microphylla,1.438858659
1.191540806,Leymus chinensis,1.191730393
1.191540806,Leymus chinensis,1.035429738
1.191540806,Leymus chinensis,1.167317335
1.191540806,Leymus chinensis,1.206556044
1.191540806,Stipa krylovii,1.246990699
1.191540806,Stipa krylovii,1.101747074
1.191540806,Stipa krylovii,1.629001619
1.213750263,Achnatherum splendens,1.211654401
1.213750263,Agropyron cristatum,1.33825723
1.213750263,Artemisia frigida,1.086359831
1.213750263,Betula platyphylla,1.147057671
1.213750263,Calamagrostis epigejos,1.186956335
1.213750263,Caragana microphylla,1.571359393
1.213750263,Cleistogenes squarrosa,1.314709693
1.213750263,Cotoneaster acutifolius,0.900913068
1.213750263,Glycyrrhiza uralensis,1.34084055
1.213750263,Koeleria cristata,1.28510703
1.213750263,Leymus chinensis,1.298853076
1.213750263,Lonicera chrysantha,0.821513528
1.213750263,Malus baccata,0.944975908
1.213750263,Medicago ruthenica,1.326130957
1.213750263,Ostryopsis davidiana,1.111262514
1.213750263,Populus davidiana,1.105850674
1.213750263,Potentilla bifurca,0.915927212
1.213750263,Prunus padus,1.168497484
1.213750263,Rhamnus ussuriensis,1.190051418
1.213750263,Rosa davurica,1.186673867
1.213750263,Salsola collina,1.135450699
1.213750263,Spiraea pubescens,0.941014244
1.213750263,Stellera chamaejasme,1.254789687
1.213750263,Stipa baicalensis,1.461498527
1.213750263,Stipa grandis,1.441380885
1.213750263,Stipa krylovii,1.251151343
1.213750263,Suaeda glauca,0.936010796
1.213750263,Ulmus macrocarpa,1.37821615
1.213750263,Ulmus pumila,1.214048679
1.087035873,Quercus aliena,1.180699201
1.087035873,Vitex negundo,1.044931546
1.087035873,Lindera glauca,1.098297536
1.087035873,Mallotus japonicus,1.075546961
1.087035873,Rhus chinensis,1.002166062
1.154031325,Glochidion puberum,1.168497484
1.154031325,Vitex negundo,0.906335042
1.154031325,Rhamnus globosa,1.246498581
1.154031325,Serissa japonica,1.204391332
1.154031325,Indigofera pseudotinctoria Matsum.,1.259354927
1.002148831,Betula platyphylla,1.02201574
1.002148831,Pinus sylvestris var. mongolica,1
1.002148831,Potentilla fruticosa,0.937016107
1.002148831,Rhamnus ussuriensis,1.154728207
1.002148831,Salix siuzevii,1.203304916
1.002148831,Serratula centauroides,0.902002891
1.136070351,Loropetalum chinense,1.202488317
1.045880031,Betula platyphylla,1.02201574
1.045880031,Pinus sylvestris,1
1.045880031,Potentilla fruticosa,0.937016107
1.045880031,Rhamnus ussuriensis,1.154728207
1.045880031,Salix siuzevii,1.203304916
1.045880031,Spiraea salicifolia,1.10002573
1.328934069,Caragana rosea,1.347330015
1.328934069,Caragana rosea,1.304059466
1.328934069,Caragana rosea,1.325515663
1.328934069,Caragana rosea,1.304059466
1.328934069,Caragana rosea,1.376759395
1.328934069,Caragana rosea,1.429913698
1.328934069,Caragana rosea,1.31196566
1.328934069,Caragana rosea,1.281941933
1.328934069,Caragana rosea,1.204391332
1.328934069,Caragana rosea,1.318063335
1.328934069,Caragana rosea,1.36567514
1.328934069,Caragana rosea,1.296445794
1.328934069,Caragana rosea,1.325515663
1.328934069,Caragana rosea,1.259354927
1.328934069,Caragana rosea,1.337459261
1.328934069,Vitex negundo var.heterophylla,1.246498581
1.328934069,Vitex negundo var.heterophylla,1.049605613
1.328934069,Vitex negundo var.heterophylla,1.253822439
1.328934069,Vitex negundo var.heterophylla,1.043755127
1.328934069,Vitex negundo var.heterophylla,1.244771761
1.328934069,Leptopus chinensis,1.2999429
1.328934069,Leptopus chinensis,1.385963571
1.328934069,Leptopus chinensis,1.297760511
1.328934069,Leptopus chinensis,1.3287872
1.328934069,Leptopus chinensis,1.336059278
1.328934069,Leptopus chinensis,1.356408327
1.328934069,Leptopus chinensis,1.274157849
1.328934069,Leptopus chinensis,1.357172258
1.328934069,Leptopus chinensis,1.294906911
1.328934069,Leptopus chinensis,1.376394442
1.328934069,Leptopus chinensis,1.332034277
1.328934069,Leptopus chinensis,1.297760511
1.328934069,Leptopus chinensis,1.267875419
1.328934069,Leptopus chinensis,1.354684554
1.328934069,Leptopus chinensis,1.357363031
1.328934069,Rubus crataegifolius,1.432327792
1.328934069,Rubus crataegifolius,1.550717423
1.328934069,Rubus crataegifolius,1.385606274
1.328934069,Rubus crataegifolius,1.314499228
1.328934069,Rubus crataegifolius,1.532372134
1.328934069,Rubus crataegifolius,1.382737266
1.328934069,Rubus crataegifolius,1.209515015
1.328934069,Rubus crataegifolius,1.412124406
1.328934069,Rubus crataegifolius,1.390935107
1.328934069,Rubus crataegifolius,1.462847036
1.328934069,Rubus crataegifolius,1.580582877
1.328934069,Rubus crataegifolius,1.404833717
1.328934069,Rubus crataegifolius,1.370328008
1.328934069,Rubus crataegifolius,1.354108439
1.328934069,Rubus crataegifolius,1.377488383
1.081967122,Kandelia candel,1.097951071
1.354880734,Stipa grandis,1.348304863
1.354880734,Leymus chinensis,1.454082271
1.354880734,Lespedeza davurica,1.39880773
1.127911223,Castanopsis carlesii,1.071882007
1.127911223,Castanopsis carlesii,1.071882007
1.127911223,Castanopsis fargesii,1.003891166
1.127911223,Castanopsis fargesii,0.995635195
1.127911223,Castanopsis sclerophylla,1.098989639
1.127911223,Castanopsis sclerophylla,1.067070856
1.127911223,Cunninghamia lanceolata,1.16790781
1.127911223,Cunninghamia lanceolata,1.162862993
1.127911223,Schima superba,1.043362278
1.127911223,Schima superba,1.059563418
1.144344159,Quercus serrata,1.254789687
1.144344159,Dalbergia hupeana,1.462697408
1.144344159,Rhus chinensis,0.716003344
1.144344159,Lindera aggregata,0.744292983
1.144344159,Loropetalum chinense,1.093771781
1.282446623,Loropetalum chinense,1.222456337
1.282446623,Camellia sinensis,1.201943063
1.282446623,Rhaphiolepis indica,1.371252629
1.282446623,Ilex chinensis,1.448551739
1.282446623,Vaccinium bracteatum,1.299725154
1.282446623,Cleyera japonica,1.265289626
1.282446623,Rhus chinensis,1.16790781
1.198860715,Rhaphiolepis indica,1.174059808
1.198860715,Loropetalum chinense,1.184975191
1.198860715,Cleyera japonica,1.182129214
1.198860715,Vaccinium bracteatum,1.304490528
1.198860715,Rhododendron simsii,1.240299582
1.253311346,Achnatherum splendens,1.2955671
1.253311346,Stipa krylovii,1.212720154
1.253311346,Caragana stenophylla,1.344195716
1.194953361,Cleyera japonica,1.195346058
1.194953361,Eurya japonica,1.228913406
1.194953361,Camellia sinensis,1.282395505
1.194953361,Loropetalum chinense,1.164650216
1.327442661,Dimocarpus longan,1.310471552
1.327442661,Dimocarpus longan,1.113943352
1.327442661,Dimocarpus longan,1.021189299
1.303094423,Serissa japonica,1.287129621
1.303094423,Dalbergia hupeana,1.376759395
1.303094423,Rhus chinensis,1.231214648
1.303094423,Lindera glauca,1.323045735
1.302096445,Cleyera japonica,1.303196057
1.302096445,Vaccinium bracteatum,1.368286885
1.302096445,Loropetalum chinense,1.323045735
1.302096445,Rhododendron simsii,1.265289626
1.302096445,Camellia sinensis,1.250663919
1.172042366,Vitex negundo,1.025715384
1.172042366,Loropetalum chinense,1.084576278
1.172042366,Camellia sinensis,1.18723862
1.172042366,Quercus fabri,1.230193379
1.172042366,Dalbergia hupeana,1.35945602
1.087922025,Aralia chinensis,0.972665592
1.087922025,Toxicodendron succedaneum,1.004321374
1.087922025,Dalbergia hupeana,1.304705898
1.087922025,Quercus aliena,1.131939295
1.087922025,Loropetalum chinense,0.953759692
1.087922025,Rhododendron simsii,1.218272854
1.244973577,Quercus fabri,1.200850498
1.244973577,Quercus serrata,1.195346058
1.244973577,Castanea sequinii,1.331629718
1.244973577,Rhododendron mariesii,1.229169703
1.244973577,Dalbergia hupeana,1.275311355
1.180518867,Serratula centauroides,0.969881644
1.180518867,Agropyron cristatum,1.294906911
1.139540527,Achnatherum sibiricum,1.086290321
1.139540527,Artemisia frigida,1.02244683
1.139540527,Cleistogenes squarrosa,1.08321822
1.139540527,Medicago ruthenica,1.319815377
1.225906841,Lindera aggregata,1.105169428
1.225906841,Vaccinium bracteatum,1.307709923
1.225906841,Albizia julibrissin,1.277609214
1.225906841,Dalbergia hupeana,1.353339095
1.225906841,Quercus fabri,1.206825876
1.225906841,Loropetalum chinense,1.079543007
1.319179099,Carpinus turczaninowii,1.499549626
1.319179099,Carpinus turczaninowii,1.378579576
1.319179099,Carpinus turczaninowii,1.426023016
1.319179099,Carpinus turczaninowii,1.4407517
1.319179099,Carpinus turczaninowii,1.459241665
1.319179099,Celastrus orbiculatus,1.255513713
1.319179099,Celastrus orbiculatus,1.254064453
1.319179099,Celastrus orbiculatus,1.200576927
1.319179099,Celastrus orbiculatus,1.267875419
1.319179099,Celastrus orbiculatus,1.27392678
1.319179099,Deutzia grandiflora,1.399500661
1.319179099,Deutzia grandiflora,1.31386722
1.319179099,Deutzia grandiflora,1.327358934
1.319179099,Euonymus alatus,1.330413773
1.319179099,Euonymus alatus,1.363799945
1.319179099,Lespedeza bicolor,1.473924693
1.319179099,Lespedeza bicolor,1.393575203
1.319179099,Lespedeza bicolor,1.474216264
1.319179099,Lespedeza bicolor,1.38327665
1.319179099,Lonicera maackii,1.230448921
1.319179099,Pinus tabulaeformis,1.131618664
1.319179099,Pinus tabulaeformis,1.20790353
1.319179099,Pinus tabulaeformis,1.182984967
1.319179099,Pinus tabulaeformis,1.294686624
1.319179099,Prunus padus,1.225309282
1.319179099,Rhamnus globosa,1.424718337
1.319179099,Robinia pseudoacacia,1.376576957
1.319179099,Robinia pseudoacacia,1.366422957
1.319179099,Robinia pseudoacacia,1.427972714
1.319179099,Robinia pseudoacacia,1.394451681
1.319179099,Robinia pseudoacacia,1.411788005
1.319179099,Rubus crataegifolius,1.227372442
1.319179099,Rubus crataegifolius,1.188647296
1.319179099,Rubus crataegifolius,1.197556213
1.319179099,Rubus crataegifolius,1.283301229
1.319179099,Rubus crataegifolius,1.422917981
1.319179099,Spiraea trilobata,1.331629718
1.319179099,Spiraea trilobata,1.170261715
1.319179099,Spiraea trilobata,1.409764104
1.319179099,Spiraea trilobata,1.15896526
1.319179099,Spiraea trilobata,1.390581879
1.237921167,Symplocos paniculata,1.142702246
1.237921167,Quercus fabri,1.29907126
1.237921167,Rhus chinensis,1.147367108
1.237921167,Dalbergia hupeana,1.359076226
1.237921167,Rhododendron simsii,1.25163822
1.237921167,Loropetalum chinense,1.190051418
1.227780138,Artemisia frigida,1.193124598
1.227780138,Serratula centauroides,1.1532049
1.227780138,Leymus chinensis,1.360593414
1.227780138,Glycyrrhiza uralensis,1.250420002
1.249711442,Rhododendron mariesii,1.261976191
1.249711442,Quercus serrata,1.29136885
1.249711442,Rhus chinensis,1.145507171
1.249711442,Dalbergia hupeana,1.312600439
1.249711442,Loropetalum chinense,1.242044239
1.521325926,Cyclobalanopsis glauca,1.569841899
1.521325926,Dicranopteris dichotoma,1.426023016
1.521325926,Dicranopteris dichotoma,1.60498163
1.521325926,Schima superba,1.95124035
1.189285134,Glochidion puberum,1.145817714
1.189285134,Loropetalum chinense,1.141449773
1.189285134,Quercus fabri,1.214048679
1.189285134,Dalbergia hupeana,1.360214613
1.189285134,Rhaphiolepis indica,1.117933835
1.189285134,Rhododendron simsii,1.15624619
1.163835258,Malus pumila,1.218010043
