log_leafNP_sitemean,Species,log_leafNP
1.163835258,Albizia julibrissin,1.44684771
1.163835258,Lespedeza bicolor,1.174931594
1.163835258,Limonium bicolor,1.07773118
1.163835258,Limonium bicolor,1.039017322
1.163835258,Phragmites communis,1.246990699
1.163835258,Pinus tabulaeformis,1.115277591
1.163835258,Polygonum sibiricum,0.949390007
1.163835258,Quercus acutissima,1.604550033
1.163835258,Rhododendron micranthum,1.18723862
1.163835258,Rhododendron micranthum,1.249198357
1.163835258,Ziziphus jujuba var. spinosa,1.005180513
1.125431683,Quercus serrata,1.232487866
1.125431683,Mallotus japonicus,1.163459552
1.125431683,Quercus fabri,1.18582536
1.125431683,Glochidion puberum,1.048053173
1.125431683,Lindera glauca,1.164650216
1.125431683,Loropetalum chinense,0.959041392
1.323898189,Maackia amurensis,1.35755372
1.323898189,Quercus serrata,1.325925956
1.323898189,Glochidion puberum,1.200029267
1.323898189,Clerodendrum cyrtophyllum,1.370883017
1.323898189,Quercus aliena,1.466422722
1.323898189,Castanea sequinii,1.35945602
1.323898189,Dalbergia hupeana,1.345373731
1.323898189,Loropetalum chinense,1.165541077
1.188911248,Artemisia scoparia,0.936010796
1.188911248,Lespedeza bicolor,1.56014584
1.188911248,Lespedeza bicolor,1.234010818
1.292675295,Leymus chinensis,1.46751116
1.292675295,Stellera chamaejasme,1.171573478
1.292675295,Stipa baicalensis,1.281089525
0.953364556,Limonium bicolor,1.184407485
0.953364556,Scorzonera mongolica var. putjatae,0.64246452
0.953364556,Suaeda salsa,0.859738566
0.953364556,Suaeda salsa,0.766412847
0.953364556,Suaeda salsa,1.152594078
1.255023719,Ulmus pumila,1.203848464
1.255023719,Lespedeza bicolor,1.373279893
1.255023719,Vitex negundo,1.179551791
1.255023719,Vitis amurensis,1.127428778
1.255023719,Ziziphus jujuba var. spinosa,1.208441356
1.273114779,Quercus serrata,1.314709693
1.273114779,Clerodendrum cyrtophyllum,1.364738555
1.273114779,Mallotus japonicus,1.131939295
1.273114779,Loropetalum chinense,1.221414238
1.273114779,Litsea cubeba,1.296226287
1.273114779,Rhus chinensis,1.262213705
1.305765926,Serissa japonica,1.218010043
1.305765926,Indigofera pseudotinctoria Matsum.,1.374381698
1.305765926,Quercus serrata,1.285332228
1.305765926,Vitex negundo,1.237794993
1.305765926,Quercus aliena,1.339451441
1.305765926,Quercus fabri,1.298853076
1.305765926,Loropetalum chinense,1.264817823
1.05685283,Artemisia scoparia,0.951337519
1.05685283,Limonium bicolor,1.11991541
1.05685283,Phragmites communis,1.061452479
1.05685283,Pinus tabulaeformis,1.050766311
1.05685283,Polygonum sibiricum,1.12904506
1.05685283,Quercus acutissima,1.212187604
1.05685283,Scorzonera mongolica var. putjatae,1.040997692
1.05685283,Suaeda salsa,1.006466042
1.05685283,Ulmus pumila,1.285332228
1.05685283,Vitex negundo,1.056523724
1.05685283,Vitex negundo var.heterophylla,1.056523724
1.316115309,Ilex chinensis,1.350054094
1.316115309,Lindera aggregata,1.41564098
1.316115309,Lithocarpus glaber,1.340047318
1.316115309,Loropetalum chinense,1.211654401
1.316115309,Rhododendron simsii,1.301029996
1.316115309,Ternstroemia gymnanthera,1.32858345
1.316115309,Woodwardia japonica,1.301029996
1.293878878,Gardenia jasminoides,1.2219356
1.293878878,Rhododendron simsii,1.292699003
1.293878878,Dalbergia hupeana,1.423081958
1.293878878,Vaccinium bracteatum,1.291146762
1.293878878,Loropetalum chinense,1.199755177
1.293878878,Quercus serrata,1.334654767
1.2533075,Bennettiodendron leprosipes,1.29907126
1.2533075,Clerodendrum cyrtophyllum,1.273695588
1.2533075,Rhaphiolepis indica,1.277379975
1.2533075,Symplocos paniculata,1.075181855
1.2533075,Litsea pungens,1.332236415
1.2533075,Mallotus japonicus,1.210586025
1.100418491,Leymus chinensis,1.196176185
1.379515287,Rhaphiolepis indica,1.298634783
1.379515287,Quercus serrata,1.39846085
1.379515287,Albizia julibrissin,1.373647472
1.379515287,Cleyera japonica,1.341632336
1.379515287,Cleyera japonica,1.366236124
1.379515287,Bennettiodendron leprosipes,1.548020695
1.379515287,Eurya japonica,1.321391278
1.379515287,Syzygium buxifolium,1.381115081
1.278489219,Mallotus japonicus,1.155336037
1.278489219,Aralia chinensis,1.252853031
1.278489219,Clerodendrum cyrtophyllum,1.344392274
1.278489219,Litsea pungens,1.290034611
1.200499769,Loropetalum chinense,1.193402903
1.200499769,Vaccinium bracteatum,1.209515015
1.200499769,Litsea cubeba,1.153509989
1.200499769,Rhododendron simsii,1.203032887
1.356428636,Loropetalum chinense,1.364926034
1.356428636,Quercus serrata,1.368472838
1.356428636,Lyonia ovalifolia,1.300378065
1.356428636,Rhododendron simsii,1.305566314
1.356428636,Vaccinium bracteatum,1.406028945
1.356428636,Rhaphiolepis indica,1.331629718
1.356428636,Gardenia jasminoides,1.323458367
1.356428636,Rhododendron mariesii,1.493736802
1.356428636,Ilex chinensis,1.331832044
1.15224454,Rhododendron mariesii,1.196176185
1.15224454,Vaccinium bracteatum,1.14113609
1.15224454,Eurya japonica,1.096910013
1.15224454,Lespedeza bicolor,1.193958978
1.15224454,Quercus fabri,1.155639634
1.15224454,Loropetalum chinense,1.105510185
1.15224454,Rhododendron simsii,1.176380692
1.563048916,Achillea millefolium,1.101747074
1.563048916,Achillea millefolium,1.227115083
1.563048916,Achillea millefolium,1.11058971
1.563048916,Agrostis capillaris,0.976808337
1.563048916,Agrostis capillaris,1.023663918
1.563048916,Agrostis capillaris,1.159567193
1.563048916,Agrostis capillaris,1.268577972
1.563048916,Anthoxanthum odoratum,1.89114703
1.563048916,Carex hirta,1.8964711
1.563048916,Festuca ovina,1.269746373
1.563048916,Festuca ovina,1.244771761
1.563048916,Festuca ovina,1.924589386
1.563048916,Holcus lanatus,1.95477299
1.563048916,Holcus lanatus,1.704922291
1.563048916,Holcus lanatus,1.902601131
1.563048916,Holcus lanatus,1.900967624
1.563048916,Hydrocotyle vulgaris,1.796574333
1.563048916,Lolium perenne,1.823539434
1.563048916,Rumex acetosella,1.249442961
1.563048916,Rumex acetosella,1.799547307
1.563048916,Rumex acetosella,0.928395852
1.563048916,Rumex acetosella,1.502836639
1.563048916,Trifolium pratense,1.659250469
1.563048916,Trifolium pratense,1.798857732
1.563048916,Trifolium pratense,1.916769684
1.390415707,Eurya japonica,1.316599302
1.390415707,Gardenia jasminoides,1.408409578
1.390415707,Glochidion puberum,1.415807728
1.390415707,Vaccinium bracteatum,1.32776749
1.390415707,Serissa japonica,1.296884476
1.390415707,Lyonia ovalifolia,1.425697213
1.390415707,Quercus serrata,1.410270964
1.390415707,Litsea cubeba,1.493458051
1.303939956,Loropetalum chinense,1.29710365
1.303939956,Bennettiodendron leprosipes,1.374198258
1.303939956,Lindera aggregata,1.239799818
1.303939956,Quercus fabri,1.350635608
1.303939956,Schima superba,1.309630167
1.303939956,Eurya japonica,1.29841638
1.303939956,Ilex chinensis,1.215373153
1.353934648,Vaccinium bracteatum,1.408070286
1.353934648,Ilex chinensis,1.33264041
1.353934648,Loropetalum chinense,1.242292905
1.353934648,Bennettiodendron leprosipes,1.373647472
1.353934648,Platycarya strobilacea,1.373095987
1.353934648,Quercus fabri,1.354684554
1.353934648,Castanopsis sclerophylla,1.354876423
1.353934648,Dalbergia hupeana,1.392169149
1.274958116,Vitex negundo,1.240549248
1.274958116,Lespedeza bicolor,1.307496038
1.274958116,Myripnois dioica,1.182984967
1.274958116,Spiraea blumei,1.277150614
1.192858248,Rhododendron simsii,1.323045735
1.192858248,Ilex chinensis,1.260309946
1.192858248,Quercus serrata,1.226599905
1.192858248,Castanea sequinii,1.398287305
1.192858248,Vaccinium bracteatum,1.199480915
1.192858248,Rhus chinensis,1.074816441
1.192858248,Loropetalum chinense,0.867467488
1.399709103,Deutzia grandiflora,1.376576957
1.399709103,Deutzia grandiflora,1.31868927
1.399709103,Deutzia grandiflora,1.392872745
1.399709103,Deutzia grandiflora,1.34084055
1.399709103,Deutzia grandiflora,1.318897715
1.399709103,Lespedeza bicolor,1.503245771
1.399709103,Lespedeza bicolor,1.427486109
1.399709103,Lespedeza bicolor,1.40790054
1.399709103,Lespedeza bicolor,1.362105319
1.399709103,Lespedeza bicolor,1.432006687
1.399709103,Lespedeza bicolor,1.462697408
1.399709103,Lespedeza bicolor,1.451786436
1.399709103,Lespedeza bicolor,1.530967682
1.399709103,Lespedeza bicolor,1.442322956
1.399709103,Lespedeza bicolor,1.474653253
1.399709103,Lespedeza bicolor,1.45591024
1.399709103,Lespedeza bicolor,1.451325808
1.399709103,Lespedeza bicolor,1.383994789
1.399709103,Lespedeza bicolor,1.496237545
1.399709103,Lespedeza bicolor,1.249442961
1.399709103,Rubus crataegifolius,1.320976677
1.399709103,Rubus crataegifolius,1.194514342
1.399709103,Rubus crataegifolius,1.304490528
1.399709103,Rubus crataegifolius,1.3232521
1.399709103,Rubus crataegifolius,1.304490528
1.399709103,Amorpha fruticosa,1.409425869
1.399709103,Amorpha fruticosa,1.367355921
1.399709103,Amorpha fruticosa,1.409595019
1.399709103,Amorpha fruticosa,1.411619706
1.399709103,Amorpha fruticosa,1.405004665
1.399709103,Amorpha fruticosa,1.437592032
1.399709103,Amorpha fruticosa,1.507045872
1.399709103,Amorpha fruticosa,1.319522449
1.399709103,Amorpha fruticosa,1.39252109
1.399709103,Amorpha fruticosa,1.35755372
1.399709103,Amorpha fruticosa,1.469232743
1.399709103,Amorpha fruticosa,1.408239965
1.399709103,Amorpha fruticosa,1.371621927
1.399709103,Amorpha fruticosa,1.339848783
1.399709103,Amorpha fruticosa,1.432488256
1.238647945,Rhus chinensis,1.136086097
1.238647945,Lespedeza bicolor,1.433929766
1.238647945,Syzygium buxifolium,1.245759356
1.238647945,Loropetalum chinense,1.13481437
1.238647945,Liquidambar formosana,1.214578954
1.238647945,Symplocos paniculata,1.16790781
1.344073548,Albizia julibrissin,1.388278863
1.344073548,Albizia julibrissin,1.522183318
1.344073548,Albizia julibrissin,1.483587297
1.344073548,Albizia julibrissin,1.426348574
1.344073548,Euonymus alatus,1.218535505
1.344073548,Euonymus alatus,1.330819466
1.344073548,Euonymus alatus,1.326130957
1.344073548,Grewia biloba,1.135450699
1.344073548,Grewia biloba,1.23325001
1.344073548,Grewia biloba,1.459693976
1.344073548,Quercus acutissima,1.336059278
1.344073548,Quercus acutissima,1.32756326
1.344073548,Quercus acutissima,1.286680969
1.344073548,Quercus acutissima,1.377670439
1.344073548,Quercus acutissima,1.354300562
1.344073548,Quercus wutaishanica,1.401572846
1.344073548,Quercus wutaishanica,1.375114685
1.344073548,Quercus wutaishanica,1.374198258
1.344073548,Quercus wutaishanica,1.343605508
1.344073548,Rhus chinensis,1.17868924
1.344073548,Rhus chinensis,1.348304863
1.344073548,Rhus chinensis,1.308350949
1.344073548,Rhus chinensis,1.347330015
1.344073548,Rhus chinensis,1.322426052
1.344073548,Robinia pseudoacacia,1.341038632
1.344073548,Robinia pseudoacacia,1.262213705
1.344073548,Robinia pseudoacacia,1.285557309
1.344073548,Robinia pseudoacacia,1.317645543
1.344073548,Robinia pseudoacacia,1.41564098
1.344073548,Rubus crataegifolius,1.249687428
1.344073548,Rubus crataegifolius,1.1752218
1.344073548,Rubus crataegifolius,1.170261715
1.344073548,Rubus crataegifolius,1.388988785
1.344073548,Rubus crataegifolius,1.290924559
1.344073548,Rubus crataegifolius,1.395850376
1.344073548,Spiraea trilobata,1.400019635
1.344073548,Spiraea trilobata,1.39707055
1.344073548,Spiraea trilobata,1.352953912
1.344073548,Ulmus macrocarpa,1.330413773
1.344073548,Ulmus macrocarpa,1.370698093
1.344073548,Ulmus macrocarpa,1.244524512
1.344073548,Ulmus macrocarpa,1.42975228
1.344073548,Ulmus macrocarpa,1.297760511
1.344073548,Ulmus macrocarpa,1.31827208
1.344073548,Vitis amurensis,1.278982117
1.344073548,Vitis amurensis,1.281487888
1.344073548,Vitis amurensis,1.273464273
1.344073548,Vitis amurensis,1.371252629
1.24305388,Rhus chinensis,1.147676324
1.24305388,Vitex negundo,1.160468531
1.24305388,Loropetalum chinense,1.188365926
1.24305388,Dalbergia hupeana,1.367542274
1.257600613,Stellera chamaejasme,1.302763708
1.219781076,Glochidion puberum,1.26245109
1.219781076,Dalbergia hupeana,1.25163822
1.219781076,Lespedeza bicolor,1.317436497
1.219781076,Vitex negundo,1.158663981
1.219781076,Rhus chinensis,1.120902818
1.219781076,Serissa japonica,1.106190897
1.219781076,Quercus fabri,1.321184027
1.307724333,Quercus fabri,1.282395505
1.307724333,Eurya japonica,1.289811839
1.307724333,Loropetalum chinense,1.249442961
1.307724333,Symplocos paniculata,1.260548373
1.307724333,Rhododendron simsii,1.25358029
1.307724333,Vaccinium bracteatum,1.324693914
0.832919001,Betula fruticosa,0.677606953
0.832919001,Betula fruticosa,0.698100546
0.832919001,Betula fruticosa,0.698100546
0.832919001,Betula fruticosa,0.716837723
0.832919001,Betula fruticosa,0.7355989
0.832919001,Betula platyphylla,0.985426474
0.832919001,Betula platyphylla,0.946452265
0.832919001,Betula platyphylla,0.949390007
0.832919001,Betula platyphylla,0.899273187
0.832919001,Betula platyphylla,0.91750551
0.832919001,Larix gmelini,0.989894564
0.832919001,Larix gmelini,0.851258349
0.832919001,Larix gmelini,0.720159303
0.832919001,Larix gmelini,0.723455672
0.832919001,Larix gmelini,0.959518377
0.832919001,Larix gmelini,0.838849091
0.832919001,Lonicera maackii,0.648360011
0.832919001,Lonicera maackii,0.737192643
0.832919001,Lonicera maackii,0.725911632
0.832919001,Lonicera maackii,0.783188691
0.832919001,Potentilla fruticosa,0.716837723
0.832919001,Potentilla fruticosa,0.633468456
0.832919001,Potentilla fruticosa,0.519827994
0.832919001,Potentilla fruticosa,0.664641976
0.832919001,Potentilla fruticosa,0.660865478
0.832919001,Rosa davurica,0.542825427
0.832919001,Rosa davurica,0.643452676
0.832919001,Rosa davurica,0.474216264
0.832919001,Rosa davurica,0.539076099
0.832919001,Rosa davurica,1.076276255
0.832919001,Salix siuzevii,0.733999287
0.832919001,Salix siuzevii,0.657055853
0.832919001,Salix siuzevii,0.789580712
0.832919001,Salix siuzevii,0.844477176
0.832919001,Sorbaria sorbifolia,0.980911938
0.832919001,Sorbaria sorbifolia,0.900367129
0.832919001,Sorbaria sorbifolia,0.867467488
0.832919001,Sorbaria sorbifolia,1.042181595
0.832919001,Sorbaria sorbifolia,1.088136089
0.832919001,Spiraea salicifolia,0.650307523
0.832919001,Spiraea salicifolia,0.563481085
0.832919001,Spiraea salicifolia,0.46834733
0.832919001,Spiraea salicifolia,0.544068044
0.832919001,Spiraea salicifolia,0.638489257
0.832919001,Vaccinium vitis-idaea,0.916980047
0.832919001,Vaccinium vitis-idaea,0.8876173
0.832919001,Vaccinium vitis-idaea,1.007320953
0.832919001,Vaccinium vitis-idaea,0.992553518
0.832919001,Vaccinium vitis-idaea,1
1.18592972,Castanopsis carlesii,0.991226076
1.18592972,Castanopsis carlesii,1.088136089
1.18592972,Castanopsis carlesii,1.239049093
1.18592972,Castanopsis fargesii,1.091666958
1.18592972,Castanopsis fargesii,1.105850674
1.18592972,Castanopsis fargesii,1.38039216
1.18592972,Castanopsis sclerophylla,1.188365926
1.18592972,Eurya japonica,0.949390007
1.18592972,Lithocarpus glaber,1.370698093
1.18592972,Loropetalum chinense,0.967547976
1.18592972,Schima superba,0.986323777
1.18592972,Schima superba,1.024074987
1.18592972,Schima superba,1.068185862
1.18592972,Schima superba,1.070037867
1.18592972,Schima superba,1.35545152
1.409008935,Castanopsis carlesii,1.280805928
1.409008935,Castanopsis carlesii,1.329397879
1.409008935,Castanopsis carlesii,1.317645543
1.409008935,Castanopsis carlesii,1.288025535
1.409008935,Castanopsis fargesii,0.963315511
1.409008935,Castanopsis fargesii,1.432809005
1.409008935,Castanopsis fargesii,1.315340477
1.409008935,Castanopsis fargesii,1.39375064
1.409008935,Castanopsis fargesii,1.356981401
1.409008935,Castanopsis fargesii,1.437909036
1.409008935,Castanopsis fargesii,1.244277121
1.409008935,Castanopsis fargesii,1.418135498
1.409008935,Castanopsis fargesii,1.258637283
1.409008935,Castanopsis fargesii,1.383635868
1.409008935,Castanopsis sclerophylla,1.345373731
1.409008935,Castanopsis sclerophylla,1.324899497
1.409008935,Castanopsis sclerophylla,1.412628521
1.409008935,Castanopsis sclerophylla,1.353531559
1.409008935,Castanopsis sclerophylla,1.561935763
1.409008935,Castanopsis sclerophylla,1.515741417
1.409008935,Castanopsis sclerophylla,1.498999364
1.409008935,Clerodendrum cyrtophyllum,1.572755465
1.409008935,Clerodendrum cyrtophyllum,1.485579477
1.409008935,Clerodendrum cyrtophyllum,1.503109437
1.409008935,Cleyera japonica,1.458184436
1.409008935,Cleyera japonica,1.394276527
1.409008935,Cleyera japonica,1.449940989
1.409008935,Cleyera japonica,1.502153893
1.409008935,Cunninghamia lanceolata,1.240798771
1.409008935,Cunninghamia lanceolata,1.203304916
1.409008935,Cunninghamia lanceolata,1.243781916
1.409008935,Cyclobalanopsis glauca,1.539953842
1.409008935,Gardenia jasminoides,1.339451441
1.409008935,Gardenia jasminoides,1.399327532
1.409008935,Gardenia jasminoides,1.469674773
1.409008935,Gardenia jasminoides,1.438225808
1.409008935,Gardenia jasminoides,1.378942699
1.409008935,Gardenia jasminoides,1.485295439
1.409008935,Glochidion puberum,1.385427515
1.409008935,Glochidion puberum,1.298197867
1.409008935,Glochidion puberum,1.391993072
1.409008935,Liquidambar formosana,1.444044796
1.409008935,Liquidambar formosana,1.353531559
1.409008935,Liquidambar formosana,1.289365952
1.409008935,Liquidambar formosana,1.425208051
1.409008935,Liquidambar formosana,1.493876111
1.409008935,Liquidambar formosana,1.391816924
1.409008935,Liquidambar formosana,1.342027688
1.409008935,Lithocarpus glaber,1.336259552
1.409008935,Lithocarpus glaber,1.174641193
1.409008935,Lithocarpus glaber,1.414973348
1.409008935,Lithocarpus glaber,1.384353414
1.409008935,Lithocarpus glaber,1.362482475
1.409008935,Lithocarpus glaber,1.443262987
1.409008935,Lithocarpus glaber,1.502836639
1.409008935,Quercus acutissima,1.443106457
1.409008935,Quercus acutissima,1.464489547
1.409008935,Quercus fabri,1.333245699
1.409008935,Quercus fabri,1.461348434
1.409008935,Schima superba,1.566790912
1.409008935,Schima superba,1.484157424
1.409008935,Schima superba,1.445136969
1.409008935,Schima superba,1.449169732
1.409008935,Schima superba,1.626443025
1.409008935,Schima superba,1.629001619
1.409008935,Schima superba,1.550595207
1.409008935,Syzygium buxifolium,1.282622113
1.409008935,Syzygium buxifolium,1.360214613
1.409008935,Syzygium buxifolium,1.449324093
1.409008935,Syzygium buxifolium,1.445915414
1.409008935,Ternstroemia gymnanthera,1.433129518
1.409008935,Vaccinium bracteatum,1.430880946
1.409008935,Vaccinium bracteatum,1.870462432
1.409008935,Vaccinium bracteatum,1.48258777
1.409008935,Vaccinium bracteatum,1.459543258
1.409008935,Vaccinium bracteatum,1.487279816
1.114270253,Corylus heterophylla,1.076276255
1.114270253,Juglans mandshurica,1.14332713
1.114270253,Euonymus alatus,1.145507171
1.114270253,Vitis amurensis,1.110252917
1.114270253,Celastrus orbiculatus,1.085290578
0.932611063,Caragana rosea,1.018284308
0.932611063,Caragana rosea,1.034628457
0.932611063,Fraxinus mandschurica,0.894316063
0.932611063,Fraxinus mandschurica,0.911690159
0.932611063,Juglans mandshurica,0.796574333
0.932611063,Juglans mandshurica,0.808210973
0.932611063,Maackia amurensis,1.086359831
0.932611063,Maackia amurensis,1.09725731
0.932611063,Phellodendron amurense,0.72916479
0.932611063,Phellodendron amurense,0.743509765
0.932611063,Pinus tabulaeformis,0.844477176
0.932611063,Pinus tabulaeformis,0.844477176
0.932611063,Quercus mongolica,0.828015064
0.932611063,Quercus mongolica,0.843232778
0.932611063,Robinia pseudoacacia,1.031408464
0.932611063,Robinia pseudoacacia,1.045322979
1.235629621,Corylus heterophylla,1.279438788
1.235629621,Periploca sepium,1.216693599
1.235629621,Quercus mongolica,1.241297387
1.235629621,Spiraea blumei,1.192009593
1.235629621,Ulmus pumila,1.248708736
1.106534031,Acer triflorum,1.108226656
1.106534031,Corylus heterophylla,1.095866453
1.106534031,Crataegus pinnatifida,1.118264726
1.106534031,Euonymus alatus,1.101403351
1.106534031,Lonicera japonica,1.135450699
1.106534031,Maackia amurensis,1.252853031
1.106534031,Malus baccata,1.134495856
1.106534031,Quercus mongolica,1.117933835
1.106534031,Rubus crataegifolius,0.848804701
1.106534031,Ulmus pumila,1.11058971
1.170358785,Acer triflorum,1.12904506
1.170358785,Acer truncatum,1.175801633
1.170358785,Corylus heterophylla,1.217220656
1.170358785,Crataegus pinnatifida,1.172602931
1.170358785,Euonymus alatus,1.181843588
1.170358785,Quercus mongolica,1.186673867
1.170358785,Rhamnus davurica,1.22762965
1.170358785,Rubus crataegifolius,1.172602931
1.170358785,Ulmus pumila,1.13001195
1.170358785,Lespedeza bicolor,1.310693312
1.11329293,Acer triflorum,1.083860801
1.11329293,Corylus heterophylla,1.22762965
1.11329293,Crataegus pinnatifida,1.000867722
1.11329293,Euonymus alatus,1.100370545
1.11329293,Lespedeza bicolor,1.136403448
1.11329293,Lonicera japonica,1.159567193
1.11329293,Maackia amurensis,1.25358029
1.11329293,Philadelphus schrenkii,1.022428371
1.11329293,Populus davidiana,1.013258665
1.11329293,Populus koreana,0.88422877
1.11329293,Quercus mongolica,1.118595365
1.11329293,Rhamnus globosa,1.240299582
1.11329293,Rosa davurica,1.101747074
1.11329293,Rubus crataegifolius,1.064457989
1.11329293,Salix chaenomeloides,0.939519253
1.11329293,Ulmus pumila,1.435525851
1.109777506,Corylus heterophylla,1.14113609
1.109777506,Crataegus pinnatifida,0.930439595
1.109777506,Lespedeza bicolor,1.412460547
1.109777506,Malus baccata,1.13289977
1.109777506,Quercus mongolica,1.113943352
1.109777506,Rhamnus davurica,1.130655349
1.109777506,Rosa davurica,0.967079734
1.109777506,Ulmus pumila,1.049605613
0.978740473,Betula platyphylla,0.926342447
0.978740473,Fraxinus mandschurica,1.049218023
0.978740473,Juglans mandshurica,1.054613055
0.978740473,Larix gmelini,0.916980047
0.978740473,Phellodendron amurense,0.837588438
0.978740473,Pinus koraiensis,1.025715384
0.978740473,Pinus sylvestris var. mongolica,1.060320029
0.978740473,Tilia amurensis,0.966610987
1.235255057,Corylus heterophylla,1.265760917
1.235255057,Euonymus alatus,1.155639634
1.235255057,Lespedeza bicolor,1.436003536
1.235255057,Maackia amurensis,1.37051309
1.235255057,Quercus mongolica,1.120244796
1.235255057,Rhamnus davurica,1.220892249
1.235255057,Rosa davurica,1.07773118
1.099442829,Acer triflorum,1.096214585
1.099442829,Betula platyphylla,1.123198075
1.099442829,Corylus heterophylla,1.184407485
1.099442829,Euonymus alatus,1.117602692
1.099442829,Maackia amurensis,1.312600439
1.099442829,Malus baccata,0.987666265
1.099442829,Quercus mongolica,1.117602692
1.099442829,Rosa davurica,0.98811284
1.099442829,Tilia mandshurica,1.09482038
1.099442829,Ulmus pumila,0.972202838
0.73742822,Fraxinus mandschurica,0.599883072
0.73742822,Fraxinus mandschurica,0.821513528
0.73742822,Juglans mandshurica,0.720159303
0.73742822,Larix gmelini,0.753583059
0.73742822,Pinus koraiensis,0.575187845
1.011776142,Acanthopanax senticosus,0.960470778
1.011776142,Acanthopanax senticosus,1.080626487
1.011776142,Acanthopanax senticosus,1.016615548
1.011776142,Acanthopanax senticosus,1.055760465
1.011776142,Acanthopanax senticosus,1.102090526
1.011776142,Acer mono,0.557507202
1.011776142,Acer mono,1.089198367
1.011776142,Acer mono,0.774516966
1.011776142,Acer mono,0.984977126
1.011776142,Acer mono,1.145507171
1.011776142,Corylus mandshurica,1.009025742
1.011776142,Corylus mandshurica,0.652246341
1.011776142,Corylus mandshurica,0.857332496
1.011776142,Corylus mandshurica,0.907948522
1.011776142,Corylus mandshurica,0.932473765
1.011776142,Crataegus pinnatifida,0.972665592
1.011776142,Crataegus pinnatifida,0.815577748
1.011776142,Crataegus pinnatifida,0.67669361
1.011776142,Crataegus pinnatifida,0.961895474
1.011776142,Crataegus pinnatifida,0.781755375
1.011776142,Euonymus alatus,1.070407322
1.011776142,Euonymus alatus,1.118264726
1.011776142,Euonymus alatus,0.625312451
1.011776142,Euonymus alatus,0.82672252
1.011776142,Euonymus alatus,1.100370545
1.011776142,Fraxinus mandschurica,1.164947373
1.011776142,Fraxinus mandschurica,1.176669933
1.011776142,Fraxinus mandschurica,1.169674434
1.011776142,Fraxinus mandschurica,1.188365926
1.011776142,Fraxinus mandschurica,1.133858125
1.011776142,Juglans mandshurica,1.040206628
1.011776142,Juglans mandshurica,1.046885191
1.011776142,Juglans mandshurica,1.100370545
1.011776142,Juglans mandshurica,1.159567193
1.011776142,Juglans mandshurica,1.045714059
1.011776142,Larix gmelini,1.022840611
1.011776142,Larix gmelini,0.969881644
1.011776142,Larix gmelini,0.881954971
1.011776142,Larix gmelini,1.030194785
1.011776142,Larix gmelini,0.898725182
1.011776142,Lespedeza bicolor,1.236285277
1.011776142,Lespedeza bicolor,1.27392678
1.011776142,Lespedeza bicolor,1.290479813
1.011776142,Lespedeza bicolor,1.255754787
1.011776142,Lespedeza bicolor,1.278067331
1.011776142,Lonicera maackii,1.109240969
1.011776142,Lonicera maackii,1.18610838
1.011776142,Lonicera maackii,1.205745541
1.011776142,Lonicera maackii,1.10002573
1.011776142,Lonicera maackii,1.198657087
1.011776142,Malus baccata,1.188084374
1.011776142,Malus baccata,1.011147361
1.011776142,Malus baccata,0.887054378
1.011776142,Malus baccata,1.142389466
1.011776142,Malus baccata,1.138618434
1.011776142,Philadelphus schrenkii,0.656098202
1.011776142,Philadelphus schrenkii,0.765668555
1.011776142,Philadelphus schrenkii,0.868644438
1.011776142,Philadelphus schrenkii,0.90579588
1.011776142,Philadelphus schrenkii,0.81756537
1.011776142,Pinus koraiensis,0.980911938
1.011776142,Pinus koraiensis,1.028977705
1.011776142,Pinus koraiensis,0.962842681
1.011776142,Pinus koraiensis,0.996949248
1.011776142,Pinus koraiensis,0.841984805
1.011776142,Prunus padus,0.912753304
1.011776142,Prunus padus,0.912753304
1.011776142,Prunus padus,1.145817714
1.011776142,Prunus padus,1.13893394
1.011776142,Prunus padus,1.124830149
1.011776142,Quercus mongolica,1.124830149
1.011776142,Quercus mongolica,1.075546961
1.011776142,Quercus mongolica,1.079904468
1.011776142,Quercus mongolica,1.048053173
1.011776142,Quercus mongolica,1.127104798
1.011776142,Rhamnus parvifolia,1.301029996
1.011776142,Rhamnus parvifolia,1.449324093
1.011776142,Rhamnus parvifolia,1.401572846
1.011776142,Rhamnus parvifolia,1.349277527
1.011776142,Rhamnus ussuriensis,1.090258053
1.011776142,Rubus crataegifolius,0.831869774
1.011776142,Rubus crataegifolius,1.121559844
1.011776142,Rubus crataegifolius,1.082066934
1.011776142,Salix siuzevii,1.120573931
1.011776142,Salix siuzevii,1.120902818
1.011776142,Salix siuzevii,1.151063253
1.011776142,Salix siuzevii,1.157758886
1.011776142,Salix siuzevii,1.1752218
1.011776142,Sambucus williamsii,0.918030337
1.011776142,Sambucus williamsii,1.148910993
1.011776142,Sambucus williamsii,1.146438135
1.011776142,Sambucus williamsii,1.231214648
1.011776142,Schisandra chinensis,0.84135947
1.011776142,Schisandra chinensis,1.049605613
1.011776142,Schisandra chinensis,1.07809415
1.011776142,Schisandra chinensis,1.12904506
1.011776142,Schisandra chinensis,0.972665592
1.011776142,Sorbaria sorbifolia,0.64246452
1.011776142,Sorbaria sorbifolia,0.861534411
1.011776142,Sorbaria sorbifolia,0.951337519
1.011776142,Sorbaria sorbifolia,0.948901761
1.011776142,Sorbaria sorbifolia,0.915927212
1.011776142,Tilia amurensis,1.08849047
1.011776142,Tilia amurensis,1.003029471
