log_leafN_sitemean,Species,log_leafN
1.412422989,Rhus chinensis,1.521138084
1.412422989,Robinia pseudoacacia,1.50242712
1.412422989,Robinia pseudoacacia,1.505149978
1.412422989,Robinia pseudoacacia,1.51851394
1.412422989,Robinia pseudoacacia,1.537819095
1.412422989,Robinia pseudoacacia,1.542825427
1.412422989,Rubus crataegifolius,1.33243846
1.412422989,Rubus crataegifolius,1.336459734
1.412422989,Rubus crataegifolius,1.423245874
1.412422989,Rubus crataegifolius,1.460897843
1.412422989,Rubus crataegifolius,1.469822016
1.412422989,Rubus crataegifolius,1.478566496
1.412422989,Spiraea trilobata,1.324282455
1.412422989,Spiraea trilobata,1.383815366
1.412422989,Spiraea trilobata,1.409933123
1.412422989,Ulmus macrocarpa,1.330413773
1.412422989,Ulmus macrocarpa,1.334453751
1.412422989,Ulmus macrocarpa,1.348304863
1.412422989,Ulmus macrocarpa,1.354108439
1.412422989,Ulmus macrocarpa,1.411619706
1.412422989,Ulmus macrocarpa,1.411619706
1.412422989,Vitis amurensis,1.324282455
1.412422989,Vitis amurensis,1.338456494
1.412422989,Vitis amurensis,1.387389826
1.412422989,Vitis amurensis,1.428134794
1.267636916,Rhus chinensis,1.117933835
1.267636916,Vitex negundo,1.321784783
1.267636916,Loropetalum chinense,1.205718498
1.267636916,Dalbergia hupeana,1.393698017
1.327112654,Stellera chamaejasme,1.426511261
1.330923548,Glochidion puberum,1.276047993
1.330923548,Dalbergia hupeana,1.445837632
1.330923548,Lespedeza bicolor,1.339411687
1.330923548,Vitex negundo,1.33160948
1.330923548,Rhus chinensis,1.269956352
1.330923548,Serissa japonica,1.280487314
1.330923548,Quercus fabri,1.373114381
1.247991869,Quercus fabri,1.293539331
1.247991869,Eurya japonica,1.075035726
1.247991869,Loropetalum chinense,1.236612828
1.247991869,Symplocos paniculata,1.227218045
1.247991869,Rhododendron simsii,1.153936754
1.247991869,Vaccinium bracteatum,1.276507759
1.325622076,Betula fruticosa,1.303196057
1.325622076,Betula fruticosa,1.311753861
1.325622076,Betula fruticosa,1.328379603
1.325622076,Betula fruticosa,1.330413773
1.325622076,Betula fruticosa,1.357934847
1.325622076,Betula platyphylla,1.31386722
1.325622076,Betula platyphylla,1.344392274
1.325622076,Betula platyphylla,1.371067862
1.325622076,Betula platyphylla,1.480006943
1.325622076,Betula platyphylla,1.487138375
1.325622076,Larix gmelini,1.225309282
1.325622076,Larix gmelini,1.264817823
1.325622076,Larix gmelini,1.278753601
1.325622076,Larix gmelini,1.285557309
1.325622076,Larix gmelini,1.309630167
1.325622076,Larix gmelini,1.356025857
1.325622076,Lonicera maackii,1.206825876
1.325622076,Lonicera maackii,1.264817823
1.325622076,Lonicera maackii,1.283301229
1.325622076,Lonicera maackii,1.309630167
1.325622076,Potentilla fruticosa,1.292256071
1.325622076,Potentilla fruticosa,1.303196057
1.325622076,Potentilla fruticosa,1.305351369
1.325622076,Potentilla fruticosa,1.309630167
1.325622076,Potentilla fruticosa,1.328379603
1.325622076,Rosa davurica,1.257678575
1.325622076,Rosa davurica,1.269512944
1.325622076,Rosa davurica,1.274157849
1.325622076,Rosa davurica,1.278753601
1.325622076,Rosa davurica,1.361727836
1.325622076,Salix siuzevii,1.439332694
1.325622076,Salix siuzevii,1.45331834
1.325622076,Salix siuzevii,1.553883027
1.325622076,Salix siuzevii,1.561101384
1.325622076,Sorbaria sorbifolia,1.426511261
1.325622076,Sorbaria sorbifolia,1.445604203
1.325622076,Sorbaria sorbifolia,1.456366033
1.325622076,Sorbaria sorbifolia,1.463892989
1.325622076,Sorbaria sorbifolia,1.53529412
1.325622076,Spiraea salicifolia,1.257678575
1.325622076,Spiraea salicifolia,1.283301229
1.325622076,Spiraea salicifolia,1.283301229
1.325622076,Spiraea salicifolia,1.292256071
1.325622076,Spiraea salicifolia,1.318063335
1.325622076,Vaccinium vitis-idaea,1.037426498
1.325622076,Vaccinium vitis-idaea,1.06069784
1.325622076,Vaccinium vitis-idaea,1.068185862
1.325622076,Vaccinium vitis-idaea,1.075546961
1.325622076,Vaccinium vitis-idaea,1.096910013
1.100208352,Castanopsis carlesii,1.044147621
1.100208352,Castanopsis carlesii,0.951337519
1.100208352,Castanopsis carlesii,1.152899596
1.100208352,Castanopsis fargesii,0.930439595
1.100208352,Castanopsis fargesii,0.957128198
1.100208352,Castanopsis fargesii,1.225567713
1.100208352,Castanopsis sclerophylla,1.170555059
1.100208352,Eurya japonica,0.893761762
1.100208352,Lithocarpus glaber,1.234010818
1.100208352,Loropetalum chinense,0.984527313
1.100208352,Schima superba,0.812244697
1.100208352,Schima superba,0.862727528
1.100208352,Schima superba,0.8876173
1.100208352,Schima superba,0.950851459
1.100208352,Schima superba,1.095866453
1.210678427,Castanopsis carlesii,1.167317335
1.210678427,Castanopsis carlesii,1.198657087
1.210678427,Castanopsis carlesii,1.204119983
1.210678427,Castanopsis carlesii,1.217483944
1.210678427,Castanopsis fargesii,1.096910013
1.210678427,Castanopsis fargesii,1.173186268
1.210678427,Castanopsis fargesii,1.190331698
1.210678427,Castanopsis fargesii,1.193124598
1.210678427,Castanopsis fargesii,1.195899652
1.210678427,Castanopsis fargesii,1.201397124
1.210678427,Castanopsis fargesii,1.217483944
1.210678427,Castanopsis fargesii,1.217483944
1.210678427,Castanopsis fargesii,1.245512668
1.210678427,Castanopsis fargesii,1.252853031
1.210678427,Castanopsis sclerophylla,1.158362492
1.210678427,Castanopsis sclerophylla,1.176091259
1.210678427,Castanopsis sclerophylla,1.176091259
1.210678427,Castanopsis sclerophylla,1.222716471
1.210678427,Castanopsis sclerophylla,1.269512944
1.210678427,Castanopsis sclerophylla,1.301029996
1.210678427,Castanopsis sclerophylla,1.350248018
1.210678427,Clerodendrum cyrtophyllum,1.536558443
1.210678427,Clerodendrum cyrtophyllum,1.557507202
1.210678427,Clerodendrum cyrtophyllum,1.596597096
1.210678427,Cleyera japonica,1.049218023
1.210678427,Cleyera japonica,1.075546961
1.210678427,Cleyera japonica,1.093421685
1.210678427,Cleyera japonica,1.155336037
1.210678427,Cunninghamia lanceolata,0.973127854
1.210678427,Cunninghamia lanceolata,0.995635195
1.210678427,Cunninghamia lanceolata,1.10720997
1.210678427,Cyclobalanopsis glauca,1.193124598
1.210678427,Gardenia jasminoides,1.152288344
1.210678427,Gardenia jasminoides,1.212187604
1.210678427,Gardenia jasminoides,1.240549248
1.210678427,Gardenia jasminoides,1.283301229
1.210678427,Gardenia jasminoides,1.303196057
1.210678427,Gardenia jasminoides,1.330413773
1.210678427,Glochidion puberum,1.184691431
1.210678427,Glochidion puberum,1.190331698
1.210678427,Glochidion puberum,1.336459734
1.210678427,Liquidambar formosana,1.214843848
1.210678427,Liquidambar formosana,1.222716471
1.210678427,Liquidambar formosana,1.267171728
1.210678427,Liquidambar formosana,1.294466226
1.210678427,Liquidambar formosana,1.326335861
1.210678427,Liquidambar formosana,1.326335861
1.210678427,Liquidambar formosana,1.346352974
1.210678427,Lithocarpus glaber,1.149219113
1.210678427,Lithocarpus glaber,1.187520721
1.210678427,Lithocarpus glaber,1.227886705
1.210678427,Lithocarpus glaber,1.235528447
1.210678427,Lithocarpus glaber,1.260071388
1.210678427,Lithocarpus glaber,1.294466226
1.210678427,Lithocarpus glaber,1.354108439
1.210678427,Quercus acutissima,1.367355921
1.210678427,Quercus acutissima,1.432969291
1.210678427,Quercus fabri,1.292256071
1.210678427,Quercus fabri,1.385606274
1.210678427,Schima superba,1.071882007
1.210678427,Schima superba,1.096910013
1.210678427,Schima superba,1.117271296
1.210678427,Schima superba,1.130333768
1.210678427,Schima superba,1.217483944
1.210678427,Schima superba,1.220108088
1.210678427,Schima superba,1.222716471
1.210678427,Syzygium buxifolium,0.963787827
1.210678427,Syzygium buxifolium,1.041392685
1.210678427,Syzygium buxifolium,1.08278537
1.210678427,Syzygium buxifolium,1.127104798
1.210678427,Ternstroemia gymnanthera,1.086359831
1.210678427,Vaccinium bracteatum,0.949390007
1.210678427,Vaccinium bracteatum,1.149219113
1.210678427,Vaccinium bracteatum,1.198657087
1.210678427,Vaccinium bracteatum,1.230448921
1.210678427,Vaccinium bracteatum,1.235528447
1.199843206,Corylus heterophylla,1.194403326
1.199843206,Juglans mandshurica,1.174437796
1.199843206,Euonymus alatus,1.16870368
1.199843206,Vitis amurensis,1.154849842
1.199843206,Celastrus orbiculatus,1.180355296
1.2960893,Caragana rosea,1.459392488
1.2960893,Caragana rosea,1.475671188
1.2960893,Fraxinus mandschurica,1.301029996
1.2960893,Fraxinus mandschurica,1.318063335
1.2960893,Juglans mandshurica,1.252853031
1.2960893,Juglans mandshurica,1.264817823
1.2960893,Maackia amurensis,1.416640507
1.2960893,Maackia amurensis,1.42975228
1.2960893,Phellodendron amurense,1.320146286
1.2960893,Phellodendron amurense,1.334453751
1.2960893,Pinus tabulaeformis,0.934498451
1.2960893,Pinus tabulaeformis,0.934498451
1.2960893,Quercus mongolica,1.227886705
1.2960893,Quercus mongolica,1.243038049
1.2960893,Robinia pseudoacacia,1.436162647
1.2960893,Robinia pseudoacacia,1.450249108
1.230483649,Corylus heterophylla,1.201752063
1.230483649,Periploca sepium,1.194320045
1.230483649,Quercus mongolica,1.278250442
1.230483649,Spiraea blumei,1.153936754
1.230483649,Ulmus pumila,1.324158942
1.242869288,Acer triflorum,1.16181704
1.242869288,Corylus heterophylla,1.221544637
1.242869288,Crataegus pinnatifida,1.191842095
1.242869288,Euonymus alatus,1.14823236
1.242869288,Lonicera japonica,1.315550534
1.242869288,Maackia amurensis,1.357095925
1.242869288,Malus baccata,1.23482088
1.242869288,Quercus mongolica,1.25823009
1.242869288,Rubus crataegifolius,1.199316274
1.242869288,Ulmus pumila,1.221648928
1.287793539,Acer triflorum,1.137195812
1.287793539,Acer truncatum,1.335257256
1.287793539,Corylus heterophylla,1.357534655
1.287793539,Crataegus pinnatifida,1.162982371
1.287793539,Euonymus alatus,1.297037909
1.287793539,Quercus mongolica,1.31858501
1.287793539,Rhamnus davurica,1.212959589
1.287793539,Rubus crataegifolius,1.163757524
1.287793539,Ulmus pumila,1.236814275
1.287793539,Lespedeza bicolor,1.577250458
1.275373823,Acer triflorum,1.212427333
1.275373823,Corylus heterophylla,1.306038816
1.275373823,Crataegus pinnatifida,1.198272098
1.275373823,Euonymus alatus,1.213172309
1.275373823,Lespedeza bicolor,1.300160537
1.275373823,Lonicera japonica,1.255634266
1.275373823,Maackia amurensis,1.452491783
1.275373823,Philadelphus schrenkii,1.285084503
1.275373823,Populus davidiana,1.331305799
1.275373823,Populus koreana,1.127590677
1.275373823,Quercus mongolica,1.388225573
1.275373823,Rhamnus globosa,1.251930085
1.275373823,Rosa davurica,1.262498551
1.275373823,Rubus crataegifolius,1.405380515
1.275373823,Salix chaenomeloides,1.190891717
1.275373823,Ulmus pumila,1.261001023
1.270419573,Corylus heterophylla,1.20265176
1.270419573,Crataegus pinnatifida,1.260286096
1.270419573,Lespedeza bicolor,1.451479405
1.270419573,Malus baccata,1.192901826
1.270419573,Quercus mongolica,1.258397804
1.270419573,Rhamnus davurica,1.29841638
1.270419573,Rosa davurica,1.152655199
1.270419573,Ulmus pumila,1.346568112
1.249388209,Betula platyphylla,1.272769587
1.249388209,Fraxinus mandschurica,1.348110068
1.249388209,Juglans mandshurica,1.471144965
1.249388209,Larix gmelini,1.126456113
1.249388209,Phellodendron amurense,1.384174139
1.249388209,Pinus koraiensis,1.059184618
1.249388209,Pinus sylvestris var. mongolica,1.051538391
1.249388209,Tilia amurensis,1.274157849
1.327398411,Corylus heterophylla,1.282848603
1.327398411,Euonymus alatus,1.272189831
1.327398411,Lespedeza bicolor,1.467045452
1.327398411,Maackia amurensis,1.39951797
1.327398411,Quercus mongolica,1.327849155
1.327398411,Rhamnus davurica,1.349937697
1.327398411,Rosa davurica,1.19240017
1.274129756,Acer triflorum,1.234491974
1.274129756,Betula platyphylla,1.33725954
1.274129756,Corylus heterophylla,1.364738555
1.274129756,Euonymus alatus,1.212427333
1.274129756,Maackia amurensis,1.386659455
1.274129756,Malus baccata,1.172427777
1.274129756,Quercus mongolica,1.275702849
1.274129756,Rosa davurica,1.192009593
1.274129756,Tilia mandshurica,1.301116846
1.274129756,Ulmus pumila,1.264463634
1.226509221,Fraxinus mandschurica,1.240549248
1.226509221,Fraxinus mandschurica,1.423245874
1.226509221,Juglans mandshurica,1.351796307
1.226509221,Larix gmelini,1.164947373
1.226509221,Pinus koraiensis,0.923244019
1.379740461,Acanthopanax senticosus,1.46686762
1.379740461,Acanthopanax senticosus,1.495544338
1.379740461,Acanthopanax senticosus,1.50242712
1.379740461,Acanthopanax senticosus,1.509202522
1.379740461,Acanthopanax senticosus,1.608526034
1.379740461,Acer mono,1.243038049
1.379740461,Acer mono,1.311753861
1.379740461,Acer mono,1.340444115
1.379740461,Acer mono,1.357934847
1.379740461,Acer mono,1.378397901
1.379740461,Corylus mandshurica,1.281033367
1.379740461,Corylus mandshurica,1.301029996
1.379740461,Corylus mandshurica,1.307496038
1.379740461,Corylus mandshurica,1.307496038
1.379740461,Corylus mandshurica,1.352182518
1.379740461,Crataegus pinnatifida,1.269512944
1.379740461,Crataegus pinnatifida,1.281033367
1.379740461,Crataegus pinnatifida,1.28780173
1.379740461,Crataegus pinnatifida,1.292256071
1.379740461,Crataegus pinnatifida,1.303196057
1.379740461,Euonymus alatus,1.255272505
1.379740461,Euonymus alatus,1.276461804
1.379740461,Euonymus alatus,1.281033367
1.379740461,Euonymus alatus,1.292256071
1.379740461,Euonymus alatus,1.357934847
1.379740461,Fraxinus mandschurica,1.459392488
1.379740461,Fraxinus mandschurica,1.505149978
1.379740461,Fraxinus mandschurica,1.519827994
1.379740461,Fraxinus mandschurica,1.532754379
1.379740461,Fraxinus mandschurica,1.588831726
1.379740461,Juglans mandshurica,1.432969291
1.379740461,Juglans mandshurica,1.45331834
1.379740461,Juglans mandshurica,1.523746467
1.379740461,Juglans mandshurica,1.525044807
1.379740461,Juglans mandshurica,1.545307116
1.379740461,Larix gmelini,1.245512668
1.379740461,Larix gmelini,1.255272505
1.379740461,Larix gmelini,1.283301229
1.379740461,Larix gmelini,1.28780173
1.379740461,Larix gmelini,1.311753861
1.379740461,Lespedeza bicolor,1.51054501
1.379740461,Lespedeza bicolor,1.552668216
1.379740461,Lespedeza bicolor,1.564666064
1.379740461,Lespedeza bicolor,1.571708832
1.379740461,Lespedeza bicolor,1.587710965
1.379740461,Lonicera maackii,1.334453751
1.379740461,Lonicera maackii,1.382017043
1.379740461,Lonicera maackii,1.396199347
1.379740461,Lonicera maackii,1.411619706
1.379740461,Lonicera maackii,1.439332694
1.379740461,Malus baccata,1.267171728
1.379740461,Malus baccata,1.292256071
1.379740461,Malus baccata,1.298853076
1.379740461,Malus baccata,1.309630167
1.379740461,Malus baccata,1.369215857
1.379740461,Philadelphus schrenkii,1.240549248
1.379740461,Philadelphus schrenkii,1.260071388
1.379740461,Philadelphus schrenkii,1.290034611
1.379740461,Philadelphus schrenkii,1.31386722
1.379740461,Philadelphus schrenkii,1.338456494
1.379740461,Pinus koraiensis,1.045322979
1.379740461,Pinus koraiensis,1.093421685
1.379740461,Pinus koraiensis,1.127104798
1.379740461,Pinus koraiensis,1.1430148
1.379740461,Pinus koraiensis,1.149219113
1.379740461,Prunus padus,1.255272505
1.379740461,Prunus padus,1.276461804
1.379740461,Prunus padus,1.285557309
1.379740461,Prunus padus,1.318063335
1.379740461,Prunus padus,1.318063335
1.379740461,Quercus mongolica,1.365487985
1.379740461,Quercus mongolica,1.399673721
1.379740461,Quercus mongolica,1.408239965
1.379740461,Quercus mongolica,1.426511261
1.379740461,Quercus mongolica,1.434568904
1.379740461,Rhamnus parvifolia,1.440909082
1.379740461,Rhamnus parvifolia,1.457881897
1.379740461,Rhamnus parvifolia,1.469822016
1.379740461,Rhamnus parvifolia,1.482873584
1.379740461,Rhamnus ussuriensis,1.474216264
1.379740461,Rubus crataegifolius,1.382017043
1.379740461,Rubus crataegifolius,1.457881897
1.379740461,Rubus crataegifolius,1.480006943
1.379740461,Salix siuzevii,1.356025857
1.379740461,Salix siuzevii,1.385606274
1.379740461,Salix siuzevii,1.389166084
1.379740461,Salix siuzevii,1.440909082
1.379740461,Salix siuzevii,1.460897843
1.379740461,Sambucus williamsii,1.481442629
1.379740461,Sambucus williamsii,1.553883027
1.379740461,Sambucus williamsii,1.64738297
1.379740461,Sambucus williamsii,1.687528961
1.379740461,Schisandra chinensis,1.31386722
1.379740461,Schisandra chinensis,1.382017043
1.379740461,Schisandra chinensis,1.507855872
1.379740461,Schisandra chinensis,1.519827994
1.379740461,Schisandra chinensis,1.550228353
1.379740461,Sorbaria sorbifolia,1.442479769
1.379740461,Sorbaria sorbifolia,1.471291711
1.379740461,Sorbaria sorbifolia,1.506505032
1.379740461,Sorbaria sorbifolia,1.556302501
1.379740461,Sorbaria sorbifolia,1.561101384
1.379740461,Tilia amurensis,1.414973348
1.379740461,Tilia amurensis,1.445604203
1.379740461,Tilia amurensis,1.45484486
1.379740461,Tilia amurensis,1.463892989
1.379740461,Tilia amurensis,1.482873584
1.379740461,Tilia mandshurica,1.338456494
1.379740461,Tilia mandshurica,1.383815366
1.379740461,Tilia mandshurica,1.40654018
1.379740461,Tilia mandshurica,1.411619706
1.379740461,Tilia mandshurica,1.489958479
1.379740461,Ulmus japonica,1.382017043
1.379740461,Ulmus japonica,1.394451681
1.379740461,Ulmus japonica,1.462397998
1.379740461,Ulmus japonica,1.46834733
1.379740461,Ulmus japonica,1.50242712
1.379740461,Ulmus macrocarpa,1.451786436
1.379740461,Ulmus macrocarpa,1.485721426
1.379740461,Ulmus macrocarpa,1.5289167
1.379740461,Ulmus macrocarpa,1.547774705
1.379740461,Ulmus macrocarpa,1.579783597
1.379740461,Vitis amurensis,1.51054501
1.379740461,Vitis amurensis,1.549003262
1.379740461,Vitis amurensis,1.58546073
1.273378383,Quercus mongolica,1.344608385
1.273378383,Lespedeza bicolor,1.36599312
1.273378383,Populus davidiana,1.321370558
1.273378383,Rhamnus davurica,1.227552503
1.273378383,Rubus crataegifolius,1.150909874
1.273378383,Acer triflorum,1.176727758
1.273378383,Ulmus pumila,1.326622565
1.273378383,Crataegus pinnatifida,1.231495076
1.273378383,Euonymus alatus,1.295677034
1.273378383,Lonicera japonica,1.177103432
1.273378383,Rosa davurica,1.169321684
1.273378383,Corylus heterophylla,1.392204356
1.210488543,Corylus heterophylla,1.252780238
1.210488543,Lespedeza bicolor,1.368138065
1.210488543,Lonicera japonica,1.170437745
1.210488543,Populus davidiana,1.196977135
1.210488543,Rhamnus davurica,1.193152437
1.210488543,Rosa davurica,1.192595328
1.210488543,Rubus crataegifolius,1.035069344
1.210488543,Quercus mongolica,1.274758054
1.234399661,Malus baccata,1.212081016
1.234399661,Phellodendron amurense,1.398287305
1.234399661,Philadelphus schrenkii,1.341830057
1.234399661,Rubus crataegifolius,1.206529052
1.234399661,Corylus heterophylla,1.261286665
1.234399661,Euonymus alatus,1.155336037
1.234399661,Lonicera maackii,1.250761448
1.234399661,Rosa davurica,1.139091608
1.244527712,Crataegus pinnatifida,1.201533673
1.244527712,Maackia amurensis,1.472829557
1.244527712,Crataegus pinnatifida,1.170760281
1.244527712,Euonymus alatus,1.172223341
1.244527712,Lonicera japonica,1.230959556
1.244527712,Euonymus alatus,1.136783963
1.244527712,Sorbaria sorbifolia,1.325371969
1.244527712,Rosa davurica,1.245759356
1.223139719,Rosa davurica,1.274988682
1.223139719,Corylus heterophylla,1.299550878
1.223139719,Betula platyphylla,1.289499766
1.223139719,Euonymus alatus,1.169586273
1.223139719,Lonicera maackii,1.007833093
1.162513872,Spiraea blumei,1.06699642
1.162513872,Salix rorida,1.111094411
1.162513872,Salix siuzevii,1.246030551
1.162513872,Corylus heterophylla,1.358144325
1.36097465,Acer truncatum,1.465382851
1.36097465,Acer truncatum,1.469822016
1.36097465,Acer truncatum,1.487138375
1.36097465,Acer truncatum,1.487138375
1.36097465,Acer truncatum,1.494154594
1.36097465,Vaccinium vitis-idaea,1.146128036
1.36097465,Vaccinium vitis-idaea,1.146128036
1.36097465,Vaccinium vitis-idaea,1.193124598
1.36097465,Vaccinium vitis-idaea,1.206825876
1.36097465,Vaccinium vitis-idaea,1.214843848
1.360234923,Acanthopanax senticosus,1.267171728
1.360234923,Acanthopanax senticosus,1.301029996
1.360234923,Acanthopanax senticosus,1.326335861
1.360234923,Acanthopanax senticosus,1.33243846
1.360234923,Acanthopanax senticosus,1.361727836
1.360234923,Acer mono,1.227886705
1.360234923,Acer mono,1.340444115
1.360234923,Acer mono,1.348304863
1.360234923,Acer mono,1.36361198
1.360234923,Acer mono,1.371067862
1.360234923,Betula platyphylla,1.230448921
1.360234923,Betula platyphylla,1.305351369
1.360234923,Betula platyphylla,1.330413773
1.360234923,Betula platyphylla,1.357934847
1.360234923,Betula platyphylla,1.409933123
1.360234923,Corylus mandshurica,1.338456494
1.360234923,Corylus mandshurica,1.359835482
1.360234923,Corylus mandshurica,1.369215857
1.360234923,Corylus mandshurica,1.376576957
1.360234923,Corylus mandshurica,1.387389826
1.360234923,Euonymus alatus,1.23299611
1.360234923,Euonymus alatus,1.235528447
1.360234923,Euonymus alatus,1.29666519
1.360234923,Euonymus alatus,1.31386722
1.360234923,Euonymus alatus,1.315970345
1.360234923,Fraxinus mandschurica,1.290034611
1.360234923,Fraxinus mandschurica,1.352182518
1.360234923,Fraxinus mandschurica,1.357934847
1.360234923,Fraxinus mandschurica,1.357934847
1.360234923,Fraxinus mandschurica,1.399673721
1.360234923,Fraxinus mandschurica,1.40654018
1.360234923,Fraxinus mandschurica,1.45484486
1.360234923,Larix gmelini,1.267171728
1.360234923,Larix gmelini,1.318063335
1.360234923,Larix gmelini,1.326335861
1.360234923,Larix gmelini,1.344392274
1.360234923,Larix gmelini,1.372912003
1.360234923,Lespedeza bicolor,1.605305046
1.360234923,Lespedeza bicolor,1.617000341
1.360234923,Lespedeza bicolor,1.619093331
1.360234923,Lespedeza bicolor,1.641474111
1.360234923,Lespedeza bicolor,1.645422269
1.360234923,Maackia amurensis,1.469822016
1.360234923,Maackia amurensis,1.515873844
1.360234923,Maackia amurensis,1.567026366
1.360234923,Malus baccata,1.206825876
1.360234923,Malus baccata,1.217483944
1.360234923,Malus baccata,1.238046103
1.360234923,Malus baccata,1.292256071
1.360234923,Malus baccata,1.294466226
1.360234923,Phellodendron amurense,1.445604203
1.360234923,Phellodendron amurense,1.519827994
1.360234923,Phellodendron amurense,1.539076099
1.360234923,Philadelphus schrenkii,1.31386722
1.360234923,Philadelphus schrenkii,1.342422681
1.360234923,Philadelphus schrenkii,1.382017043
1.360234923,Philadelphus schrenkii,1.408239965
1.360234923,Philadelphus schrenkii,1.46834733
1.360234923,Pinus koraiensis,0.995635195
1.360234923,Pinus koraiensis,1.017033339
1.360234923,Pinus koraiensis,1.075546961
1.360234923,Pinus koraiensis,1.086359831
1.360234923,Pinus koraiensis,1.123851641
1.360234923,Populus davidiana,1.28780173
1.360234923,Populus davidiana,1.342422681
1.360234923,Populus davidiana,1.350248018
1.360234923,Populus koreana,1.201397124
1.360234923,Populus koreana,1.255272505
1.360234923,Populus koreana,1.264817823
1.360234923,Populus koreana,1.281033367
1.360234923,Populus koreana,1.292256071
1.360234923,Populus koreana,1.311753861
1.360234923,Quercus mongolica,1.357934847
1.360234923,Quercus mongolica,1.374748346
1.360234923,Quercus mongolica,1.378397901
1.360234923,Quercus mongolica,1.378397901
1.360234923,Quercus mongolica,1.432969291
1.360234923,Quercus mongolica,1.457881897
1.360234923,Ribes mandshuricum,1.394451681
1.360234923,Ribes mandshuricum,1.474216264
1.360234923,Ribes mandshuricum,1.523746467
1.360234923,Ribes mandshuricum,1.526339277
1.360234923,Ribes mandshuricum,1.553883027
1.360234923,Rosa davurica,1.276461804
1.360234923,Rosa davurica,1.278753601
1.360234923,Rosa davurica,1.285557309
1.360234923,Rosa davurica,1.301029996
1.360234923,Rosa davurica,1.336459734
1.360234923,Salix rorida,1.204119983
1.360234923,Salix rorida,1.281033367
1.360234923,Salix rorida,1.281033367
1.360234923,Salix rorida,1.357934847
1.360234923,Salix rorida,1.367355921
1.360234923,Salix siuzevii,1.075546961
1.360234923,Salix siuzevii,1.1430148
1.360234923,Salix siuzevii,1.255272505
1.360234923,Salix siuzevii,1.255272505
1.360234923,Sambucus williamsii,1.445604203
1.360234923,Sambucus williamsii,1.484299839
1.360234923,Sambucus williamsii,1.587710965
1.360234923,Sambucus williamsii,1.606381365
1.360234923,Sambucus williamsii,1.661812686
1.360234923,Schisandra chinensis,1.260071388
1.360234923,Schisandra chinensis,1.330413773
1.360234923,Schisandra chinensis,1.359835482
1.360234923,Schisandra chinensis,1.36361198
1.360234923,Schisandra chinensis,1.414973348
1.360234923,Sorbaria sorbifolia,1.33243846
1.360234923,Sorbaria sorbifolia,1.338456494
1.360234923,Sorbaria sorbifolia,1.342422681
1.360234923,Spiraea salicifolia,1.238046103
1.360234923,Spiraea salicifolia,1.298853076
1.360234923,Spiraea salicifolia,1.305351369
1.360234923,Spiraea salicifolia,1.31386722
1.360234923,Spiraea salicifolia,1.322219295
1.360234923,Tilia amurensis,1.361727836
1.360234923,Tilia amurensis,1.387389826
1.360234923,Tilia amurensis,1.419955748
1.360234923,Tilia amurensis,1.428134794
1.360234923,Tilia amurensis,1.462397998
1.360234923,Tilia amurensis,1.474216264
1.360234923,Tilia mandshurica,1.413299764
1.360234923,Tilia mandshurica,1.465382851
1.360234923,Tilia mandshurica,1.46686762
1.360234923,Tilia mandshurica,1.471291711
1.360234923,Tilia mandshurica,1.515873844
1.360234923,Ulmus japonica,1.303196057
1.360234923,Ulmus japonica,1.344392274
1.360234923,Ulmus japonica,1.374748346
1.360234923,Ulmus japonica,1.376576957
1.360234923,Ulmus japonica,1.416640507
1.360234923,Ulmus japonica,1.416640507
1.241996717,Populus koreana,1.164382601
1.241996717,Lespedeza bicolor,1.475351523
1.241996717,Populus davidiana,1.151553705
1.241996717,Ulmus japonica,1.138618434
1.241996717,Salix rorida,1.280077323
1.187657574,Betula fruticosa,1.185145358
1.187657574,Populus koreana,1.223132362
1.187657574,Potentilla fruticosa,1.135768515
1.187657574,Betula platyphylla,1.226625679
1.187657574,Salix siuzevii,1.212826586
1.171728097,Corylus heterophylla,1.260691366
1.171728097,Quercus mongolica,1.205583259
1.171728097,Crataegus pinnatifida,1.213703654
1.171728097,Lespedeza davurica,1.301615898
1.171728097,Populus davidiana,0.629511534
1.171728097,Rosa davurica,1.185542155
1.171728097,Lespedeza bicolor,1.405448816
1.23228207,Lonicera japonica,1.324364778
1.23228207,Euonymus alatus,1.181614952
1.23228207,Spiraea blumei,1.114944416
1.23228207,Rhamnus davurica,1.296160414
1.23228207,Rosa davurica,1.214366922
1.23228207,Acer triflorum,1.167966813
1.23228207,Amorpha fruticosa,1.334373319
1.23228207,Corylus heterophylla,1.279210513
1.23228207,Crataegus pinnatifida,1.1775365
0.745655637,Lespedeza bicolor,0.882524538
0.745655637,Corylus heterophylla,0.662285516
0.745655637,Sorbaria sorbifolia,0.621176282
0.745655637,Quercus mongolica,0.938069186
0.745655637,Rosa davurica,0.731588765
0.745655637,Rhamnus davurica,0.638289535
1.276930982,Acer triflorum,1.138555305
1.276930982,Rhamnus davurica,1.2757719
1.276930982,Corylus heterophylla,1.266137582
1.276930982,Rosa davurica,1.263494042
1.276930982,Lonicera maackii,1.188787913
1.276930982,Quercus mongolica,1.341414739
1.276930982,Lespedeza bicolor,1.464355393
1.40971118,Acanthopanax senticosus,1.436162647
1.40971118,Acanthopanax senticosus,1.480006943
1.40971118,Acanthopanax senticosus,1.481442629
1.40971118,Acanthopanax senticosus,1.525044807
