log_leafN_sitemean,Species,log_leafN
1.248133805,Fagus sylvatica,1.394451681
1.248133805,Pinus nigra,1.089905111
1.248133805,Pinus nigra,1.089905111
1.248133805,Pinus sylvestris,1.152288344
1.248133805,Pinus sylvestris,1.152288344
1.248133805,Quercus faginea,1.298853076
1.248133805,Quercus faginea,1.298853076
1.248133805,Quercus ilex,1.235528447
1.248133805,Quercus ilex,1.235528447
1.248133805,Quercus robur,1.390935107
1.248133805,Quercus robur,1.390935107
1.339448271,Fraxinus excelsior,1.372912003
1.339448271,Acer platanoides,1.371621927
1.339448271,Acer pseudoplatanus,1.45377686
1.339448271,Alnus glutinosa,1.548757829
1.339448271,Calluna vulgaris,1.169380495
1.339448271,Castanea sativa,1.376029182
1.339448271,Corylus avellana,1.390228362
1.339448271,Crataegus monogyna,1.253095586
1.339448271,Empetrum nigrum,1.123198075
1.339448271,Fagus sylvatica,1.377852419
1.339448271,hippophae rhamnoides,1.483301952
1.339448271,Ilex aquifolium,1.206015877
1.339448271,Larix decidua,1.352761192
1.339448271,Picea sitchensis,1.115610512
1.339448271,Pinus sylvestris,1.223495941
1.339448271,Prunus spinosa,1.48187241
1.339448271,Quercus cerris,1.437274797
1.339448271,Quercus ilex,1.370142847
1.339448271,Quercus petraea,1.409595019
1.339448271,Quercus robur,1.457881897
1.339448271,Ribes uva-crispa,1.349860082
1.339448271,Rubus fruticosus,1.400883216
1.339448271,Salix caprea,1.431685345
1.339448271,Sambucus nigra,1.52179165
1.339448271,Sorbus aucuparia,1.402605242
1.339448271,Swida sanguinea,1.327358934
1.339448271,Taxus baccata,1.377670439
1.339448271,Vaccinium myrtillus,1.232487866
1.339448271,Vaccinium vitis-idaea,1.050379756
1.340489485,Fraxinus excelsior,1.428620673
1.340489485,Acer platanoides,1.371067862
1.340489485,Acer pseudoplatanus,1.45331834
1.340489485,Agrostis capillaris,1.367355921
1.340489485,Alnus glutinosa,1.549003262
1.340489485,Anthoxanthum odoratum,1.309630167
1.340489485,Betula pendula,1.439332694
1.340489485,Calluna vulgaris,1.170261715
1.340489485,Carex flacca,1.264817823
1.340489485,Castanea sativa,1.376576957
1.340489485,Corylus avellana,1.390935107
1.340489485,Crataegus monogyna,1.252853031
1.340489485,Dactylis glomerata,1.385606274
1.340489485,Deschampsia flexuosa,1.193124598
1.340489485,Empetrum nigrum,1.025305865
1.340489485,Empetrum nigrum,1.025305865
1.340489485,Fagus sylvatica,1.378397901
1.340489485,Festuca ovina,1.068185862
1.340489485,Festuca rubra,1.206825876
1.340489485,hippophae rhamnoides,1.482873584
1.340489485,Holcus lanatus,1.432969291
1.340489485,Ilex aquifolium,1.170261715
1.340489485,Larix decidua,1.352182518
1.340489485,Lolium perenne,1.514547753
1.340489485,Lotus corniculatus,1.431363764
1.340489485,Picea sitchensis,1.120573931
1.340489485,Pinus sylvestris,1.198657087
1.340489485,Plantago lanceolata,1.311753861
1.340489485,Poa annua,1.58546073
1.340489485,Prunus spinosa,1.481442629
1.340489485,Quercus ilex,1.31386722
1.340489485,Quercus petraea,1.409933123
1.340489485,Ribes uva-crispa,1.350248018
1.340489485,Rubus fruticosus,1.401400541
1.340489485,Rumex acetosella,1.472756449
1.340489485,Rumex acetosella,1.472756449
1.340489485,Salix caprea,1.431363764
1.340489485,Sambucus nigra,1.522444234
1.340489485,Sorbus aucuparia,1.403120521
1.340489485,Swida sanguinea,1.328379603
1.340489485,Taxus baccata,1.336459734
1.340489485,Tilia cordata,1.404833717
1.340489485,Urtica dioica,1.629409599
1.340489485,Vaccinium myrtillus,1.23299611
1.340489485,Vaccinium vitis-idaea,1.033423755
1.298985011,Betula pendula,1.483587297
1.298985011,Betula pendula,1.401974625
1.298985011,Betula pendula,1.430290106
1.298985011,Picea sitchensis,1.115610512
1.298985011,Picea sitchensis,1.115610512
1.298985011,Picea sitchensis,1.122215878
1.298985011,Pinus sylvestris,1.183744223
1.298985011,Pinus sylvestris,1.223582462
1.298985011,Pinus sylvestris,1.108339475
1.298985011,Pinus sylvestris,1.15330662
1.298985011,Pinus sylvestris,1.247154615
1.298985011,Pinus sylvestris,1.26245109
1.298985011,Prunus spinosa,1.46686762
1.298985011,Prunus spinosa,1.481920138
1.298985011,Prunus spinosa,1.496468369
1.298985011,Quercus cerris,1.437221902
1.298985011,Quercus cerris,1.437221902
1.298985011,Quercus ilex,1.370142847
1.298985011,Quercus ilex,1.370142847
1.298985011,Quercus ilex,1.247154615
1.298985011,Quercus petraea,1.485721426
1.298985011,Quercus petraea,1.366111523
1.298985011,Quercus petraea,1.324282455
1.298985011,Quercus petraea,1.444044796
1.298985011,Quercus robur,1.478566496
1.298985011,Quercus robur,1.436162647
1.298985011,Quercus rubra,1.354748519
1.298985011,Ribes uva-crispa,1.364081741
1.298985011,Ribes uva-crispa,1.335123442
1.298985011,Robinia pseudoacacia,1.472756449
1.298985011,Rubus fruticosus,1.458637849
1.298985011,Rubus fruticosus,1.444565221
1.298985011,Rubus fruticosus,1.277227081
1.298985011,Salix caprea,1.472756449
1.298985011,Salix caprea,1.364238216
1.298985011,Salix caprea,1.431721061
1.298985011,Salix caprea,1.450762156
1.298985011,Sambucus nigra,1.515432263
1.298985011,Sambucus nigra,1.503790683
1.298985011,Sambucus nigra,1.559108289
1.298985011,Sambucus nigra,1.52179165
1.298985011,Sambucus nigra,1.506505032
1.298985011,Sorbus aucuparia,1.27338714
1.298985011,Sorbus aucuparia,1.425968732
1.298985011,Sorbus aucuparia,1.459392488
1.298985011,Sorbus aucuparia,1.428674626
1.298985011,Taxus baccata,1.210407706
1.298985011,Taxus baccata,1.321529391
1.298985011,Taxus baccata,1.333783026
1.298985011,Taxus baccata,1.399096586
1.298985011,Taxus baccata,1.322219295
1.298985011,Taxus baccata,1.407107515
1.298985011,Vaccinium myrtillus,1.244689361
1.298985011,Vaccinium myrtillus,1.220108088
1.298985011,Vaccinium vitis-idaea,0.894131375
1.298985011,Vaccinium vitis-idaea,1.099220096
1.298985011,Vaccinium vitis-idaea,1.104942108
1.298985011,Vaccinium vitis-idaea,0.994903443
1.298985011,Castanea sativa,1.397940009
1.298985011,Castanea sativa,1.292256071
1.298985011,Castanea sativa,1.426511261
1.298985011,Crataegus monogyna,1.320838389
1.298985011,Crataegus monogyna,1.171238756
1.298985011,Crataegus monogyna,1.198657087
1.298985011,Crataegus monogyna,1.302475237
1.298985011,Empetrum nigrum,0.851462195
1.298985011,Empetrum nigrum,0.948575958
1.298985011,Empetrum nigrum,1.182794945
1.298985011,Empetrum nigrum,1.054357662
1.298985011,Fagus sylvatica,1.407674109
1.298985011,Fagus sylvatica,1.226170123
1.298985011,Fagus sylvatica,1.34176416
1.298985011,Fagus sylvatica,1.492760389
1.298985011,Fraxinus excelsior,1.354108439
1.298985011,Ilex aquifolium,1.01911629
1.298985011,Ilex aquifolium,1.213074825
1.298985011,Ilex aquifolium,1.119475841
1.298985011,Ilex aquifolium,1.278753601
1.298985011,Ilex aquifolium,1.411619706
1.298985011,Ilex aquifolium,1.174156759
1.298985011,Ilex aquifolium,1.10946605
1.298985011,Ilex aquifolium,1.009025742
1.298985011,Larix decidua,1.391523184
1.298985011,Larix decidua,1.327699424
1.298985011,Larix decidua,1.336459734
1.298985011,Acer platanoides,1.365487985
1.298985011,Acer platanoides,1.371683446
1.298985011,Acer platanoides,1.283979284
1.298985011,Acer pseudoplatanus,1.397940009
1.298985011,Acer pseudoplatanus,1.372298159
1.298985011,Acer pseudoplatanus,1.528488191
1.298985011,Acer pseudoplatanus,1.496468369
1.298985011,Alnus glutinosa,1.540329475
1.298985011,Alnus glutinosa,1.570153613
1.298985011,Alnus glutinosa,1.509202522
1.298985011,Alnus glutinosa,1.572096768
1.298985011,Arbutus unedo,1.117271296
1.298985011,Arbutus unedo,1.362356793
1.298985011,Arbutus unedo,1.362356793
1.298985011,Calluna vulgaris,1.06320822
1.298985011,Calluna vulgaris,1.188459736
1.298985011,Calluna vulgaris,1.238046103
1.298985011,Corylus avellana,1.403120521
1.298985011,Corylus avellana,1.329058719
1.298985011,Corylus avellana,1.403977964
1.298985011,Corylus avellana,1.269512944
1.079237279,Pinus ponderosa,1.032215703
1.079237279,Pinus ponderosa,1.044147621
1.288981363,Achillea millefolium,1.26599637
1.288981363,Achillea millefolium,1.290479813
1.288981363,Achillea millefolium,1.334252642
1.288981363,Pinus ponderosa,1.096910013
1.288981363,Pinus ponderosa,1.097951071
1.288981363,Pinus ponderosa,1.11058971
1.288981363,Pinus ponderosa,1.11058971
1.288981363,Pinus ponderosa,1.192288613
1.288981363,Pinus ponderosa,1.193124598
1.288981363,Poa pratensis,1.155336037
1.288981363,Poa pratensis,1.160768562
1.288981363,Poa pratensis,1.1775365
1.288981363,Poa pratensis,1.207365037
1.288981363,Populus tremuloides,1.450403086
1.288981363,Populus tremuloides,1.450403086
1.288981363,Populus tremuloides,1.515873844
1.288981363,Populus tremuloides,1.515873844
1.117993773,Pinus ponderosa,1.095169351
1.117993773,Pinus ponderosa,1.192846115
1.117993773,Pinus ponderosa,1.222196046
1.117993773,Pseudotsuga menziesii,1.029383778
1.117993773,Pseudotsuga menziesii,1.041392685
1.117993773,Pseudotsuga menziesii,1.08170727
1.091251144,Pinus ponderosa,0.984977126
1.225319111,Vaccinium vitis-idaea,0.995635195
0.996270421,Vaccinium calycinum,1.123851641
0.996270421,Cheirodendron trigynum,1.100370545
0.996270421,Ilex anomala,0.934498451
0.996270421,Metrosideros polymorpha,0.875061263
0.996270421,Metrosideros polymorpha,0.939519253
0.996270421,Myrsine lessertiana,1.004321374
0.995199236,Vaccinium calycinum,1.049218023
0.995199236,Cheirodendron trigynum,1.068185862
0.995199236,Ilex anomala,0.959041392
0.995199236,Metrosideros polymorpha,0.959041392
0.995199236,Metrosideros polymorpha,1.049218023
0.995199236,Myrsine lessertiana,0.886490725
1.081666108,Vaccinium calycinum,1.117271296
1.081666108,Cheirodendron trigynum,1.225309282
1.081666108,Ilex anomala,1.049218023
1.081666108,Metrosideros polymorpha,1.025305865
1.081666108,Myrsine lessertiana,0.991226076
1.100234806,Vaccinium calycinum,1.190331698
1.100234806,Vaccinium calycinum,1.181843588
1.100234806,Cheirodendron trigynum,1.212187604
1.100234806,Cheirodendron trigynum,1.11058971
1.100234806,Ilex anomala,1.041392685
1.100234806,Ilex anomala,1.045322979
1.100234806,Metrosideros polymorpha,1.152288344
1.100234806,Metrosideros polymorpha,1.10720997
1.100234806,Metrosideros polymorpha,1.152288344
1.100234806,Myrsine lessertiana,1.017033339
1.100234806,Myrsine lessertiana,0.892094603
1.046403721,Metrosideros polymorpha,0.934498451
1.046403721,Metrosideros polymorpha,0.939519253
1.08488846,Ilex anomala,1.093421685
1.08488846,Metrosideros polymorpha,0.770852012
1.08488846,Metrosideros polymorpha,0.886490725
1.08488846,Metrosideros polymorpha,0.892094603
1.08488846,Metrosideros polymorpha,1.045322979
1.114910279,Dodonaea viscosa,1.146128036
1.114910279,Metrosideros polymorpha,0.86332286
1.114910279,Metrosideros polymorpha,0.934498451
1.114910279,Myrsine lessertiana,0.982271233
1.081350982,Vaccinium calycinum,1.206825876
1.081350982,Cheirodendron trigynum,1.133538908
1.081350982,Ilex anomala,0.982271233
1.081350982,Metrosideros polymorpha,1.029383778
1.081350982,Metrosideros polymorpha,1.056904851
1.081350982,Myrsine lessertiana,1.079181246
0.997252671,Cheirodendron trigynum,1.075546961
0.997252671,Ilex anomala,1.093421685
0.997252671,Metrosideros polymorpha,0.770852012
0.997252671,Metrosideros polymorpha,0.934498451
0.997252671,Metrosideros polymorpha,0.86332286
0.997252671,Metrosideros polymorpha,0.886490725
0.997252671,Metrosideros polymorpha,0.892094603
0.997252671,Metrosideros polymorpha,1.045322979
0.997252671,Myrsine lessertiana,0.982271233
1.267510963,Casuarina equisetifolia,1.155336037
1.267510963,Casuarina equisetifolia,1.209515015
1.267510963,Casuarina equisetifolia,1.267171728
1.267510963,Acacia koa,1.539076099
1.267510963,Acacia koa,1.46686762
1.267510963,Acacia koa,1.334453751
1.267510963,Cheirodendron trigynum,1.152288344
1.267510963,Cheirodendron trigynum,1.120573931
1.267510963,Cheirodendron trigynum,1.245512668
1.267510963,Grevillea robusta,1.250420002
1.267510963,Grevillea robusta,1.359835482
1.267510963,Grevillea robusta,1.357934847
1.267510963,Lantana camara,1.459392488
1.267510963,Lantana camara,1.418301291
1.267510963,Lantana camara,1.462397998
1.267510963,Leucaena leucocephala,1.63447727
1.267510963,Leucaena leucocephala,1.59439255
1.267510963,Leucaena leucocephala,1.521138084
1.267510963,Mangifera indica,1.204119983
1.267510963,Metrosideros polymorpha,1.167317335
1.267510963,Metrosideros polymorpha,1.056904851
1.267510963,Metrosideros polymorpha,0.977723605
1.267510963,Ilex anomala,0.919078092
1.267510963,Ilex anomala,0.770852012
1.267510963,Ilex anomala,0.908485019
1.267510963,Myrsine lessertiana,1.056904851
1.267510963,Myrsine lessertiana,1.004321374
1.267510963,Myrsine lessertiana,1.053078443
1.267510963,Psidium guajava,1.103803721
1.267510963,Psidium guajava,1.120573931
1.267510963,Psidium guajava,1.008600172
1.267510963,Vaccinium calycinum,1.093421685
1.267510963,Vaccinium calycinum,1.06069784
1.267510963,Vaccinium calycinum,1.093421685
1.264297386,Casuarina equisetifolia,1.212187604
1.264297386,Acacia koa,1.45484486
1.264297386,Cheirodendron trigynum,1.176091259
1.264297386,Grevillea robusta,1.326335861
1.264297386,Leucaena leucocephala,1.58546073
1.264297386,Mangifera indica,1.204119983
1.264297386,Metrosideros polymorpha,1.075546961
1.264297386,Ilex anomala,0.86923172
1.264297386,Myrsine lessertiana,1.037426498
1.264297386,Psidium guajava,1.079181246
1.264297386,Vaccinium calycinum,1.08278537
1.276201962,Eschweilera coriacea,1.234770295
1.276201962,Eschweilera coriacea,1.244277121
1.276201962,Eschweilera coriacea,1.256477206
1.276201962,Eschweilera coriacea,1.284881715
1.276201962,Eschweilera coriacea,1.286231854
1.276201962,Eschweilera coriacea,1.292699003
1.276201962,Eschweilera coriacea,1.341038632
1.276201962,Inga sp,1.444981112
1.276201962,Inga sp,1.484584529
1.276201962,Inga sp,1.518908574
1.276201962,Lecythis idatimon,1.265760917
1.276201962,Lecythis idatimon,1.268343914
1.276201962,Micropholis guyanensis,1.35545152
1.276201962,Rinorea guianensis,1.373463722
1.304344721,Rinorea guianensis,1.373463722
1.304344721,Eschweilera coriacea,1.284769013
1.304344721,Eschweilera coriacea,1.286231854
1.304344721,Eschweilera coriacea,1.292699003
1.304344721,Eschweilera coriacea,1.341038632
1.304344721,Eschweilera coriacea,1.256477206
1.304344721,Eschweilera coriacea,1.234770295
1.304344721,Eschweilera coriacea,1.244277121
1.304344721,Inga sp,1.518908574
1.304344721,Inga sp,1.444981112
1.304344721,Inga sp,1.484584529
1.304344721,Lecythis idatimon,1.265760917
1.304344721,Lecythis idatimon,1.268343914
1.304344721,Micropholis guyanensis,1.35545152
1.191286088,Pouteria sp,1.222716471
1.191286088,Pouteria sp,1.225309282
1.337832874,Eschweilera coriacea,1.297760511
1.337832874,Eschweilera coriacea,1.316808752
1.337832874,Eschweilera coriacea,1.353531559
1.337832874,Eschweilera coriacea,1.400537989
1.337832874,Helicostylis pedunculata,1.329194415
1.337832874,Lecythis idatimon,1.332034277
1.345456888,Eschweilera coriacea,1.29777692
1.345456888,Eschweilera coriacea,1.316788859
1.345456888,Eschweilera coriacea,1.353435338
1.345456888,Eschweilera coriacea,1.400554221
1.345456888,Helicostylis pedunculata,1.329217208
1.345456888,Lecythis idatimon,1.332020124
1.312433959,Rinorea guianensis,1.371845754
1.312433959,Tetragastris panamensis,1.241853665
1.312433959,Tetragastris panamensis,1.240377493
1.312433959,Tetragastris panamensis,1.299285846
1.312433959,Eschweilera coriacea,1.335795376
1.312433959,Eschweilera coriacea,1.354952379
1.312433959,Eschweilera sp,1.354573615
1.366119267,Rinorea guianensis,1.242835
1.366119267,Rinorea guianensis,1.329819357
1.366119267,Sloanea sp,1.386525183
1.366119267,Eschweilera sp,1.345769611
1.366119267,Eschweilera sp,1.260130085
1.366119267,Eschweilera sp,1.577200679
1.366119267,Eschweilera sp,1.45794454
1.366119267,Eschweilera sp,1.288390985
1.366119267,Eschweilera sp,1.30696429
1.366119267,Eschweilera sp,1.274490373
1.366119267,Lecythis idatimon,1.366901631
1.366119267,Lecythis idatimon,1.213173107
1.366119267,Lecythis idatimon,1.524288866
1.366119267,Lecythis idatimon,1.412489275
1.366119267,Licania heteromorpha,1.570799121
1.339636445,Eschweilera coriacea,1.335858911
1.339636445,Eschweilera coriacea,1.354876423
1.339636445,Eschweilera sp,1.260071388
1.339636445,Eschweilera sp,1.274388796
1.339636445,Eschweilera sp,1.288472801
1.339636445,Eschweilera sp,1.307067951
1.339636445,Eschweilera sp,1.345765693
1.339636445,Eschweilera sp,1.354492601
1.339636445,Eschweilera sp,1.457881897
1.339636445,Eschweilera sp,1.577146985
1.339636445,Lecythis idatimon,1.213252052
1.339636445,Lecythis idatimon,1.366982976
1.339636445,Lecythis idatimon,1.412460547
1.339636445,Lecythis idatimon,1.524266269
1.339636445,Licania heteromorpha,1.570776369
1.339636445,Rinorea guianensis,1.242789809
1.339636445,Rinorea guianensis,1.329804522
1.339636445,Rinorea guianensis,1.371806459
1.339636445,Sloanea sp,1.386498966
1.339636445,Tetragastris panamensis,1.240299582
1.339636445,Tetragastris panamensis,1.241795431
1.339636445,Tetragastris panamensis,1.299289334
1.294805671,Minquartia guianensis,1.241546481
1.294805671,Minquartia guianensis,1.25139485
1.294805671,Minquartia guianensis,1.267406419
1.294805671,Minquartia guianensis,1.281941933
1.282081216,Protium sp,1.227242366
1.282081216,Protium sp,1.239390584
1.282081216,Protium sp,1.239390584
1.282081216,Protium sp,1.227369355
1.282081216,Minquartia guianensis,1.251448525
1.282081216,Minquartia guianensis,1.267485364
1.282081216,Minquartia guianensis,1.241607985
1.282081216,Minquartia guianensis,1.281944429
1.23774033,Chrysophyllum sanguinolentum,1.13481437
1.23774033,Chrysophyllum sanguinolentum,1.088844563
1.23774033,Chrysophyllum sanguinolentum,1.086003706
1.23774033,Chrysophyllum sanguinolentum,1.084576278
1.23774033,Eschweilera coriacea,1.295127085
1.23774033,Eschweilera coriacea,1.322632712
1.23774033,Eschweilera coriacea,1.287353773
1.23774033,Eschweilera coriacea,1.307923704
1.23774033,Eschweilera coriacea,1.263636069
1.23774033,Eschweilera coriacea,1.325925956
1.23774033,Eschweilera coriacea,1.246252312
1.23774033,Eschweilera coriacea,1.284881715
1.23774033,Helicostylis pedunculata,1.353531559
1.23774033,Helicostylis pedunculata,1.432488256
1.23774033,Helicostylis pedunculata,1.32159843
1.23774033,Lecythis idatimon,1.224014811
1.23774033,Lecythis idatimon,1.138302698
1.23774033,Lecythis idatimon,1.30920418
1.23774033,Lecythis idatimon,1.329601248
1.192974299,Sloanea sp,1.098297536
1.192974299,Sloanea sp,1.090963077
1.192974299,Sloanea sp,1.110926242
1.192974299,Sloanea sp,1.293141483
1.192974299,Eschweilera sp,1.350829274
1.192974299,Eschweilera sp,1.171726454
1.192974299,Eschweilera sp,1.161068385
1.192974299,Eschweilera sp,1.320146286
1.192974299,Eschweilera sp,1.130655349
1.192974299,Eschweilera sp,1.151676231
1.192974299,Eschweilera sp,1.209515015
1.192974299,Eschweilera sp,1.196176185
1.192974299,Eschweilera sp,1.307067951
1.192974299,Eschweilera sp,1.242789809
1.192974299,Eschweilera sp,1.192846115
1.192974299,Eschweilera sp,1.138618434
1.192974299,Inga sp,1.382377303
1.192974299,Inga sp,1.393048466
1.343786281,Trichilia sp,1.460920984
1.343786281,Trichilia sp,1.329819357
1.343786281,Trichilia sp,1.462179822
1.343786281,Guatteria sp,1.283062754
1.343786281,Guatteria sp,1.349810984
1.343786281,Guatteria sp,1.347506235
1.343786281,Guatteria sp,1.377992673
1.343786281,Helicostylis pedunculata,1.541503485
1.343786281,Miconia sp,1.497456705
1.343786281,Ocotea sp,1.470455918
1.341149071,Guatteria sp,1.283074975
1.341149071,Guatteria sp,1.34752516
1.341149071,Guatteria sp,1.349860082
1.341149071,Guatteria sp,1.378034322
1.341149071,Helicostylis pedunculata,1.541454429
1.341149071,Miconia sp,1.497482537
1.341149071,Ocotea sp,1.470410491
1.341149071,Trichilia sp,1.329804522
1.341149071,Trichilia sp,1.460897843
1.341149071,Trichilia sp,1.462248215
1.414134887,Dialium guianense,1.389166084
1.414134887,Dialium guianense,1.480006943
1.414134887,Eschweilera coriacea,1.401400541
1.414134887,Jacaranda copaia,1.532754379
1.414134887,Minquartia guianensis,1.301029996
1.414134887,Minquartia guianensis,1.309630167
1.414134887,Minquartia guianensis,1.326335861
1.419419991,Pouteria sp,1.726231184
1.419419991,Pouteria sp,1.726697712
1.419419991,Protium sp,1.229533116
1.419419991,Protium sp,1.247450776
1.419419991,Protium sp,1.232531637
1.419419991,Protium sp,1.36430475
1.419419991,Protium sp,1.298325482
1.419419991,Protium sp,1.425547209
1.419419991,Protium sp,1.308282367
1.419419991,Protium sp,1.328826167
1.419419991,Protium sp,1.256499246
1.419419991,Protium sp,1.563968626
1.419419991,Protium sp,1.413931255
1.419419991,Virola sp,1.382607006
1.419419991,Virola sp,1.362820642
1.419419991,Virola sp,1.373039267
1.419419991,Eschweilera sp,1.515686564
1.419419991,Eschweilera sp,1.632501585
1.419419991,Eschweilera sp,1.612100497
1.167715219,Jacaranda copaia,1.248218561
1.167715219,Mangifera indica,0.84509804
1.167715219,Jacaranda copaia,1.248218561
1.167715219,Mangifera indica,1.075546961
1.167715219,Jacaranda copaia,1.370883017
1.167715219,Jacaranda copaia,1.370883017
1.167715219,Pinus taeda,1.065206128
1.167715219,Pinus taeda,0.671172843
1.167715219,Pinus taeda,1.065206128
1.273810101,Chrysophyllum sanguinolentum,1.008600172
1.273810101,Chrysophyllum sanguinolentum,1.021189299
1.273810101,Chrysophyllum sanguinolentum,1.10720997
1.273810101,Eschweilera sp,1.230448921
1.273810101,Inga sp,1.575187845
1.273810101,Jacaranda copaia,1.42975228
1.273810101,Jacaranda copaia,1.451786436
1.273810101,Licania heteromorpha,1
1.273810101,Licania heteromorpha,1.08278537
1.273810101,Licania heteromorpha,1.093421685
1.273810101,Micropholis guyanensis,1.049218023
1.273810101,Micropholis guyanensis,1.250420002
1.273810101,Micropholis guyanensis,1.447158031
1.273810101,Protium sp,1.193124598
1.273810101,Rinorea guianensis,1.457881897
1.273810101,Scleronema micranthum,1.245512668
1.273810101,Scleronema micranthum,1.245512668
1.273810101,Scleronema micranthum,1.247973266
1.273810101,Scleronema micranthum,1.283301229
1.273810101,Scleronema micranthum,1.305351369
1.273810101,Swartzia sp,1.552668216
1.273810101,Virola calophylla,1.23299611
1.301104445,Scleronema micranthum,1.321312327
1.301104445,Eschweilera coriacea,1.241607985
1.301104445,Eschweilera coriacea,1.257531946
1.301104445,Eschweilera coriacea,1.356275457
1.301104445,Eschweilera coriacea,1.209484184
1.301104445,Eschweilera coriacea,1.183307718
1.301104445,Eschweilera coriacea,1.23292042
1.301104445,Eschweilera coriacea,1.281047692
1.301104445,Eschweilera coriacea,1.309704034
1.301104445,Micropholis guyanensis,1.26071841
1.301104445,Minquartia guianensis,1.228890332
1.329837729,Eschweilera bracteosa,1.294466226
1.329837729,Minquartia guianensis,1.142076461
1.329837729,Tetragastris panamensis,1.181557774
1.329837729,Tetragastris panamensis,1.188365926
1.329837729,Tetragastris panamensis,1.210853365
1.351198529,Tetragastris panamensis,1.181618096
1.351198529,Tetragastris panamensis,1.210805256
1.351198529,Tetragastris panamensis,1.188337498
1.351198529,Chrysophyllum sanguinolentum,1.454646716
1.351198529,Eschweilera bracteosa,1.294525745
1.351198529,Minquartia guianensis,1.142061744
1.090435836,Chrysophyllum sanguinolentum,1.103803721
1.090435836,Micrandra spruceana,1.131939295
1.090435836,Micrandra spruceana,1.220892249
1.090435836,Micrandra spruceana,1.298853076
1.171643441,Pouteria sp,0.983865241
1.171643441,Scleronema micranthum,1.33638848
1.171643441,Swartzia sp,1.276762719
1.171643441,Swartzia sp,1.298424244
1.171643441,Swartzia sp,1.33142102
1.171643441,Swartzia sp,1.276762719
1.171643441,Guatteria sp,0.982528567
1.419893975,Pourouma guianensis,1.434607462
1.419893975,Pourouma guianensis,1.454926225
1.419893975,Pourouma guianensis,1.445808694
1.419893975,Pourouma guianensis,1.405787006
1.419893975,Pourouma guianensis,1.431364005
1.419893975,Pourouma guianensis,1.422214717
1.419893975,Erisma uncinatum,1.211224962
1.419893975,Erisma uncinatum,1.234307805
1.419893975,Erisma uncinatum,1.229314956
1.465834878,Pourouma guianensis,1.400341951
1.465834878,Pourouma guianensis,1.440070998
1.465834878,Pourouma guianensis,1.464063315
1.465834878,Pourouma guianensis,1.442082216
1.465834878,Pouteria sp,1.559581081
1.311696746,Pseudolmedia laevis,1.303272862
1.311696746,Pseudolmedia laevis,1.342459397
1.311696746,Pseudolmedia macrophylla,1.266391411
1.311696746,Erisma uncinatum,1.194642946
1.311696746,Erisma uncinatum,1.220270918
1.311696746,Miconia sp,1.325681468
1.316962633,Pourouma guianensis,1.481749608
1.316962633,Pourouma guianensis,1.388811502
1.316962633,Pseudolmedia laevis,1.327300991
1.316962633,Pseudolmedia laevis,1.339914309
1.316962633,Pseudolmedia laevis,1.365869229
1.316962633,Pseudolmedia macrophylla,1.333041508
1.316962633,Pseudolmedia macrophylla,1.346405204
1.316962633,Pseudolmedia macrophylla,1.352207803
1.316962633,Erisma uncinatum,1.166894504
1.316962633,Erisma uncinatum,1.179330279
1.316962633,Erisma uncinatum,1.197491174
1.316962633,Erisma uncinatum,1.200577474
1.316962633,Erisma uncinatum,1.181175203
1.316962633,Erisma uncinatum,1.190779911
1.342230582,Miconia sp,1.317803934
1.342230582,Miconia sp,1.316891143
1.342230582,Miconia sp,1.325735628
1.348797926,Pourouma guianensis,1.360818454
1.348797926,Pourouma guianensis,1.407239002
1.348797926,Pourouma guianensis,1.410735657
1.348797926,Pourouma guianensis,1.401408037
1.348797926,Pourouma guianensis,1.444050498
1.348797926,Pourouma guianensis,1.390195648
1.348797926,Pseudolmedia macrophylla,1.289569779
1.348797926,Pseudolmedia macrophylla,1.339418843
1.348797926,Pseudolmedia macrophylla,1.336249841
1.348797926,Erisma uncinatum,1.201924649
1.348797926,Erisma uncinatum,1.218050526
1.348797926,Erisma uncinatum,1.226080632
1.348797926,Erisma uncinatum,1.226080632
1.348797926,Inga sp,1.385937855
1.348797926,Inga sp,1.401059262
1.348797926,Inga sp,1.399578374
1.282129368,Eschweilera coriacea,1.320146286
1.282129368,Eschweilera coriacea,1.397940009
1.282129368,Eschweilera sp,1.267171728
1.282129368,Eschweilera sp,1.292256071
1.282129368,Eschweilera sp,1.309630167
1.282129368,Eschweilera sp,1.326335861
1.282129368,Eschweilera sp,1.326335861
1.282129368,Eschweilera sp,1.382017043
1.282129368,Eschweilera sp,1.447158031
1.282129368,Minquartia guianensis,1.123851641
1.282129368,Minquartia guianensis,1.503790683
1.282129368,Ocotea sp,1.257678575
1.282129368,Pouteria sp,1.334453751
1.282129368,Protium sp,1.161368002
1.282129368,Protium sp,1.283301229
1.282129368,Pseudolmedia laevis,1.041392685
1.282129368,Pseudolmedia laevis,1.230448921
1.282129368,Pseudolmedia laevis,1.245512668
1.282129368,Pseudolmedia laevis,1.278753601
1.282129368,Pseudolmedia laevis,1.285557309
1.282129368,Pseudolmedia laevis,1.29666519
1.282129368,Pseudolmedia laevis,1.328379603
1.282129368,Pseudolmedia laevis,1.330413773
1.282129368,Pseudolmedia laevis,1.36361198
1.282129368,Pseudolmedia laevis,1.408239965
1.282129368,Pseudolmedia laevis,1.423245874
1.282129368,Virola pavonis,1.136720567
1.282129368,Virola pavonis,1.139879086
