level,pred,rsq
1,elv,0.32428212901323433
1,mat,0.32525318866539277
1,matgs,0.3252899661601974
1,tmonthmin,0.3225396447766062
1,tmonthmax,0.32482163248929713
1,ndaysgs,0.3248190752746418
1,mai,0.32394967543475983
1,maigs,0.32499039331074653
1,map,0.32307850828308904
1,pmonthmin,0.3242022866482318
1,mapgs,0.3232344036337042
1,mavgs,0.32482847311763524
1,mav,0.32375487084228255
1,alpha,0.32316473197712153
1,vcmax25,0.3227726806370979
1,jmax25,0.323761746903502
1,gs_accl,0.32279445077024554
1,aet,0.32421071915274713
1,ai,0.32409430473570483
1,cwdx80,0.32143870163572336
1,gti,0.3231383745905181
1,ndep,0.321813191254329
1,co2,0.32038777175223515
1,T_BULK_DENSITY,0.3252631906107764
1,AWC_CLASS,0.324150868507442
1,T_CLAY,0.3243812977085356
1,T_SILT,0.32470506089643597
1,T_SAND,0.3252259676829436
1,T_GRAVEL,0.3251685635535028
1,T_PH_H2O,0.32358859500527704
1,T_TEB,0.3238469203523327
1,T_BS,0.3238705470903826
1,T_CEC_SOIL,0.32340133829814094
1,T_CEC_CLAY,0.3240613016263
1,T_ECE,0.32438696418057245
1,T_ESP,0.32430699990145395
1,T_CACO3,0.3242613526564415
1,T_OC,0.32450989895111065
1,ORGC,0.3249312829013749
1,TOTN,0.32489196386937347
1,CNrt,0.3249144225567631
1,ALSA,0.3251247400523857
1,PBR,0.3249672570139455
1,TP,0.32276610715229664
1,TK,0.32481195827711284
2,elv,0.32531845022225847
2,mat,0.32632935316549194
2,tmonthmin,0.32422518033539144
2,tmonthmax,0.3257169175492934
2,ndaysgs,0.3246379741975711
2,mai,0.3236434570984651
2,maigs,0.3248557109072857
2,map,0.32525021542695287
2,pmonthmin,0.3242170143089721
2,mapgs,0.3234940357841385
2,mavgs,0.32458536128747695
2,mav,0.3249277995165347
2,alpha,0.324344249363215
2,vcmax25,0.32514261132356037
2,jmax25,0.32503538028826073
2,gs_accl,0.3261556925250041
2,aet,0.3253459512604072
2,ai,0.3255126297328381
2,cwdx80,0.32468507395862245
2,gti,0.32566638079361077
2,ndep,0.32450272488063236
2,co2,0.320805489905519
2,T_BULK_DENSITY,0.32712472974178225
2,AWC_CLASS,0.3263751755322657
2,T_CLAY,0.32570954096462074
2,T_SILT,0.32533574337439597
2,T_SAND,0.32593934753586357
2,T_GRAVEL,0.326473614389589
2,T_PH_H2O,0.32613160452956896
2,T_TEB,0.32554068705101985
2,T_BS,0.32628827497040275
2,T_CEC_SOIL,0.32532800441555193
2,T_CEC_CLAY,0.32544613678332973
2,T_ECE,0.3254275597437192
2,T_ESP,0.3256967833928434
2,T_CACO3,0.3249856966247107
2,T_OC,0.32565976124033424
2,ORGC,0.3251998461378434
2,TOTN,0.32638408301541283
2,CNrt,0.32514550749588805
2,ALSA,0.32538930623288104
2,PBR,0.3247514211931264
2,TP,0.3243165844937888
2,TK,0.3246346319531046
3,elv,0.32384908276669105
3,mat,0.32618935051514764
3,tmonthmin,0.3222614555058343
3,tmonthmax,0.32524545571159136
3,ndaysgs,0.32597929408742765
3,mai,0.3245090859889202
3,maigs,0.32438635185278525
3,map,0.32540158966400773
3,pmonthmin,0.3241126849554432
3,mapgs,0.32425066333041963
3,mavgs,0.3255465341349514
3,mav,0.3254535928543181
3,alpha,0.3238744631746394
3,vcmax25,0.3266898653437063
3,jmax25,0.3258053706359499
3,gs_accl,0.3245762847271287
3,aet,0.3255987821841187
3,ai,0.32573313073414817
3,cwdx80,0.32427046215894373
3,gti,0.3258872933458664
3,ndep,0.3241608917899068
3,co2,0.321864124538259
3,AWC_CLASS,0.32636490723965567
3,T_CLAY,0.32632708511590386
3,T_SILT,0.32730862864970334
3,T_SAND,0.3264287048825578
3,T_GRAVEL,0.3273921295632861
3,T_PH_H2O,0.32762393303570164
3,T_TEB,0.32738353994129005
3,T_BS,0.3280771714367515
3,T_CEC_SOIL,0.32713055575648775
3,T_CEC_CLAY,0.3261730332458666
3,T_ECE,0.3273993886278759
3,T_ESP,0.32780072246290726
3,T_CACO3,0.3274478709807819
3,T_OC,0.3269617407936354
3,ORGC,0.32885623808726006
3,TOTN,0.32578268490476714
3,CNrt,0.3257012042788407
3,ALSA,0.3258128276935792
3,PBR,0.3262801130825603
3,TP,0.3247564323728756
3,TK,0.32468857244354044
4,elv,0.32491149918566964
4,mat,0.3281802093260949
4,tmonthmin,0.3230430237143064
4,tmonthmax,0.3270702646441001
4,ndaysgs,0.3272739128518426
4,mai,0.32659067212950627
4,maigs,0.32737718245540326
4,map,0.3258623014463498
4,pmonthmin,0.32573938781401074
4,mapgs,0.3266308565414945
4,mavgs,0.3260741416030332
4,mav,0.3267861947412808
4,alpha,0.3253709345887762
4,vcmax25,0.3253240632697911
4,jmax25,0.32540764581534914
4,gs_accl,0.3251952229949333
4,aet,0.32653883009344226
4,ai,0.3256379797904998
4,cwdx80,0.32417521682303885
4,gti,0.3248828671526865
4,ndep,0.32496323029809304
4,co2,0.3213147877715219
4,AWC_CLASS,0.32641241739081595
4,T_CLAY,0.3252559612946927
4,T_SILT,0.32578725384188734
4,T_SAND,0.3258034547879876
4,T_GRAVEL,0.32522310935058757
4,T_PH_H2O,0.3259943966532469
4,T_TEB,0.3261916105440686
4,T_BS,0.3270631883857121
4,T_CEC_SOIL,0.3275414906266889
4,T_CEC_CLAY,0.32619996009071256
4,T_ECE,0.3267197842556941
4,T_ESP,0.3275271256197313
4,T_CACO3,0.3266499931521355
4,T_OC,0.3265553175010558
4,TOTN,0.3262640781288949
4,CNrt,0.3253117168799203
4,ALSA,0.32509337161439184
4,PBR,0.32568715959366895
4,TP,0.3246865156985602
4,TK,0.32603513273129375
5,elv,0.3261958957392813
5,tmonthmin,0.3244010698254725
5,tmonthmax,0.32805199828446796
5,ndaysgs,0.32625910685228904
5,mai,0.32630296699674466
5,maigs,0.325485677041731
5,map,0.32713723084059926
5,pmonthmin,0.327020655742004
5,mapgs,0.3262677782465999
5,mavgs,0.32838898239258885
5,mav,0.3277671982127668
5,alpha,0.32698848827262417
5,vcmax25,0.32718204694866554
5,jmax25,0.3287328190554347
5,gs_accl,0.327407987785419
5,aet,0.32591893734214783
5,ai,0.3273583771369541
5,cwdx80,0.32601569965549787
5,gti,0.32713747399465676
5,ndep,0.32472207417432913
5,co2,0.3233270789992177
5,AWC_CLASS,0.3279025371682315
5,T_CLAY,0.3278532099083983
5,T_SILT,0.3283677392400063
5,T_SAND,0.32771002145461686
5,T_GRAVEL,0.32844772170772507
5,T_PH_H2O,0.32788827069790044
5,T_TEB,0.3292052267506799
5,T_BS,0.32851874655330277
5,T_CEC_SOIL,0.32855921041340386
5,T_CEC_CLAY,0.3290866319101024
5,T_ECE,0.32805786180794094
5,T_ESP,0.3278411874236266
5,T_CACO3,0.3279299126422917
5,T_OC,0.32710267568335577
5,TOTN,0.3282284064085808
5,CNrt,0.327907787386013
5,ALSA,0.3287348667127493
5,PBR,0.3268457820805155
5,TP,0.32696630905936047
5,TK,0.32621704585486216
6,elv,0.32574105820558885
6,tmonthmin,0.3257185744524907
6,tmonthmax,0.32860752294690965
6,ndaysgs,0.32802081863026045
6,mai,0.3272132805627327
6,maigs,0.32690392457825923
6,map,0.32728300022779716
6,pmonthmin,0.327396935857272
6,mapgs,0.3256416568669925
6,mavgs,0.32830542373735677
6,mav,0.3289057412801279
6,alpha,0.32686198129943006
6,vcmax25,0.32783518015783514
6,jmax25,0.32811708657278504
6,gs_accl,0.3281648928894956
6,aet,0.3297391419283772
6,ai,0.32803288659486635
6,cwdx80,0.3268525184598333
6,gti,0.32810947915761307
6,ndep,0.3263814145012875
6,co2,0.32395433526775264
6,AWC_CLASS,0.3298066874907774
6,T_CLAY,0.3287356024688598
6,T_SILT,0.3285635546257721
6,T_SAND,0.3292756751539469
6,T_GRAVEL,0.3293096275507306
6,T_PH_H2O,0.3284999365414991
6,T_BS,0.3287118824180475
6,T_CEC_SOIL,0.3295946053847904
6,T_CEC_CLAY,0.3294454679939134
6,T_ECE,0.32835137754855315
6,T_ESP,0.32905138590517075
6,T_CACO3,0.32845797760032874
6,T_OC,0.32960566310188855
6,TOTN,0.329071930967183
6,CNrt,0.3282628631590514
6,ALSA,0.3274997817117772
6,PBR,0.32769110109667643
6,TP,0.3267067814728637
6,TK,0.3275988870590813
7,elv,0.3264912974240628
7,tmonthmin,0.32530949404978216
7,tmonthmax,0.32754148383355486
7,ndaysgs,0.3286690135438385
7,mai,0.32598563795022467
7,maigs,0.3269941660973208
7,map,0.3268903734412896
7,pmonthmin,0.32718952729100415
7,mapgs,0.32671843686906243
7,mavgs,0.32847408199332184
7,mav,0.3281221923109261
7,alpha,0.3279377214520292
7,vcmax25,0.326973230953115
7,jmax25,0.3288697094359799
7,gs_accl,0.3271704269730675
7,aet,0.32909697347714123
7,ai,0.3278747136967831
7,cwdx80,0.32623573578555454
7,gti,0.3266167078868757
7,ndep,0.3255532525106319
7,co2,0.32237961323898456
7,T_CLAY,0.3271946990985061
7,T_SILT,0.3272884779441184
7,T_SAND,0.32698662902743614
7,T_GRAVEL,0.3274337807454206
7,T_PH_H2O,0.32811976423819056
7,T_BS,0.32838858777275165
7,T_CEC_SOIL,0.32816088945973326
7,T_CEC_CLAY,0.3271723572403795
7,T_ECE,0.32769455506400025
7,T_ESP,0.32845063237727146
7,T_CACO3,0.3262083257767361
7,T_OC,0.32775111672577023
7,TOTN,0.32797357089098905
7,CNrt,0.3272190534254744
7,ALSA,0.32795682589826824
7,PBR,0.32666569512193877
7,TP,0.3272152946599685
7,TK,0.3268523852110533
8,elv,0.32554004218133586
8,tmonthmin,0.3254648819876935
8,tmonthmax,0.32809470974030197
8,ndaysgs,0.32630669572399373
8,mai,0.32602845281412174
8,maigs,0.3264456735403016
8,map,0.32703427902650734
8,pmonthmin,0.3281500787891032
8,mapgs,0.3267923458595411
8,mavgs,0.3298453118653022
8,mav,0.328166584248921
8,alpha,0.32745291914907426
8,vcmax25,0.32882606428033667
8,jmax25,0.32789011753180225
8,gs_accl,0.3263725036787665
8,ai,0.3285686074217275
8,cwdx80,0.3263396764882038
8,gti,0.32781212380088276
8,ndep,0.32738900315286756
8,co2,0.3242570894606904
8,T_CLAY,0.3285522506906995
8,T_SILT,0.32906426863046534
8,T_SAND,0.3285799351882733
8,T_GRAVEL,0.3304183383943501
8,T_PH_H2O,0.3294325722699485
8,T_BS,0.3298829378303413
8,T_CEC_SOIL,0.32965240606985163
8,T_CEC_CLAY,0.3285545302394742
8,T_ECE,0.3289428776448751
8,T_ESP,0.3292537330328329
8,T_CACO3,0.3290668185540437
8,T_OC,0.32839555627499045
8,TOTN,0.3291100396847582
8,CNrt,0.3284400764596874
8,ALSA,0.3294344201616255
8,PBR,0.32785939770848244
8,TP,0.3268156028780932
8,TK,0.3272004224597692
9,elv,0.32590781570991945
9,tmonthmin,0.3262119044305159
9,tmonthmax,0.32816052584073724
9,ndaysgs,0.32795892233403373
9,mai,0.3266772615738991
9,maigs,0.327774554559294
9,map,0.3280821215052371
9,pmonthmin,0.32932443251764415
9,mapgs,0.328397490113213
9,mavgs,0.330161009950655
9,mav,0.3289963170996584
9,alpha,0.32758960313819274
9,vcmax25,0.3282462735372789
9,jmax25,0.3291917972448147
9,gs_accl,0.3279823535070188
9,ai,0.32868228769530156
