sitename,year_start,year_end,lon,lat,elv
i_0.696249_42.481168_1170,1990,2015,0.696249,42.481168,1170
i_0.697495_41.22051_420,1990,2015,0.697495,41.22051,420
i_0.701597_41.067058_156,1990,2015,0.701597,41.067058,156
i_0.701625_42.751636_906,1990,2015,0.701625,42.751636,906
i_0.702362_41.373615_500,1990,2015,0.702362,41.373615,500
i_0.706548_41.272066_421,1990,2015,0.706548,41.272066,421
i_0.708028_41.229763_302,1990,2015,0.708028,41.229763,302
i_0.71025_41.302763_473,1990,2015,0.71025,41.302763,473
i_0.713498_41.067763_211,1990,2015,0.713498,41.067763,211
i_0.715615_41.365287_539,1990,2015,0.715615,41.365287,539
i_0.719106_41.257004_369,1990,2015,0.719106,41.257004,369
i_0.720141_41.258826_376,1990,2015,0.720141,41.258826,376
i_0.723692_42.481924_1036,1990,2015,0.723692,42.481924,1036
i_0.724792_41.021132_426,1990,2015,0.724792,41.021132,426
i_0.725409_41.086103_205,1990,2015,0.725409,41.086103,205
i_0.726019_42.752159_1465,1990,2015,0.726019,42.752159,1465
i_0.726591_41.03176_462,1990,2015,0.726591,41.03176,462
i_0.7272_41.35669_590,1990,2015,0.7272,41.35669,590
i_0.730938_41.257238_417,1990,2015,0.730938,41.257238,417
i_0.731614_41.20321_477,1990,2015,0.731614,41.20321,477
i_0.733743_42.512534_1351,1990,2015,0.733743,42.512534,1351
i_0.738567_41.374333_559,1990,2015,0.738567,41.374333,559
i_0.739075_42.751986_1465,1990,2015,0.739075,42.751986,1465
i_0.741136_42.518488_1351,1990,2015,0.741136,42.518488,1351
i_0.741882_41.98674_834,1990,2015,0.741882,41.98674,834
i_0.743098_41.216045_276,1990,2015,0.743098,41.216045,276
i_0.747341_42.459266_1389,1990,2015,0.747341,42.459266,1389
i_0.7479583_42.243676_753,1990,2015,0.7479583,42.243676,753
i_0.748262_41.095271_184,1990,2015,0.748262,41.095271,184
i_0.749475_42.437371_1050,1990,2015,0.749475,42.437371,1050
i_0.750349_42.752442_1363,1990,2015,0.750349,42.752442,1363
i_0.751737_40.9968_406,1990,2015,0.751737,40.9968,406
i_0.753193_41.311338_594,1990,2015,0.753193,41.311338,594
i_0.753425_41.996279_655,1990,2015,0.753425,41.996279,655
i_0.75411_42.38722_962,1990,2015,0.75411,42.38722,962
i_0.754597_41.266925_551,1990,2015,0.754597,41.266925,551
i_0.758056_49.463889_50,1990,2015,0.758056,49.463889,50
i_0.758152_42.423816_1031,1990,2015,0.758152,42.423816,1031
i_0.760073_41.138015_256,1990,2015,0.760073,41.138015,256
i_0.763045_41.295695_484,1990,2015,0.763045,41.295695,484
i_0.765196_40.951701_223,1990,2015,0.765196,40.951701,223
i_0.765584_42.671857_1748,1990,2015,0.765584,42.671857,1748
i_0.766655_41.258495_715,1990,2015,0.766655,41.258495,715
i_0.767855_41.048996_409,1990,2015,0.767855,41.048996,409
i_0.768803_41.091348_278,1990,2015,0.768803,41.091348000000004,278
i_0.769122_42.57287_1708,1990,2015,0.769122,42.57287,1708
i_0.769442_42.563871_1708,1990,2015,0.769442,42.563871,1708
i_0.770302_41.852259_511,1990,2015,0.770302,41.852259,511
i_0.770329_41.292234_484,1990,2015,0.770329,41.292234,484
i_0.773737_42.456017_1200,1990,2015,0.773737,42.456017,1200
i_0.773845_42.429634_1313,1990,2015,0.773845,42.429634,1313
i_0.774086_41.384645_563,1990,2015,0.774086,41.384645,563
i_0.77452_42.067837_1056,1990,2015,0.77452,42.067837,1056
i_0.775225_41.323853_608,1990,2015,0.775225,41.323853,608
i_0.775651_40.996976_472,1990,2015,0.775651,40.996976,472
i_0.777709_42.563329_2275,1990,2015,0.777709,42.563329,2275
i_0.778673_42.612678_2220,1990,2015,0.778673,42.612678,2220
i_0.7831667_49.566_97,1990,2015,0.7831667,49.566,97
i_0.78394_41.078075_367,1990,2015,0.78394,41.078075,367
i_0.785298_42.483401_1260,1990,2015,0.785298,42.483401,1260
i_0.785496_41.23218_363,1990,2015,0.785496,41.23218,363
i_0.786049_42.389238_1257,1990,2015,0.786049,42.389238,1257
i_0.787006_42.4287_1490,1990,2015,0.787006,42.4287,1490
i_0.790943_41.070157_417,1990,2015,0.790943,41.070157,417
i_0.791935_41.111609_303,1990,2015,0.79193499999999994,41.111609,303
i_0.793808_41.105484_308,1990,2015,0.793808,41.105484,308
i_0.794371_42.213736_1202,1990,2015,0.794371,42.213736,1202
i_0.798479_41.384754_513,1990,2015,0.798479,41.384754,513
i_0.799912_42.032537_1193,1990,2015,0.799912,42.032537,1193
i_0.801077_42.397227_1196,1990,2015,0.801077,42.397227,1196
i_0.80118_40.925605_108,1990,2015,0.80118,40.925605,108
i_0.802105_41.978003_707,1990,2015,0.802105,41.978003,707
i_0.805407_42.487273_1672,1990,2015,0.805407,42.487273,1672
i_0.806687_42.347759_1366,1990,2015,0.806687,42.347759,1366
i_0.807115_41.299246_621,1990,2015,0.807115,41.299246,621
i_0.808626_42.487425_1758,1990,2015,0.808626,42.487425,1758
i_0.808814_41.069598_484,1990,2015,0.808814,41.069598,484
i_0.81175_41.339919_720,1990,2015,0.81175,41.339919,720
i_0.814387_41.231652_364,1990,2015,0.814387,41.231652,364
i_0.817227_42.240596_1268,1990,2015,0.817227,42.240596,1268
i_0.818138_42.564809_2142,1990,2015,0.818138,42.564809,2142
i_0.819367_42.426889_1419,1990,2015,0.819367,42.426889,1419
i_0.821093_41.430236_416,1990,2015,0.821093,41.430236,416
i_0.821779_41.109475_345,1990,2015,0.821779,41.109475,345
i_0.823611_41.349061_637,1990,2015,0.823611,41.349061,637
i_0.826385_42.552547_1549,1990,2015,0.826385,42.552547,1549
i_0.827188_41.223391_497,1990,2015,0.827188,41.223391,497
i_0.8272727_51.0933964_46,1990,2015,0.8272727,51.0933964,46
i_0.830859_42.204922_883,1990,2015,0.830859,42.204922,883
i_0.832182_42.511044_1406,1990,2015,0.832182,42.511044,1406
i_0.8322_41.421584_462,1990,2015,0.8322,41.421584,462
i_0.832485_42.536417_1404,1990,2015,0.832485,42.536417,1404
i_0.836016_42.726826_1793,1990,2015,0.836016,42.726826,1793
i_0.837765_41.347562_637,1990,2015,0.837765,41.347562,637
i_0.840312_42.542509_1549,1990,2015,0.840312,42.542509,1549
i_0.841254_41.314302_630,1990,2015,0.841254,41.314302,630
i_0.845495_41.385698_564,1990,2015,0.845495,41.385698,564
i_0.847559_42.061053_629,1990,2015,0.847559,42.061053,629
i_0.851496_41.329806_727,1990,2015,0.851496,41.329806,727
i_0.855278_42.5475_1761,1990,2015,0.855278,42.5475,1761
i_0.855729_42.551038_1761,1990,2015,0.855729,42.551038,1761
i_0.858683_41.359176_648,1990,2015,0.858683,41.359176,648
i_0.860863_42.568334_2406,1990,2015,0.860863,42.568334,2406
i_0.861661_41.128237_435,1990,2015,0.861661,41.128237,435
i_0.862155_41.268388_643,1990,2015,0.862155,41.268388,643
i_0.865757_41.1121_548,1990,2015,0.865757,41.1121,548
i_0.866073_42.249818_1236,1990,2015,0.866073,42.249818,1236
i_0.866256_41.863269_322,1990,2015,0.866256,41.863269,322
i_0.8677083_41.3988148_540,1990,2015,0.8677083,41.3988148,540
i_0.870299_41.36811_648,1990,2015,0.870299,41.36811,648
i_0.872617_41.304979_935,1990,2015,0.872617,41.304979,935
i_0.873534_42.501931_1822,1990,2015,0.873534,42.501931,1822
i_0.873875_42.306564_1508,1990,2015,0.873875,42.306564,1508
i_0.873992_41.269282_643,1990,2015,0.873992,41.269282,643
i_0.874462_41.21134_515,1990,2015,0.874462,41.21134,515
i_0.87925_42.552422_1829,1990,2015,0.87925,42.552422,1829
i_0.881944_52.443889_29,1990,2015,0.881944,52.443889,29
i_0.88312_41.341416_678,1990,2015,0.88312,41.341416,678
i_0.883138_41.052973_330,1990,2015,0.883138,41.052973,330
i_0.8833472_42.6778657_1676,1990,2015,0.8833472,42.6778657,1676
i_0.884975_42.394924_1271,1990,2015,0.884975,42.394924,1271
i_0.886008_41.26019_650,1990,2015,0.886008,41.26019,650
i_0.887278_42.683262_1676,1990,2015,0.887278,42.683262,1676
i_0.888457_42.304789_1549,1990,2015,0.888457,42.304789,1549
i_0.889265_41.908743_543,1990,2015,0.889265,41.908743,543
i_0.893259_41.29455_783,1990,2015,0.893259,41.29455,783
i_0.893305_42.503179_2196,1990,2015,0.893305,42.503179,2196
i_0.894633_41.35058_768,1990,2015,0.894633,41.35058,768
i_0.896291_42.413342_1648,1990,2015,0.896291,42.413342,1648
i_0.896689_42.053282_544,1990,2015,0.896689,42.053282,544
i_0.898483_42.368048_1197,1990,2015,0.898483,42.368048,1197
i_0.90092_42.665269_2025,1990,2015,0.90092,42.665269,2025
i_0.901706_41.217244_623,1990,2015,0.901706,41.217244,623
i_0.905064_41.404722_583,1990,2015,0.905064,41.404722,583
i_0.910692_42.35071_984,1990,2015,0.910692,42.35071,984
i_0.916538_42.548252_1961,1990,2015,0.916538,42.548252,1961
i_0.91745_41.395958_562,1990,2015,0.91745,41.395958,562
i_0.920696_41.22029_705,1990,2015,0.920696,41.22029,705
i_0.922667_41.981383_836,1990,2015,0.922667,41.981383,836
i_0.924256_42.674609_1753,1990,2015,0.924256,42.674609,1753
i_0.92432_41.171285_470,1990,2015,0.92432,41.171285,470
i_0.925831_41.891289_617,1990,2015,0.925831,41.891289,617
i_0.928158_42.575443_2531,1990,2015,0.928158,42.575443,2531
i_0.931655_42.042264_553,1990,2015,0.931655,42.042264,553
i_0.932042_41.324238_864,1990,2015,0.932042,41.324238,864
i_0.932304_42.036422_1112,1990,2015,0.932304,42.036422,1112
i_0.933832_41.288747_721,1990,2015,0.933832,41.288747,721
i_0.933857_41.105235_255,1990,2015,0.933857,41.105235,255
i_0.934295_41.280883_721,1990,2015,0.934295,41.280883,721
i_0.935357_42.341972_1032,1990,2015,0.935357,42.341972,1032
i_0.935617_42.683838_1886,1990,2015,0.935617,42.683838,1886
i_0.938126_42.647844_1904,1990,2015,0.938126,42.647844,1904
i_0.938883_42.575366_2531,1990,2015,0.938883,42.575366,2531
i_0.941775_41.156718_358,1990,2015,0.941775,41.156718,358
i_0.941867_41.191848_573,1990,2015,0.941867,41.191848,573
i_0.942251_41.369636_717,1990,2015,0.942251,41.369636,717
i_0.943322_42.09932_789,1990,2015,0.943322,42.09932,789
i_0.943869_41.324306_917,1990,2015,0.943869,41.324306,917
i_0.944243_41.29794_889,1990,2015,0.944243,41.29794,889
i_0.945236_41.270883_736,1990,2015,0.945236,41.270883,736
i_0.947885_42.665652_1947,1990,2015,0.947885,42.665652,1947
i_0.948992_41.143877_358,1990,2015,0.948992,41.143877,358
i_0.95442_41.36054_717,1990,2015,0.95442,41.36054,717
i_0.957265_41.243463_768,1990,2015,0.957265,41.243463,768
i_0.95779_42.386969_1140,1990,2015,0.95779,42.386969,1140
i_0.958338_42.369292_967,1990,2015,0.958338,42.369292,967
i_0.958536_42.351176_896,1990,2015,0.958536,42.351176,896
i_0.961644_42.657577_1950,1990,2015,0.961644,42.657577,1950
i_0.963282_41.459611_436,1990,2015,0.963282,41.459611,436
i_0.966529_41.379399_656,1990,2015,0.966529,41.379399,656
i_0.966552_41.241826_883,1990,2015,0.966552,41.241826,883
i_0.967765_41.279677_878,1990,2015,0.967765,41.279677,878
i_0.970027_42.387222_1001,1990,2015,0.970027,42.387222,1001
i_0.971825_42.702423_2105,1990,2015,0.971825,42.702423,2105
i_0.97397_42.640181_2138,1990,2015,0.97397,42.640181,2138
i_0.974057_41.34644_893,1990,2015,0.974057,41.34644,893
i_0.97623_41.42365_533,1990,2015,0.97623,41.42365,533
i_0.978561_41.278066_889,1990,2015,0.978561,41.278066,889
i_0.981493_41.253438_883,1990,2015,0.981493,41.253438,883
i_0.982279_42.75734_1832,1990,2015,0.982279,42.75734,1832
i_0.9836898_41.9775232_786,1990,2015,0.9836898,41.9775232,786
i_0.983718_42.342778_1108,1990,2015,0.983718,42.342778,1108
i_0.988601_42.180995_928,1990,2015,0.988601,42.180995,928
i_0.98918_41.397198_591,1990,2015,0.98918,41.397198,591
i_0.991445_41.325128_970,1990,2015,0.991445,41.325128,970
i_0.992146_41.298407_960,1990,2015,0.992146,41.298407,960
i_0.994969_42.757167_2047,1990,2015,0.994969,42.757167,2047
i_0.99688_41.186513_343,1990,2015,0.99688,41.186513,343
i_0.999047_41.469317_515,1990,2015,0.999047,41.469317,515
i_1.000113_42.586339_2074,1990,2015,1.000113,42.586339,2074
i_1.00214_41.361847_685,1990,2015,1.00214,41.361847,685
i_1.003085_41.335238_1041,1990,2015,1.003085,41.335238,1041
i_1.004199_41.325368_1041,1990,2015,1.004199,41.325368,1041
i_1.004511_41.28848_854,1990,2015,1.004511,41.28848,854
i_1.005123_42.442034_1572,1990,2015,1.005123,42.442034,1572
i_1.009948_42.270885_659,1990,2015,1.009948,42.270885,659
i_1.012821_41.368733_677,1990,2015,1.012821,41.368733,677
i_1.013763_41.379431_575,1990,2015,1.013763,41.379431,575
i_1.014999_41.33485_1022,1990,2015,1.014999,41.33485,1022
i_1.017988_41.244867_821,1990,2015,1.017988,41.244867,821
i_1.018293_42.010056_1047,1990,2015,1.018293,42.010056,1047
i_1.020406_41.315722_1015,1990,2015,1.020406,41.315722,1015
i_1.020837_41.340949_1022,1990,2015,1.020837,41.340949,1022
i_1.023069_42.252975_829,1990,2015,1.023069,42.252975,829
i_1.024176_42.586901_2046,1990,2015,1.024176,42.586901,2046
i_1.025561_41.342832_782,1990,2015,1.025561,41.342832,782
i_1.025561_41.379995_547,1990,2015,1.025561,41.379995,547
i_1.026769_41.343987_782,1990,2015,1.026769,41.343987,782
i_1.028491_41.245605_779,1990,2015,1.028491,41.245605,779
i_1.030079_42.010061_889,1990,2015,1.030079,42.010061,889
i_1.032287_42.730979_2166,1990,2015,1.032287,42.730979,2166
i_1.032723_42.333904_914,1990,2015,1.032723,42.333904,914
i_1.034714_41.469914_545,1990,2015,1.034714,41.469914,545
i_1.035318_42.631776_1824,1990,2015,1.035318,42.631776,1824
i_1.036834_41.398003_515,1990,2015,1.036834,41.398003,515
i_1.039661_41.334967_985,1990,2015,1.039661,41.334967,985
i_1.041109_41.302566_747,1990,2015,1.041109,41.302566,747
i_1.042855_41.227368_536,1990,2015,1.042855,41.227368,536
i_1.043514_41.262075_1019,1990,2015,1.043514,41.262075,1019
i_1.04369_42.749041_1916,1990,2015,1.04369,42.749041,1916
i_1.045384_42.30759_843,1990,2015,1.045384,42.30759,843
i_1.047185_42.271291_877,1990,2015,1.047185,42.271291,877
i_1.048953_42.613783_2059,1990,2015,1.048953,42.613783,2059
i_1.04998_41.485558_558,1990,2015,1.04998,41.485558,558
i_1.05039_41.343832_797,1990,2015,1.05039,41.343832,797
i_1.052905_42.082751_666,1990,2015,1.052905,42.082751,666
i_1.0531212_47.5532929_117,1990,2015,1.0531212,47.5532929,117
i_1.054002_41.23687_536,1990,2015,1.054002,41.23687,536
i_1.056116_42.740049_2221,1990,2015,1.056116,42.740049,2221
i_1.058223_42.29882_843,1990,2015,1.058223,42.29882,843
i_1.059134_41.461376_634,1990,2015,1.059134,41.461376,634
i_1.061766_41.380989_497,1990,2015,1.061766,41.380989,497
i_1.06343_41.326488_1019,1990,2015,1.06343,41.326488,1019
i_1.063489_41.274842_924,1990,2015,1.063489,41.274842,924
i_1.067134_41.209908_449,1990,2015,1.067134,41.209908,449
i_1.068276_42.740291_2159,1990,2015,1.068276,42.740291,2159
i_1.070444_41.876194_369,1990,2015,1.070444,41.876194,369
i_1.070954_41.343602_792,1990,2015,1.070954,41.343602,792
i_1.071292_41.452718_613,1990,2015,1.071292,41.452718,613
i_1.072349_42.235748_1298,1990,2015,1.072349,42.235748,1298
i_1.074644_41.353841_792,1990,2015,1.074644,41.353841,792
i_1.076365_41.281543_813,1990,2015,1.076365,41.281543,813
i_1.076913_41.272653_827,1990,2015,1.076913,41.272653,827
i_1.077337_41.207701_393,1990,2015,1.077337,41.207701,393
i_1.079962_42.37143_834,1990,2015,1.079962,42.37143,834
i_1.080513_41.948017_431,1990,2015,1.080513,41.948017,431
i_1.081594_41.497997_594,1990,2015,1.081594,41.497997,594
i_1.0824907_41.2699352_827,1990,2015,1.0824907,41.2699352,827
i_1.0824907_42.6866018_1348,1990,2015,1.0824907,42.6866018,1348
i_1.0828772_41.4290819_500,1990,2015,1.0828772,41.4290819,500
i_1.084833_42.19082_1358,1990,2015,1.084833,42.19082,1358
i_1.085464_42.181933_1358,1990,2015,1.085464,42.181933,1358
i_1.0855_41.371748_725,1990,2015,1.0855,41.371748,725
i_1.088918_41.219603_512,1990,2015,1.088918,41.219603,512
i_1.090123_41.260155_827,1990,2015,1.090123,41.260155,827
i_1.090833_42.611389_1608,1990,2015,1.090833,42.611389,1608
i_1.092817_42.352768_1194,1990,2015,1.092817,42.352768,1194
i_1.094404_42.299391_1047,1990,2015,1.094404,42.299391,1047
i_1.094794_41.3458_963,1990,2015,1.094794,41.3458,963
i_1.0952198_45.9701183_304,1990,2015,1.0952198,45.9701183,304
i_1.096414_42.244741_1482,1990,2015,1.096414,42.244741,1482
i_1.097717_42.191647_1247,1990,2015,1.097717,42.191647,1247
i_1.099023_42.560539_1440,1990,2015,1.099023,42.560539,1440
i_1.099315_41.436846_472,1990,2015,1.099315,41.436846,472
i_1.099729_41.309241_648,1990,2015,1.099729,41.309241,648
i_1.101018_41.254931_619,1990,2015,1.101018,41.254931,619
i_1.1010417_42.5491574_1871,1990,2015,1.1010417,42.5491574,1871
i_1.101596_41.358523_788,1990,2015,1.101596,41.358523,788
i_1.102435_41.309042_648,1990,2015,1.102435,41.309042,648
i_1.103631_42.002402_629,1990,2015,1.103631,42.002402,629
i_1.103652_42.011463_831,1990,2015,1.103652,42.011463,831
i_1.106993_42.69566_1400,1990,2015,1.106993,42.69566,1400
i_1.10772_41.435075_472,1990,2015,1.10772,41.435075,472
i_1.107946_42.245761_1482,1990,2015,1.107946,42.245761,1482
i_1.108024_42.317754_1078,1990,2015,1.108024,42.317754,1078
i_1.109299_42.605879_1292,1990,2015,1.109299,42.605879,1292
i_1.109911_41.319028_676,1990,2015,1.109911,41.319028,676
i_1.109925_41.372242_774,1990,2015,1.109925,41.372242,774
i_1.110025_42.17364_1133,1990,2015,1.110025,42.17364,1133
i_1.111089_42.523996_1859,1990,2015,1.111089,42.523996,1859
i_1.111389_41.350577_807,1990,2015,1.111389,41.350577,807
i_1.11143_42.110928_1075,1990,2015,1.11143,42.110928,1075
i_1.114564_42.029601_895,1990,2015,1.114564,42.029601,895
i_1.117651_42.326972_1461,1990,2015,1.117651,42.326972,1461
i_1.1195926_42.411713_1029,1990,2015,1.1195926,42.411713,1029
i_1.122964_41.282538_716,1990,2015,1.122964,41.282538,716
i_1.126245_42.488601_1866,1990,2015,1.126245,42.488601,1866
i_1.126944_51.211944_79,1990,2015,1.126944,51.211944,79
i_1.1302_42.317956_1498,1990,2015,1.1302,42.317956,1498
i_1.130339_41.462682_605,1990,2015,1.130339,41.462682,605
i_1.133349_42.293521_1229,1990,2015,1.133349,42.293521,1229
i_1.133391_42.624555_1010,1990,2015,1.133391,42.624555,1010
i_1.134501_41.336543_807,1990,2015,1.134501,41.336543,807
i_1.134606_42.165289_1327,1990,2015,1.134606,42.165289,1327
i_1.134925_42.146994_1222,1990,2015,1.134925,42.146994,1222
i_1.138038_42.066332_996,1990,2015,1.138038,42.066332,996
i_1.139822_42.426198_836,1990,2015,1.139822,42.426198,836
i_1.140827_42.380664_898,1990,2015,1.140827,42.380664,898
i_1.141941_41.369089_454,1990,2015,1.141941,41.369089,454
i_1.142706_42.300364_1453,1990,2015,1.142706,42.300364,1453
i_1.143068_41.453827_485,1990,2015,1.143068,41.453827,485
i_1.144375_42.228633_1782,1990,2015,1.144375,42.228633,1782
i_1.144422_42.255147_1750,1990,2015,1.144422,42.255147,1750
i_1.144537_42.2677381_1714,1990,2015,1.144537,42.2677381,1714
i_1.148064_42.11891_1240,1990,2015,1.148064,42.11891,1240
i_1.148292_42.535608_1578,1990,2015,1.148292,42.535608,1578
i_1.14984_42.453431_920,1990,2015,1.14984,42.453431,920
i_1.150025_42.048118_729,1990,2015,1.150025,42.048118,729
i_1.150489_42.480944_1857,1990,2015,1.150489,42.480944,1857
i_1.150876_42.435581_1298,1990,2015,1.150876,42.435581,1298
i_1.153355_41.516573_664,1990,2015,1.153355,41.516573,664
i_1.154128_42.354547_1695,1990,2015,1.154128,42.354547,1695
i_1.155254_41.453879_485,1990,2015,1.155254,41.453879,485
i_1.156289_42.238101_1782,1990,2015,1.156289,42.238101,1782
i_1.158255_42.21967_1772,1990,2015,1.158255,42.21967,1772
i_1.160861_41.246481_244,1990,2015,1.160861,41.246481,244
i_1.161524_42.057471_597,1990,2015,1.161524,42.057471,597
i_1.1630833_42.1300926_956,1990,2015,1.1630833,42.1300926,956
i_1.163184_42.021653_648,1990,2015,1.163184,42.021653,648
i_1.163436_42.445094_1054,1990,2015,1.163436,42.445094,1054
i_1.165226_42.354527_1705,1990,2015,1.165226,42.354527,1705
i_1.167741_42.273749_1647,1990,2015,1.167741,42.273749,1647
i_1.168853_42.306935_1561,1990,2015,1.168853,42.306935,1561
i_1.169147_42.237712_1532,1990,2015,1.169147,42.237712,1532
i_1.169724_41.355555_372,1990,2015,1.169724,41.355555,372
i_1.170725_42.114545_922,1990,2015,1.170725,42.114545,922
i_1.171713_42.552572_1208,1990,2015,1.171713,42.552572,1208
i_1.172299_42.534985_1215,1990,2015,1.172299,42.534985,1215
i_1.17314_42.057818_597,1990,2015,1.17314,42.057818,597
i_1.174024_42.489967_1807,1990,2015,1.174024,42.489967,1807
i_1.175018_42.498448_1536,1990,2015,1.175018,42.498448,1536
i_1.175394_41.994235_620,1990,2015,1.175394,41.994235,620
i_1.175829_42.417771_1864,1990,2015,1.175829,42.417771,1864
i_1.17652_42.390549_1618,1990,2015,1.17652,42.390549,1618
i_1.177619_42.150877_1199,1990,2015,1.177619,42.150877,1199
i_1.177836_42.128942_1202,1990,2015,1.177836,42.128942,1202
i_1.179792_42.273815_1563,1990,2015,1.179792,42.273815,1563
i_1.1814629_41.9860879_558,1990,2015,1.1814629,41.9860879,558
i_1.184209_42.54418_1471,1990,2015,1.184209,42.54418,1471
i_1.18447_42.535178_1049,1990,2015,1.18447,42.535178,1049
i_1.18506_42.158128_1199,1990,2015,1.18506,42.158128,1199
i_1.185685_42.057783_605,1990,2015,1.185685,42.057783,605
i_1.186262_42.490053_1494,1990,2015,1.186262,42.490053,1494
i_1.186319_42.472097_1009,1990,2015,1.186319,42.472097,1009
i_1.187331_42.436163_1700,1990,2015,1.187331,42.436163,1700
i_1.187625_42.003993_620,1990,2015,1.187625,42.003993,620
i_1.188022_41.340605_288,1990,2015,1.188022,41.340605,288
i_1.188945_42.39107_1618,1990,2015,1.188945,42.39107,1618
i_1.18992_42.346148_1603,1990,2015,1.18992,42.346148,1603
i_1.190888_41.436467_439,1990,2015,1.190888,41.436467,439
i_1.192205_41.832549_494,1990,2015,1.192205,41.832549,494
i_1.192802_42.264943_1559,1990,2015,1.192802,42.264943,1559
i_1.194347_42.615771_1852,1990,2015,1.194347,42.615771,1852
i_1.197565_41.434788_446,1990,2015,1.197565,41.434788,446
i_1.198049_42.048774_659,1990,2015,1.198049,42.048774,659
i_1.199059_42.012999_558,1990,2015,1.199059,42.012999,558
i_1.199866_42.124318_1162,1990,2015,1.199866,42.124318,1162
i_1.200021_41.510909_729,1990,2015,1.200021,41.510909,729
i_1.200542_42.401051_2044,1990,2015,1.200542,42.401051,2044
i_1.201098_42.322413_1807,1990,2015,1.201098,42.322413,1807
i_1.202978_42.248613_1110,1990,2015,1.202978,42.248613,1110
i_1.204359_42.265323_1559,1990,2015,1.204359,42.265323,1559
i_1.206112_42.212864_1407,1990,2015,1.206112,42.212864,1407
i_1.206667_41.319676_351,1990,2015,1.206667,41.319676,351
i_1.206908_42.175304_1176,1990,2015,1.206908,42.175304,1176
i_1.207953_42.147708_1292,1990,2015,1.207953,42.147708,1292
i_1.208199_42.085732_883,1990,2015,1.208199,42.085732,883
i_1.209575_42.535303_1497,1990,2015,1.209575,42.535303,1497
i_1.210192_42.084079_931,1990,2015,1.210192,42.084079,931
i_1.210891_42.455031_1351,1990,2015,1.210891,42.455031,1351
i_1.210941_42.031161_760,1990,2015,1.210941,42.031161,760
i_1.211262_42.435999_1838,1990,2015,1.211262,42.435999,1838
i_1.211664_42.004496_578,1990,2015,1.211664,42.004496,578
i_1.211915_42.249789_1126,1990,2015,1.211915,42.249789,1126
i_1.213224_41.940937_570,1990,2015,1.213224,41.940937,570
i_1.216882_42.111129_1160,1990,2015,1.216882,42.111129,1160
i_1.216982_42.2657_1541,1990,2015,1.216982,42.2657,1541
i_1.217201_42.238974_1000,1990,2015,1.217201,42.238974,1000
i_1.217969_42.250882_1126,1990,2015,1.217969,42.250882,1126
i_1.218565_41.319717_351,1990,2015,1.218565,41.319717,351
i_1.222334_42.031519_760,1990,2015,1.222334,42.031519,760
i_1.222688_42.49111_1107,1990,2015,1.222688,42.49111,1107
i_1.224042_42.427732_1838,1990,2015,1.224042,42.427732,1838
i_1.224309_42.250449_1126,1990,2015,1.224309,42.250449,1126
i_1.22634_42.35565_1578,1990,2015,1.22634,42.35565,1578
i_1.227287_42.211617_1193,1990,2015,1.227287,42.211617,1193
i_1.227702_41.374054_634,1990,2015,1.227702,41.374054,634
i_1.231363_42.166677_986,1990,2015,1.231363,42.166677,986
i_1.233328_42.207838_1371,1990,2015,1.233328,42.207838,1371
i_1.23594_42.436922_1877,1990,2015,1.23594,42.436922,1877
i_1.236144_42.472983_1673,1990,2015,1.236144,42.472983,1673
i_1.2362593_41.5666805_633,1990,2015,1.2362593,41.5666805,633
i_1.236785_41.995555_545,1990,2015,1.236785,41.995555,545
i_1.23721_42.401153_2053,1990,2015,1.23721,42.401153,2053
i_1.237725_42.066024_865,1990,2015,1.237725,42.066024,865
i_1.241529_41.347271_577,1990,2015,1.241529,41.347271,577
i_1.241983_42.220318_1238,1990,2015,1.241983,42.220318,1238
i_1.243205_42.156529_891,1990,2015,1.243205,42.156529,891
i_1.243783_42.112382_1413,1990,2015,1.243783,42.112382,1413
i_1.244082_42.0906_898,1990,2015,1.244082,42.0906,898
i_1.245095_42.545309_1524,1990,2015,1.245095,42.545309,1524
i_1.245618_42.077412_898,1990,2015,1.245618,42.077412,898
i_1.2462_42.058922_853,1990,2015,1.2462,42.058922,853
i_1.246711_42.275803_1344,1990,2015,1.246711,42.275803,1344
i_1.247735_42.398441_1924,1990,2015,1.247735,42.398441,1924
i_1.248105_42.079747_898,1990,2015,1.248105,42.079747,898
i_1.248159_41.545401_723,1990,2015,1.248159,41.545401,723
i_1.248274_42.436714_1798,1990,2015,1.248274,42.436714,1798
i_1.248654_42.160827_854,1990,2015,1.248654,42.160827,854
i_1.248675_42.410064_2032,1990,2015,1.248675,42.410064,2032
i_1.249509_41.923321_438,1990,2015,1.249509,41.923321,438
i_1.251592_42.311082_1418,1990,2015,1.251592,42.311082,1418
i_1.252339_42.275304_1344,1990,2015,1.252339,42.275304,1344
i_1.253204_41.528121_722,1990,2015,1.253204,41.528121,722
i_1.254343_42.39458_1924,1990,2015,1.254343,42.39458,1924
i_1.25556_41.482807_660,1990,2015,1.25556,41.482807,660
i_1.2561755_49.7437491_187,1990,2015,1.2561755,49.7437491,187
i_1.256195_42.16658_854,1990,2015,1.256195,42.16658,854
i_1.256283_42.121452_1413,1990,2015,1.256283,42.121452,1413
i_1.257749_42.527311_1119,1990,2015,1.257749,42.527311,1119
i_1.258524_42.05902_700,1990,2015,1.258524,42.05902,700
i_1.259007_42.008151_494,1990,2015,1.259007,42.008151,494
i_1.259028_41.596094_649,1990,2015,1.259028,41.596094,649
