sitename,year_start,year_end,lon,lat,elv
i_111.5209_40.9714_1566,2012,2012,111.5209,40.9714,1566
i_111.5353_34.2462_635,2011,2011,111.5353,34.2462,635
i_111.542_29.181_138,2011,2011,111.542,29.181,138
i_111.5453_25.2592_296,2012,2012,111.5453,25.2592,296
i_111.5518_25.1153_252,2012,2012,111.5518,25.1153,252
i_111.5785_34.1444_1166,2011,2011,111.5785,34.1444,1166
i_111.6007_28.337_123,2012,2012,111.6007,28.337,123
i_111.617_26.171_152,2011,2011,111.617,26.171,152
i_111.7_26_418,1950,1966,111.7,26,418
i_111.7_36.57_552,1950,1966,111.7,36.57,552
i_111.7152_33.7384_882,2011,2011,111.7152,33.7384,882
i_111.75_28.42_181,1950,1966,111.75,28.42,181
i_111.75_32.45_400,2001,2002,111.75,32.45,400
i_111.8_36.8_887,1950,1966,111.8,36.8,887
i_111.82175_40.82426_1060,1950,1966,111.82175,40.82426,1060
i_111.83_41.79_1422,2007,2007,111.83,41.79,1422
i_111.8394_40.9906_1384,2011,2011,111.8394,40.9906,1384
i_111.8396_40.9758_1295,2011,2011,111.8396,40.9758,1295
i_111.8601_34.0013_432,2011,2011,111.8601,34.0013,432
i_111.860968_38.728945_2602.2,2014,2014,111.860968,38.728945,2602.2
i_111.881_25.961_430,2011,2011,111.881,25.961,430
i_111.887_34.0168_442,2011,2011,111.887,34.0168,442
i_111.8992_28.0643_669,2012,2012,111.8992,28.0643,669
i_111.908_43.359_1037,2004,2004,111.908,43.359,1037
i_111.918745_38.65334_1780.3,2014,2014,111.918745,38.65334,1780.3
i_111.91986_38.653438_1778.4,2014,2014,111.91986,38.653438,1778.4
i_111.947533_38.708542_1874.3,2014,2014,111.947533,38.708542,1874.3
i_111.949832_38.709198_1891.1,2014,2014,111.949832,38.709198,1891.1
i_111.958082_38.723658_1812.2,2014,2014,111.958082,38.723658,1812.2
i_111.976_37.853_1282,2012,2012,111.976,37.853,1282
i_111.977_38.023_1103,2012,2012,111.977,38.023,1103
i_111.978272_38.719292_1659.9,2014,2014,111.978272,38.719292,1659.9
i_111.988018_38.695_1535.6,2014,2014,111.988018,38.695,1535.6
i_111.9933_25.5797_227,2012,2012,111.9933,25.5797,227
i_112.0023_40.4341_1615,2012,2012,112.0023,40.4341,1615
i_112.011057_38.678988_1499.8,2014,2014,112.011057,38.678988,1499.8
i_112.0277_34.4107_636,2011,2011,112.0277,34.4107,636
i_112.05_21.96_15,1950,1966,112.05,21.96,15
i_112.0526_34.3613_545,2011,2011,112.0526,34.3613,545
i_112.069_43.634_952,2004,2004,112.069,43.634,952
i_112.109_23.932_86,2011,2011,112.109,23.932,86
i_112.1255_33.826_672,2011,2011,112.1255,33.826,672
i_112.1530556_40.92555556_1156,2012,2012,112.1530556,40.92555556,1156
i_112.1530556_40.92555556_1352,2012,2012,112.1530556,40.92555556,1352
i_112.1607_34.7587_934,2011,2011,112.1607,34.7587,934
i_112.165_37.84611111_1113,2012,2012,112.165,37.84611111,1113
i_112.165_37.84611111_1352,2012,2012,112.165,37.84611111,1352
i_112.1655556_37.84416667_1072,2012,2012,112.1655556,37.84416667,1072
i_112.1655556_37.84416667_1113,2012,2012,112.1655556,37.84416667,1113
i_112.18_43.63_955,2007,2007,112.18,43.63,955
i_112.2_37.2_760,1950,1966,112.2,37.2,760
i_112.204_37.93_1022,2012,2012,112.204,37.93,1022
i_112.2044611_35.13207222_1072,2012,2012,112.2044611,35.13207222,1072
i_112.2044611_35.13207222_403,2012,2012,112.2044611,35.13207222,403
i_112.2793_34.2401_737,2011,2011,112.2793,34.2401,737
i_112.31_22.098_37,2011,2011,112.31,22.098,37
i_112.3373556_35.11023611_403,2012,2012,112.3373556,35.11023611,403
i_112.3373556_35.11023611_566,2012,2012,112.3373556,35.11023611,566
i_112.3498917_35.09451667_566,2012,2012,112.3498917,35.09451667,566
i_112.3498917_35.09451667_581,2012,2012,112.3498917,35.09451667,581
i_112.35_37.6_763,1950,1966,112.35,37.6,763
i_112.3642_27.7293_75,2012,2012,112.3642,27.7293,75
i_112.3776_42.3571_1223,2012,2012,112.3776,42.3571,1223
i_112.38_-1.3_191,1996,1996,112.38,-1.3,191
i_112.38_42.36_1216,2007,2007,112.38,42.36,1216
i_112.399_21.881_25,2011,2011,112.399,21.881,25
i_112.445_25.985_276,2011,2011,112.445,25.985,276
i_112.46_31.11_400,2001,2002,112.46,31.11,400
i_112.47_23.05_156,1950,1966,112.47,23.05,156
i_112.4908_26.5373_119,2012,2012,112.4908,26.5373,119
i_112.4956_34.0224_435,2011,2011,112.4956,34.0224,435
i_112.4973_36.2557_265,2012,2012,112.4973,36.2557,265
i_112.5084_34.0268_573,2011,2011,112.5084,34.0268,573
i_112.511_24.452_393,2011,2011,112.511,24.452,393
i_112.529_25.037_370,2011,2011,112.529,25.037,370
i_112.5398_23.1746_223,2015,2015,112.5398,23.1746,223
i_112.5409_23.1746_193,2015,2015,112.5409,23.1746,193
i_112.541_23.1724_182,2015,2015,112.541,23.1724,182
i_112.5414_23.1727_169,2015,2015,112.5414,23.1727,169
i_112.5416_23.1725_155,2015,2015,112.5416,23.1725,155
i_112.5416_23.1732_158,2015,2015,112.5416,23.1732,158
i_112.5439_23.1708_119,2015,2015,112.5439,23.1708,119
i_112.544_23.1723_111,2015,2015,112.544,23.1723,111
i_112.5444_23.1732_143,2015,2015,112.5444,23.1732,143
i_112.5452_23.1721_107,2015,2015,112.5452,23.1721,107
i_112.5455_25.961_296,2012,2012,112.5455,25.961,296
i_112.5461_23.1727_123,2015,2015,112.5461,23.1727,123
i_112.548_24.64_500,2011,2011,112.548,24.64,500
i_112.55_23.17_200,2007,2007,112.55,23.17,200
i_112.55_23.17_213,1950,1966,112.55,23.17,213
i_112.5553_23.1648_64,2015,2015,112.5553,23.1648,64
i_112.5554_23.165_73,2015,2015,112.5554,23.165,73
i_112.5555_23.1652_82,2015,2015,112.5555,23.1652,82
i_112.5561_23.1658_96,2015,2015,112.5561,23.1658,96
i_112.5563_23.1656_82,2015,2015,112.5563,23.1656,82
i_112.5567_23.1662_97,2015,2015,112.5567,23.1662,97
i_112.5569_23.1661_86,2015,2015,112.5569,23.1661,86
i_112.5573_23.1666_96,2015,2015,112.5573,23.1666,96
i_112.5575_23.1663_77,2015,2015,112.5575,23.1663,77
i_112.57_42.88_1102,2007,2007,112.57,42.88,1102
i_112.6019_41.0399_1769,2012,2012,112.6019,41.0399,1769
i_112.6072222_41.07194444_581,2012,2012,112.6072222,41.07194444,581
i_112.635_24.985_490,2011,2011,112.635,24.985,490
i_112.658_37.85_978,2012,2012,112.658,37.85,978
i_112.6621_27.2444_864,2012,2012,112.6621,27.2444,864
i_112.681_23.006_40,2011,2011,112.681,23.006,40
i_112.6951_25.2345_395,2012,2012,112.6951,25.2345,395
i_112.6969_35.172_220,2012,2012,112.6969,35.172,220
i_112.7_27.1_109,1950,1966,112.7,27.1,109
i_112.7_38.9_902,1950,1966,112.7,38.9,902
i_112.7133333_42.70972222_1361,2012,2012,112.7133333,42.70972222,1361
i_112.7133333_42.70972222_2008,2012,2012,112.7133333,42.70972222,2008
i_112.73_37.88_1398,2012,2012,112.73,37.88,1398
i_112.794_23.922_172,2011,2011,112.794,23.922,172
i_112.79972_26.32972_101,1950,1966,112.79972,26.32972,101
i_112.806_26.408_99,2011,2011,112.806,26.408,99
i_112.839_27.612_61,2011,2011,112.839,27.612,61
i_112.897_25.74_286,2011,2011,112.897,25.74,286
i_112.9_22.68_50,1950,1966,112.9,22.68,50
i_112.9_33.73_130,1950,1966,112.9,33.73,130
i_112.901_24.421_115,2011,2011,112.901,24.421,115
i_112.9814_27.5089_83,2012,2012,112.9814,27.5089,83
i_113.003_28.454_407,2011,2011,113.003,28.454,407
i_113.02861_25.8_179,1950,1966,113.02861,25.8,179
i_113.044_24.605_235,2011,2011,113.044,24.605,235
i_113.0451_25.4202_244,2012,2012,113.0451,25.4202,244
i_113.0672222_42.08027778_1347,2012,2012,113.0672222,42.08027778,1347
i_113.0672222_42.08027778_1361,2012,2012,113.0672222,42.08027778,1361
i_113.07_41.03_1421,1950,1966,113.07,41.03,1421
i_113.082_27.93_126,2011,2011,113.082,27.93,126
i_113.09944_27.90056_66,1950,1966,113.09944,27.90056,66
i_113.1306_39.2734_1726,2011,2011,113.1306,39.2734,1726
i_113.138_24.694_678,2011,2011,113.138,24.694,678
i_113.1941_35.3585_884,2012,2012,113.1941,35.3585,884
i_113.2_27.83_124,1950,1966,113.2,27.83,124
i_113.2113_27.8261_97,2012,2012,113.2113,27.8261,97
i_113.2601_39.2483_1414,2011,2011,113.2601,39.2483,1414
i_113.2736_39.1171_1310,2011,2011,113.2736,39.1171,1310
i_113.3_23.17_150,1950,1966,113.3,23.17,150
i_113.3411111_38.83444444_1116,2012,2012,113.3411111,38.83444444,1116
i_113.3411111_38.83444444_1347,2012,2012,113.3411111,38.83444444,1347
i_113.364_27.0632_125,2012,2012,113.364,27.0632,125
i_113.3824_25.5254_755,2012,2012,113.3824,25.5254,755
i_113.3838_26.8659_116,2012,2012,113.3838,26.8659,116
i_113.3898_39.449_1448,2011,2011,113.3898,39.449,1448
i_113.4341_39.1455_424,2011,2011,113.4341,39.1455,424
i_113.45_31.998_138,2011,2011,113.45,31.998,138
i_113.45_43.82_955,2007,2007,113.45,43.82,955
i_113.4791667_38.95027778_1116,2012,2012,113.4791667,38.95027778,1116
i_113.4791667_38.95027778_1622,2012,2012,113.4791667,38.95027778,1622
i_113.5114_26.8005_109,2012,2012,113.5114,26.8005,109
i_113.53_39.03_2519,1950,1966,113.53,39.03,2519
i_113.5556_25.5387_611,2012,2012,113.5556,25.5387,611
i_113.6088_36.6196_520,2012,2012,113.6088,36.6196,520
i_113.622907_39.004638_1800.9,2014,2014,113.622907,39.004638,1800.9
i_113.629252_39.009717_1835.8,2014,2014,113.629252,39.009717,1835.8
i_113.6336_39.1086_1704,2011,2011,113.6336,39.1086,1704
i_113.640548_38.962828_1744.5,2014,2014,113.640548,38.962828,1744.5
i_113.6439_39.8078_1382,2011,2011,113.6439,39.8078,1382
i_113.650928_38.95466_1608.9,2014,2014,113.650928,38.95466,1608.9
i_113.659037_38.959208_1651.7,2014,2014,113.659037,38.959208,1651.7
i_113.6959_39.6367_1458,2011,2011,113.6959,39.6367,1458
i_113.7143_39.6561_1265,2011,2011,113.7143,39.6561,1265
i_113.7239_39.6331_1458,2011,2011,113.7239,39.6331,1458
i_113.75_23.3_107,1950,1966,113.75,23.3,107
i_113.7523_35.5934_224,2012,2012,113.7523,35.5934,224
i_113.7632_26.2138_562,2012,2012,113.7632,26.2138,562
i_113.782514_39.093611_1531.2,2014,2014,113.782514,39.093611,1531.2
i_113.7925_35.8345_438,2012,2012,113.7925,35.8345,438
i_113.8_27.6_142,1950,1966,113.8,27.6,142
i_113.803333_39.089167_902.9,2014,2014,113.803333,39.089167,902.9
i_113.805833_39.089167_902.9,2014,2014,113.805833,39.089167,902.9
i_113.8125_39.091714_1012.5,2014,2014,113.8125,39.091714,1012.5
i_113.8299_25.9092_986,2012,2012,113.8299,25.9092,986
i_113.8372_37.0761_638,2012,2012,113.8372,37.0761,638
i_113.8675_36.0039_374,2012,2012,113.8675,36.0039,374
i_113.8827_39.4774_1258,2011,2011,113.8827,39.4774,1258
i_113.9065_35.8393_301,2012,2012,113.9065,35.8393,301
i_113.9142_39.1186_779,2011,2011,113.9142,39.1186,779
i_113.919_27.014_225,2011,2011,113.919,27.014,225
i_113.924_28.594_222,2011,2011,113.924,28.594,222
i_113.9358_36.1162_636,2012,2012,113.9358,36.1162,636
i_113.9814_35.9233_388,2012,2012,113.9814,35.9233,388
i_113.9988_36.2628_390,2012,2012,113.9988,36.2628,390
i_114_27_142,1950,1966,114,27,142
i_114.0148_35.6074_212,2012,2012,114.0148,35.6074,212
i_114.029_29.614_80,2011,2011,114.029,29.614,80
i_114.0395_34.7397_477,2012,2012,114.0395,34.7397,477
i_114.0506_22.5308_9,1950,1966,114.0506,22.5308,9
i_114.08_31.81_658,1950,1966,114.08,31.81,658
i_114.0821_31.3718_101,2012,2012,114.0821,31.3718,101
i_114.0821_37.8925_374,2012,2012,114.0821,37.8925,374
i_114.0991_38.7908_478,2012,2012,114.0991,38.7908,478
i_114.1_22.43_200,1950,1966,114.1,22.43,200
i_114.1087_31.4987_61,2012,2012,114.1087,31.4987,61
i_114.1226_35.8504_277,2012,2012,114.1226,35.8504,277
i_114.13_30.62_24,2004,2005,114.13,30.62,24
i_114.1308_38.165_282,2012,2012,114.1308,38.165,282
i_114.1396_35.7206_221,2012,2012,114.1396,35.7206,221
i_114.1561_39.1018_796,2011,2011,114.1561,39.1018,796
i_114.169_22.789_89,2011,2011,114.169,22.789,89
i_114.17_-27.72_6,1985,1994,114.17,-27.72,6
i_114.174_31.507_88,2011,2011,114.174,31.507,88
i_114.176_22.795_114,2011,2011,114.176,22.795,114
i_114.1784_37.3455_522,2012,2012,114.1784,37.3455,522
i_114.2_45_1420,1979,1979,114.2,45,1420
i_114.2181_39.2786_1465,2011,2011,114.2181,39.2786,1465
i_114.22_30.19_400,2001,2002,114.22,30.19,400
i_114.223_43.876_1021,2004,2004,114.223,43.876,1021
i_114.2292_37.6886_285,2012,2012,114.2292,37.6886,285
i_114.2359_23.6592_78,2012,2012,114.2359,23.6592,78
i_114.2413_39.3819_1220,2011,2011,114.2413,39.3819,1220
i_114.2484_23.7914_95,2012,2012,114.2484,23.7914,95
i_114.2698_23.3166_94,2012,2012,114.2698,23.3166,94
i_114.2722_39.3027_1033,2011,2011,114.2722,39.3027,1033
i_114.2819_38.7198_378,2012,2012,114.2819,38.7198,378
i_114.3_30.50972_23,1950,1966,114.3,30.50972,23
i_114.3048_38.9048_373,2012,2012,114.3048,38.9048,373
i_114.3135_39.4367_520,2011,2011,114.3135,39.4367,520
i_114.3239_23.3152_290,2012,2012,114.3239,23.3152,290
i_114.3561_37.5469_182,2012,2012,114.3561,37.5469,182
i_114.36_34.05_55,1950,1966,114.36,34.05,55
i_114.38_34.77_71,1950,1966,114.38,34.77,71
i_114.4_35.016639_69,1950,1966,114.4,35.016639,69
i_114.4_4.566_15,2008,2008,114.4,4.566,15
i_114.4231_43.9136_1002,2012,2012,114.4231,43.9136,1002
i_114.4616_31.6584_87,2012,2012,114.4616,31.6584,87
i_114.4809_39.3018_851,2012,2012,114.4809,39.3018,851
i_114.5_4.566_15,2008,2008,114.5,4.566,15
i_114.5_4.566_18,2008,2008,114.5,4.566,18
i_114.5_4.566_20,2008,2008,114.5,4.566,20
i_114.5_4.65_45,2008,2008,114.5,4.65,45
i_114.5_4.65_48,2008,2008,114.5,4.65,48
i_114.5939_39.131_484,2012,2012,114.5939,39.131,484
i_114.6497_23.1124_77,2012,2012,114.6497,23.1124,77
i_114.6548_23.2144_53,2012,2012,114.6548,23.2144,53
i_114.678_31.409_68,2011,2011,114.678,31.409,68
i_114.7248806_41.30276389_1622,2012,2012,114.7248806,41.30276389,1622
i_114.7590972_41.05553611_1354,2012,2012,114.7590972,41.05553611,1354
i_114.7590972_41.05553611_1559,2012,2012,114.7590972,41.05553611,1559
i_114.7590972_41.05553611_1622,2012,2012,114.7590972,41.05553611,1622
i_114.78_27.935_138,2011,2011,114.78,27.935,138
i_114.7987_39.7851_1375,2012,2012,114.7987,39.7851,1375
i_114.804_39.8279_1208,2012,2012,114.804,39.8279,1208
i_114.831_26.098_161,2011,2011,114.831,26.098,161
i_114.85_43.99_1152,2007,2007,114.85,43.99,1152
i_114.8559_40.5579_890,2011,2011,114.8559,40.5579,890
i_114.882_29.514_101,2011,2011,114.882,29.514,101
i_114.888_29.5297_187,2012,2012,114.888,29.5297,187
i_114.941_25.107_245,2011,2011,114.941,25.107,245
i_115.01_36.86_37,1950,1966,115.01,36.86,37
i_115.04_-30.3_4,2000,2000,115.04,-30.3,4
i_115.0551_40.0075_1356,2012,2012,115.0551,40.0075,1356
i_115.0554_40.0068_1339,2012,2012,115.0554,40.0068,1339
i_115.066_28.116_90,2011,2011,115.066,28.116,90
i_115.1_38.8_52,1950,1966,115.1,38.8,52
i_115.1152778_39.42027778_1559,2012,2012,115.1152778,39.42027778,1559
i_115.132_23.6531_300,2012,2012,115.132,23.6531,300
i_115.1419_23.6561_280,2012,2012,115.1419,23.6561,280
i_115.1511_40.1953_956,2011,2011,115.1511,40.1953,956
i_115.1784_23.5525_191,2012,2012,115.1784,23.5525,191
i_115.201667_38.12_37,1950,1966,115.201667,38.12,37
i_115.2178_40.7393_1055,2011,2011,115.2178,40.7393,1055
i_115.2252_31.1786_159,2012,2012,115.2252,31.1786,159
i_115.25_38.25_36,1950,1966,115.25,38.25,36
i_115.27_-29.82_100,1985,1994,115.27,-29.82,100
i_115.281_27.415_93,2011,2011,115.281,27.415,93
i_115.313_43.898_1187,2004,2004,115.313,43.898,1187
i_115.313_43.898_1200,2004,2004,115.313,43.898,1200
i_115.3462_42.3981_1271,2012,2012,115.3462,42.3981,1271
i_115.37_40.03_1480,1950,1966,115.37,40.03,1480
i_115.3802_41.1149_1503,2012,2012,115.3802,41.1149,1503
i_115.3878_41.1019_1481,2011,2011,115.3878,41.1019,1481
i_115.416667_39.95_1161.1,2013,2013,115.416667,39.95,1161.1
i_115.4214_40.0135_1350,2013,2013,115.4214,40.0135,1350
i_115.4297_39.968012_1167.4,2013,2013,115.4297,39.968012,1167.4
i_115.43_39.97_1350,2006,2006,115.43,39.97,1350
i_115.432342_39.964102_1125.3,2013,2013,115.432342,39.964102,1125.3
i_115.434_30.653_98,2011,2011,115.434,30.653,98
i_115.437138_39.960308_1129.4,2013,2013,115.437138,39.960308,1129.4
i_115.437952_39.961257_1083.6,2013,2013,115.437952,39.961257,1083.6
i_115.437962_39.96113_1094,2013,2013,115.437962,39.96113,1094
i_115.438173_39.961368_1046.2,2013,2013,115.438173,39.961368,1046.2
i_115.438173_39.961368_1079.5,2013,2013,115.438173,39.961368,1079.5
i_115.462055_40.000213_1149.1,2013,2013,115.462055,40.000213,1149.1
i_115.463611_39.946111_830,2013,2013,115.463611,39.946111,830
i_115.463611_39.946111_836.3,2013,2013,115.463611,39.946111,836.3
i_115.463611_39.946111_921.3,2013,2013,115.463611,39.946111,921.3
i_115.466667_39.95_882.4,2013,2013,115.466667,39.95,882.4
i_115.466667_39.95_890.3,2013,2013,115.466667,39.95,890.3
i_115.466667_39.95_890.7,2013,2013,115.466667,39.95,890.7
i_115.47149_40.035655_2065.5,2013,2013,115.47149,40.035655,2065.5
i_115.47149_40.035655_2300,2013,2013,115.47149,40.035655,2300
i_115.472267_39.982923_1100,2013,2013,115.472267,39.982923,1100
i_115.48_39.985833_953,2013,2013,115.48,39.985833,953
i_115.481433_39.982548_831.5,2013,2013,115.481433,39.982548,831.5
i_115.481433_39.982548_860,2013,2013,115.481433,39.982548,860
i_115.481433_39.983548_882.6,2013,2013,115.481433,39.983548,882.6
i_115.483333_39.933333_723.3,2013,2013,115.483333,39.933333,723.3
i_115.4855_40.0046_1095,2013,2013,115.4855,40.0046,1095
i_115.488146_40.0357_1601.7,2013,2013,115.488146,40.0357,1601.7
i_115.489444_39.945555_673,2013,2013,115.489444,39.945555,673
i_115.489825_40.037612_1594.7,2013,2013,115.489825,40.037612,1594.7
i_115.49_39.94_740,2013,2013,115.49,39.94,740
i_115.566435_39.838088_1055,2013,2013,115.566435,39.838088,1055
i_115.573_39.9277_539,2013,2013,115.573,39.9277,539
i_115.5745_39.9258_543,2013,2013,115.5745,39.9258,543
i_115.5851_24.1264_155,2013,2013,115.5851,24.1264,155
i_115.6175_39.8542_1726,2013,2013,115.6175,39.8542,1726
i_115.6652_40.5057_1295,2012,2012,115.6652,40.5057,1295
i_115.6833_39.9667_700,1987,1988,115.6833,39.9667,700
i_115.7039_40.6521_1037,2011,2011,115.7039,40.6521,1037
i_115.7175_41.2977_1279,2011,2011,115.7175,41.2977,1279
i_115.735_24.978_318,2011,2011,115.735,24.978,318
i_115.765_25.507_190,2011,2011,115.765,25.507,190
i_115.7693_41.0283_982,2011,2011,115.7693,41.0283,982
i_115.78_-31.93_28,2000,2000,115.78,-31.93,28
i_115.7802_30.2468_292,2012,2012,115.7802,30.2468,292
i_115.8_40_365,1950,1966,115.8,40,365
i_115.8180556_40.28305556_536,2012,2012,115.8180556,40.28305556,536
i_115.82_44.64_965,2007,2007,115.82,44.64,965
i_115.8387_24.1501_178,2013,2013,115.8387,24.1501,178
i_115.8388_40.8482_1013,2011,2011,115.8388,40.8482,1013
i_115.8417_40.8415_1058,2011,2011,115.8417,40.8415,1058
i_115.8417_40.8415_1152,2011,2011,115.8417,40.8415,1152
i_115.8469_24.4763_229,2013,2013,115.8469,24.4763,229
i_115.8633_41.0484_1197,2011,2011,115.8633,41.0484,1197
i_115.8673_24.4876_225,2013,2013,115.8673,24.4876,225
i_115.88_42.834_1305,2004,2004,115.88,42.834,1305
i_115.8979_41.1264_1192,2011,2011,115.8979,41.1264,1192
i_115.9_40_365,1950,1966,115.9,40,365
i_115.902_31.449_170,2011,2011,115.902,31.449,170
i_115.917_42.157_1299,2004,2004,115.917,42.157,1299
i_115.92_-30.12_256,1985,1994,115.92,-30.12,256
i_115.92_28.6_24,1950,1966,115.92,28.6,24
i_115.9214_41.1281_1231,2011,2011,115.9214,41.1281,1231
i_115.935_31.455_172,2011,2011,115.935,31.455,172
i_115.9491889_42.67144722_788,2012,2012,115.9491889,42.67144722,788
i_115.951_31.292_396,2011,2011,115.951,31.292,396
i_115.958_42.972_1231,2004,2004,115.958,42.972,1231
i_115.992_31.191_352,2011,2011,115.992,31.191,352
i_115.992_31.564_180,2011,2011,115.992,31.564,180
i_115.996_31.178_367,2011,2011,115.996,31.178,367
i_116.005335_40.072963_960,2013,2013,116.005335,40.072963,960
i_116.0243_40.0641_960,2013,2013,116.0243,40.0641,960
i_116.028_31.258_553,2011,2011,116.028,31.258,553
i_116.03_39.95_506,1950,1966,116.03,39.95,506
i_116.031087_40.030583_400,2013,2013,116.031087,40.030583,400
i_116.044612_40.022775_272.1,2013,2013,116.044612,40.022775,272.1
i_116.044675_40.022742_275.8,2013,2013,116.044675,40.022742,275.8
i_116.045713_40.005078_201,2013,2014,116.045713,40.005078,201
i_116.049092_40.016812_247,2013,2013,116.049092,40.016812,247
i_116.05_39.94_339,1950,1966,116.05,39.94,339
i_116.0537_39.9651_224,2013,2013,116.0537,39.9651,224
i_116.0563889_39.91972222_1318,2012,2012,116.0563889,39.91972222,1318
i_116.0563889_39.91972222_1324,2012,2012,116.0563889,39.91972222,1324
i_116.0563889_39.91972222_788,2012,2012,116.0563889,39.91972222,788
i_116.059_29.551_88,2011,2011,116.059,29.551,88
i_116.07_-31.98_210,1985,1994,116.07,-31.98,210
i_116.07_43.43_1443,1979,1979,116.07,43.43,1443
i_116.108_43.737_1016,2004,2004,116.108,43.737,1016
i_116.127_44.925_873,2004,2004,116.127,44.925,873
i_116.129_43.262_1297,2004,2004,116.129,43.262,1297
i_116.1296_43.1745_1305,2012,2012,116.1296,43.1745,1305
i_116.14_-32.11_264,1990,1990,116.14,-32.11,264
i_116.15_40_610,1950,1966,116.15,40,610
i_116.17125_43.99992778_1324,2012,2012,116.17125,43.99992778,1324
i_116.17125_43.99992778_377,2012,2012,116.17125,43.99992778,377
i_116.178_31.379_162,2011,2011,116.178,31.379,162
i_116.18_40.14_49,1950,1966,116.18,40.14,49
i_116.2_40_97,1950,1966,116.2,40,97
i_116.22_40.19_52,1950,1966,116.22,40.19,52
i_116.23_40.19_57,1950,1966,116.23,40.19,57
i_116.23_48.77_800,2007,2007,116.23,48.77,800
i_116.2365_42.2441_1426,2011,2011,116.2365,42.2441,1426
i_116.25_40.27_100,1950,1966,116.25,40.27,100
i_116.28_40.05_49,1950,1966,116.28,40.05,49
i_116.28_40.09_43,1950,1966,116.28,40.09,43
i_116.29_43.89_1213,2007,2007,116.29,43.89,1213
i_116.2979_24.3023_115,2012,2012,116.2979,24.3023,115
i_116.3_39.99_50,1950,1966,116.3,39.99,50
i_116.3_40.1_44,1950,1966,116.3,40.1,44
i_116.33_44.13_1096,2007,2007,116.33,44.13,1096
i_116.33_44.13_1157,2007,2007,116.33,44.13,1157
i_116.33_45.02_847,2007,2007,116.33,45.02,847
i_116.334_26.372_270,2011,2011,116.334,26.372,270
i_116.3442_42.266_1456,2012,2012,116.3442,42.266,1456
i_116.3475806_44.13349722_377,2012,2012,116.3475806,44.13349722,377
i_116.35_25.04_278,2011,2011,116.35,25.04,278
i_116.35_34.42_46,1950,1966,116.35,34.42,46
i_116.35_43.548_1259,2004,2004,116.35,43.548,1259
i_116.358_43.887_1206,2004,2004,116.358,43.887,1206
i_116.3949_41.9309_1225,2012,2012,116.3949,41.9309,1225
i_116.4116_41.6705_1197,2011,2011,116.4116,41.6705,1197
i_116.423_25.118_286,2011,2011,116.423,25.118,286
i_116.435_45.07_858,2004,2004,116.435,45.07,858
i_116.44_27.056_117,2011,2011,116.44,27.056,117
i_116.47_39.8_36,1950,1966,116.47,39.8,36
i_116.486_27.79_68,2011,2011,116.486,27.79,68
i_116.487_43.828_1101,2004,2004,116.487,43.828,1101
i_116.5049_24.3539_63,2013,2013,116.5049,24.3539,63
i_116.51_40.09_33,1950,1966,116.51,40.09,33
i_116.527_40.951_761,2012,2012,116.527,40.951,761
i_116.5271_40.9505_746,2011,2011,116.5271,40.9505,746
i_116.55_43.54_1181,1979,1979,116.55,43.54,1181
i_116.554_43.543_1178,2004,2004,116.554,43.543,1178
i_116.629_48.601_582,2004,2004,116.629,48.601,582
i_116.66_43.615_1168,2004,2004,116.66,43.615,1168
i_116.661_24.707_234,2011,2011,116.661,24.707,234
i_116.68_43.55_1181,1979,1979,116.68,43.55,1181
i_116.68_43.56_1245,1979,1979,116.68,43.56,1245
i_116.682_28.245_105,2011,2011,116.682,28.245,105
i_116.7_24.726_265,2011,2011,116.7,24.726,265
i_116.7266_41.4649_1004,2011,2011,116.7266,41.4649,1004
i_116.73_-34.98_18,1985,1994,116.73,-34.98,18
i_116.7319_41.4699_1071,2011,2011,116.7319,41.4699,1071
i_116.7319_41.4699_1075,2011,2011,116.7319,41.4699,1075
i_116.74_43.6_1209,2007,2007,116.74,43.6,1209
i_116.758_24.717_438,2011,2011,116.758,24.717,438
i_116.76_43.8_1212,1979,1979,116.76,43.8,1212
i_116.83_43.67_1397,1979,1979,116.83,43.67,1397
i_116.908_45.41_877,2004,2004,116.908,45.41,877
i_116.9135_30.6488_47,2012,2012,116.9135,30.6488,47
i_116.9328_40.689_343,2012,2012,116.9328,40.689,343
i_116.95_48.58_553,2007,2007,116.95,48.58,553
i_116.98_45.42_842,2007,2007,116.98,45.42,842
i_116.99_49.1_630,2007,2007,116.99,49.1,630
i_117.04_45.588_907,2004,2004,117.04,45.588,907
i_117.05361_40.21667_200,1950,1966,117.05361,40.21667,200
i_117.063_29.188_28,2011,2011,117.063,29.188,28
i_117.0917_30.1312_238,2012,2012,117.0917,30.1312,238
i_117.1_36.3_601,1950,1966,117.1,36.3,601
i_117.141_48.492_588,2004,2004,117.141,48.492,588
i_117.2369444_40.06416667_1044,2012,2012,117.2369444,40.06416667,1044
i_117.2369444_40.06416667_1130,2012,2012,117.2369444,40.06416667,1130
i_117.2369444_40.06416667_377,2012,2012,117.2369444,40.06416667,377
i_117.25_27.17_500,1950,1966,117.25,27.17,500
i_117.25_36.95_22,1950,1966,117.25,36.95,22
i_117.25_42.34_1484,1950,1966,117.25,42.34,1484
i_117.2782_40.8781_582,2012,2012,117.2782,40.8781,582
i_117.28_29.4_73,1950,1966,117.28,29.4,73
i_117.298_49.514_703,2004,2004,117.298,49.514,703
i_117.3_25.35_304,1950,1966,117.3,25.35,304
